mean,median,mode,std,var,range,iqr,mad,skewness,kurtosis,min,max,percentile_1,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,percentile_99,trimmed_mean_10,trimmed_mean_20,time_span,n_points,mean_cadence,std_cadence,autocorr_first_zero,autocorr_lag_1,autocorr_lag_2,autocorr_lag_3,autocorr_lag_5,autocorr_lag_10,mean_diff1,std_diff1,max_diff1,mean_diff2,std_diff2,max_diff2,linear_trend_slope,linear_trend_r2,linear_trend_p_value,spectral_power_total,spectral_power_mean,spectral_power_std,spectral_power_max,spectral_centroid,spectral_spread,spectral_entropy,n_spectral_peaks,dominant_freq,second_peak_freq,power_band_0,power_band_1,power_band_2,power_band_3,power_band_4,moment_3,moment_4,moment_5,moment_6,normaltest_stat,normaltest_p,q25_q75_ratio,q50_mean_ratio,coeff_variation,n_outliers,outlier_fraction,amplitude,rms,welch_stetson,stetson_j,stetson_k,von_neumann_ratio,ls_peak_power,ls_peak_period,ls_peak_freq,ls_fap,ls_n_peaks,ls_second_peak_power,ls_second_peak_period,ls_peak_ratio,asymmetry_ratio,above_median_mean,below_median_mean,above_below_ratio,frac_above_1sigma,frac_below_1sigma,frac_above_2sigma,frac_below_2sigma,frac_above_3sigma,frac_below_3sigma,max_run_above_mean,mean_run_above_mean,max_run_below_mean,mean_run_below_mean,deepest_dip_depth,deepest_dip_duration,deepest_dip_width_points,n_dips,mean_error,std_error,max_error,min_error,mean_snr,median_snr,min_snr,weighted_mean,weighted_std,chi2_constant,chi2_reduced,duty_cycle,cadence_regularity,top_10pct_concentration,bottom_10pct_concentration,file_name,file_path,n_original_points,relative_amplitude,fractional_rms,transit_ingress_slope,transit_egress_slope,transit_asymmetry
0.0,-0.07213170088358606,-2.8923007975690815,1.0,1.0000000000000002,5.9055243905379236,1.268523763151761,0.6338957672831711,0.2138891888948803,0.6841835494978916,-2.8923007975690815,3.0132235929688416,-2.608588251876325,-1.5679935920703054,-1.0717799242454318,-0.6758561774871445,0.5926675856646164,1.2892679854614024,1.6637744302797866,2.751339440471079,-0.022113598811786355,-0.0396217251884044,1.1944444444444444,308,0.0038906985161056822,0.004547307304600663,1,0.0816926772800905,-0.06086136067577181,-0.08674259037647918,-0.020381689348186512,-0.03173704550333195,0.0009302759736023358,1.3572822693659692,4.399072859438175,-0.006660576992228394,2.2907574473184353,8.043197698617373,0.18527853258612692,0.004201957326176991,0.2567115170611919,16363.398767745148,106.95031874343233,116.14741738275309,530.0186696860608,40.087798737768345,29.97642001302662,6.497714543178817,22,60.9178495922682,6.67592872244035,0.0,0.0,0.02021298170170227,0.05126569599296086,0.9285213223053369,0.21388918889488037,3.6841835494978934,1.7241936105130717,21.419506139033622,6.96689146702172,0.03070143958370985,-1.1403629856511228,,,10,0.032467532467532464,2.9527621952689618,1.0,0.28628443409672893,-0.023834096622792476,0.7680758278782832,1.8362348032909972,0.020168550875453103,0.08322251241553419,12.015979462467437,0.9800334738848961,18,0.016899343879245115,0.0073116462283600485,0.8379057069396642,1.0,0.7651795033057203,-0.7651795033057203,-1.0,0.1461038961038961,0.12337662337662338,0.03896103896103896,0.022727272727272728,0.003246753246753247,0.0,7,1.87012987012987,7,2.1025641025641026,2.8201690966854955,0.00347222222222221,2,5,6.1897029169899556e-06,2.0335425805044626e-07,7.855916502056698e-06,5.739607229254532e-06,124316.19609029555,104035.4356819086,2067.0319267387495,0.00290138853402828,1.0001713595888493,8066328283873.191,26274684963.756325,1.0,1.1687637286150354,inf,-inf,KIC_10141900.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10141900.npz,308,,,,,
-1.5069835328952285e-17,0.02545525177257756,-3.209889812623179,1.0,1.0,6.347204331651241,1.1463819029061566,0.5744356830862414,-0.13939594996430818,0.729595208570613,-3.209889812623179,3.137314519028062,-2.683903440758196,-1.7150846883407902,-1.2933910131922368,-0.5411983298954417,0.6051835730107149,1.1971873256747203,1.6748815103880232,2.50552186386422,0.015337880944108309,0.027770294105859503,3.7673611111111107,943,0.0039993217740033025,0.005178504180904702,39,0.2278815084844452,0.2949462764723758,0.5846703242033899,0.28865473163861255,0.18624939506803148,0.00026897441937194684,1.243317593160043,4.595814283494893,-0.0004260350617663171,2.1855669379982308,8.739773370632914,0.047927130583464816,0.002843510282387122,0.10173502785115797,154662.54147829767,328.3705763870439,2018.7304718728144,33885.25096010945,24.316325883589958,37.54227161946823,5.372140137937916,4,0.7954689172217307,1.5909378344434615,0.0,0.002140218711168698,0.3580916122903152,0.27155541367629954,0.3682127553222165,-0.13939594996430818,3.729595208570613,-0.9700745025179257,22.04100136227242,15.81854178420082,0.00036732230057590754,-0.8942713484489435,-1689152616264673.5,6.6357725759537144e+16,40,0.042417815482502653,3.1736021658256206,1.0,0.4776226762977593,0.016466976258886018,0.7533815472495423,1.5441994322795614,0.2649395578327151,0.23093279550796095,4.330264126411301,0.767252322967654,3,0.08972714293176451,0.6330346954727053,0.33867023733926105,1.0,0.7536821095970525,-0.7537361547175887,-0.9999282970304689,0.13361611876988336,0.14528101802757157,0.026511134676564158,0.031813361611876985,0.0042417815482502655,0.003181336161187699,23,2.189189189189189,24,2.0585585585585586,3.2353450643957564,0.0,1,29,3.771572814077534e-05,1.416298521115792e-06,4.4334898743298715e-05,3.393552347825669e-05,19997.658255351802,15280.792551874689,61.048017231069345,0.002433747515266255,0.998270111604569,663383194438.9092,704228444.2026637,1.0,1.2948455947121864,-1.1676260777201108e+16,1.2491137879590596e+16,KIC_10272640.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10272640.npz,943,2.1059302218972966e+17,6.6357725759537144e+16,,,
-9.045738201910886e-18,-0.0013219637627555703,-3.107536994114988,1.0,1.0000000000000002,6.168492786279559,1.109759239288104,0.5544326103031909,-0.033814509788790845,0.8677574751593622,-3.107536994114988,3.0609557921645707,-2.694904774642638,-1.6992809002333285,-1.2253510658150248,-0.5472599933134253,0.5624992459746787,1.1999890835021838,1.6997622532277785,2.68218661086055,0.0023908341045897515,0.003964650161816562,12.055555555555555,3142,0.003838126569740706,0.0037604548016611445,0,-0.07925211381605696,-0.010824440115520572,-0.029403197403583815,0.006760595446679459,0.021665798318178327,0.00026145576373333196,1.4692869706254181,5.91254359658466,-0.0007206853508298582,2.571676397519504,11.382541575822216,0.004978898729148769,0.0003059971018531863,0.32697912483977354,1839993.7180682148,1171.9705210625573,2469.4367067166804,27717.91644657146,36.39813837273635,36.341966076734444,9.27600276397709,45,2.985224709378217,49.09036188755291,0.01059949674907749,0.02386654999119375,0.03294895576055309,0.22174268444054718,0.7108423130586284,-0.03381450978879086,3.867757475159364,-0.3727117291148333,23.012262660059893,51.67212933952932,6.019212556300931e-12,-0.9729079589522874,146142164768410.97,1.1054929710311016e+17,157,0.04996817313812858,3.0842463931397797,1.0,,0.0010386286417742403,0.7486734546624471,2.1581171907555166,0.00827811050309213,1.5124844211265667,0.661163834834844,0.991756058703164,32,0.003960744129094125,0.28399152971350766,0.47845992483606786,1.0,0.7486726498518512,-0.7486726498518512,-1.0,0.12858052196053468,0.13049013367281986,0.031826861871419476,0.03373647358370465,0.0019096117122851686,0.003500954805856143,9,1.891566265060241,8,1.891696750902527,3.1062150303522325,0.0,1,95,5.502393983388428e-06,4.537127577050228e-07,8.188861097082121e-06,4.420532016081191e-06,136518.52601057565,100942.32840934736,198.01000190906797,0.004675666321142708,0.9967412397259354,105107289894367.55,33463002194.959423,1.0000000000000002,0.9797631040383307,-2.033404269153169e+16,2.0545520363332416e+16,KIC_10154388.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10154388.npz,3142,3.409612708544054e+17,1.1054929710311016e+17,,,
-1.8857291288750005e-18,0.028519164525433176,-3.094977131678306,1.0,1.0000000000000002,6.259852991238844,1.1678172882601419,0.5823091525163671,-0.07596888984307748,0.6469663567413235,-3.094977131678306,3.1648758595605377,-2.597399504013388,-1.7822054225206136,-1.2139105662622003,-0.5689961489194556,0.5988211393406861,1.1886511846125223,1.6137914408259455,2.6196580572979844,0.011263117663906665,0.013522113913540601,7.336805555555555,1884,0.0038963385850002952,0.003824450541337294,0,-0.03884050765104125,0.009880693636925845,0.03881064120254895,0.0017253444839966938,0.023115445636232905,0.00024044889270551553,1.4417737125549395,6.112943798507958,-0.0004363854667046561,2.5172249605960846,9.996404862293986,0.007035383952029393,0.00022578823827302852,0.5145176731140887,419026.4521143217,445.2990989525204,622.5336217121153,7307.360500918047,48.43333167494865,37.64111179635571,9.045444641988677,113,1.9071745729349103,3.405668880240911,0.0,0.02202332640092856,0.011678766969049102,0.09739778712994422,0.8689001195000781,-0.07596888984307751,3.6469663567413253,-0.3897078189606249,20.421007656044385,22.060043383893625,1.620773935332426e-05,-0.9501938250642447,-1.5123680325417314e+16,5.302988561228759e+17,74,0.03927813163481953,3.129926495619422,1.0,,0.010390647664060405,0.7557300560761825,2.077608145979151,0.006591892628981248,0.04527647827459773,22.086523468876948,0.9934297862341666,62,0.00642644636003,0.7511244295940935,0.9749015528220433,1.0,0.7552809481792545,-0.7552809481792545,-1.0,0.14225053078556263,0.1332271762208068,0.02813163481953291,0.034501061571125265,0.002653927813163482,0.0015923566878980893,10,1.9734151329243355,10,1.8793456032719837,3.123496296203739,0.01736111111111116,2,63,2.67181374617016e-06,1.5296074300263656e-07,3.216091484625613e-06,1.8077895817114572e-06,283389.71203698014,219074.39242139627,512.4082909885096,-0.002518710777436966,0.998100872806539,265752849434374.5,141132686900.88928,1.0000000000000002,0.9815498468383246,-9.469749776289992e+16,9.94782887223633e+16,KIC_10482160.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10482160.npz,1884,1.659796440375661e+18,5.302988561228759e+17,,,
3.932893371365868e-17,-0.30908179796780316,-3.0604225898445083,1.0,1.0,6.378670636848902,1.1148787957461233,0.6604306158814489,0.18545906740292836,1.0697216088620491,-3.0604225898445083,3.3182480470043942,-2.6292631541042217,-1.5575327438856998,-1.0545073899564397,-0.5408093800782381,0.574069415667885,1.1313157575031632,1.7268624039989056,2.729826603288405,-0.01754665445281512,-0.033268462990057625,2.201388888888889,542,0.0040691107003491475,0.008202407979515644,57,0.9176657762911999,0.8414876773104533,0.7741520776012656,0.6452328928440767,0.45790420714861413,5.81604109584652e-06,0.4057702394363205,6.308060053658238,-2.104053904717382e-05,0.5850459907975933,6.578956200307783,0.028744651270868907,0.0003600293399002373,0.6593855110321831,98389.19139712566,364.4044125819469,2450.8419597046245,27636.127407877568,2.9303178900450617,4.007025889163122,3.2144164375144793,3,1.3602616783265624,2.720523356653125,0.0,0.0016284758741141703,0.2094523167344329,0.699902485857971,0.08901672153348185,0.18545906740292836,4.069721608862049,1.6501348007532308,26.976671234615505,16.464512230962907,0.00026593567134427907,-0.9420626936710232,-7858890866915649.0,2.542657289619593e+16,28,0.05166051660516605,3.189335318424451,1.0,0.9588336749266991,-0.030777715268549125,0.7909796947507238,0.16434570590425288,0.4704109883887962,0.13442151938305882,7.4392850533872945,0.6247454523852563,5,0.23240834132965882,0.36863137345215163,0.49405381053210556,1.0,0.7706275849260509,-0.7706275849260509,-1.0,0.11623616236162361,0.11070110701107011,0.03690036900369004,0.02952029520295203,0.007380073800738007,0.0036900369003690036,124,83.66666666666667,149,145.5,2.751340791876705,0.01388888888888884,5,2,1.6130325735156562e-06,1.1228526699269132e-07,3.229941481538343e-06,1.476596195830217e-06,494456.9487689857,347443.566571963,57240.325628415194,0.004806287762711767,1.007275291020453,213325512902814.56,394317029395.221,1.0,2.015774104846015,4808471601001799.0,-4451221307235145.5,KIC_10666592.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10666592.npz,542,8.109386696433155e+16,2.542657289619593e+16,0.1865899036629397,0.10541908928333783,-0.27797367996381517
-9.180138704910856e-18,0.021155804632709108,-3.025918906229631,1.0,1.0,6.141248967223984,1.09397134190207,0.5477913149506681,0.018702636413756,0.6895511968135422,-3.025918906229631,3.1153300609943524,-2.506155714098984,-1.6591744735169975,-1.252705526027748,-0.5451540053701404,0.5488173365319298,1.1882252086851754,1.6951774479167043,2.56039369720818,-0.0015860761191410964,0.011712289605366438,6.024305555555555,1548,0.003894185879479997,0.0034498773762229006,0,-0.030780333922119173,-0.023863275742378703,-0.03087088088765076,0.04238058484134975,0.0451340038602615,-0.00032805210419000093,1.436244102085017,5.9768596732903525,-0.00014933023818319616,2.4912568679617375,10.97936945603703,0.01261207683398921,0.0004949676724552468,0.3817179097868225,310365.35181042703,401.50757025928465,574.3201621510818,6409.059849246458,44.39427647633117,35.688479018554034,8.666076981147565,80,0.33177400978486693,6.801367200589772,0.0,0.03912918403031141,0.011088561067000695,0.07546822948143984,0.8743140254212479,0.018702636413756,3.689551196813542,0.47241366398708035,20.620643917429373,18.607053974334125,9.110234736124289e-05,-0.9933250447499734,-2304519061503063.0,1.0893081598702387e+17,80,0.05167958656330749,3.070624483611992,1.0,,0.008493571450546297,0.7502190117442269,2.0614646720430896,0.01547721724926598,0.42073746754454294,2.376779053779258,0.9846419393480603,28,0.012432130742861522,0.904415500555382,0.8032536174066514,1.0,0.7499965804055954,-0.7499965804055954,-1.0,0.13242894056847546,0.146640826873385,0.037467700258397935,0.03294573643410853,0.003229974160206718,0.0012919896640826874,12,2.0440414507772022,12,1.9663212435233162,3.04707471086234,0.0,1,47,1.8980192960779955e-05,9.321803547486591e-07,2.2314967436254235e-05,1.6536643226273056e-05,39644.72261207082,28848.054817757802,11.177863346194412,0.003606175338974286,1.0009835311592363,4336358048023.911,2803075661.295353,1.0,0.8859046493906895,-2.009373120751376e+16,1.9955334578517824e+16,KIC_10583066.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10583066.npz,1548,3.344856305895881e+17,1.0893081598702387e+17,,,
0.0,-0.05885470666136434,-3.1035844340913368,1.0,1.0,6.245660888670169,1.0632706491482264,0.5253788573448148,0.024125104762693972,0.8183968258711465,-3.1035844340913368,3.1420764545788327,-2.8389347389264254,-1.6888154038845782,-1.173576947100071,-0.5189424109660389,0.5443282381821877,1.2872039202620618,1.7495370132142947,2.597744115260809,-0.004230098401292133,-0.026757616570655403,2.5625,681,0.0037683823529411765,0.002530104735416996,25,0.07924176375943318,0.15301749153942215,0.01616972519074195,0.1318553688936595,0.07928427199157795,0.0025885414849151143,1.3564867605938615,5.985529841717195,-0.0016145168664888983,2.384086271161916,11.235091161783405,0.0217929200834209,0.0002660632006057808,0.6709027605263651,71911.7553548439,211.50516280836442,375.30322462935663,3724.485831106697,32.79818384858372,36.28686938247225,7.236774268404414,20,1.558683428243974,3.5070377135489417,0.0,0.011043976093557086,0.006390721313412448,0.2329246252557567,0.7496406773372738,0.024125104762693972,3.8183968258711465,-0.4885024964765758,22.179669755531805,11.320949404094335,0.003480864132627427,-0.9533630162180707,,,36,0.05286343612334802,3.1228304443350847,1.0,0.28170604495637247,-0.026082094604557435,0.740819818179659,1.8373610306977155,0.027350048902007006,0.11006236033677898,9.085758264134148,0.9730205771185642,25,0.018511962715690344,0.05253386176251621,0.6768530024212094,1.0,0.7395775525038782,-0.7394044504254622,-1.0002341101386616,0.14684287812041116,0.1262848751835536,0.03671071953010279,0.033773861967694566,0.0014684287812041115,0.004405286343612335,28,1.9625,11,2.29375,3.0447297274299725,0.003472222222222321,2,18,5.329798465695106e-06,1.4357976146457203e-07,5.789005212928693e-06,4.929165162848602e-06,139312.78561363276,98703.3678870793,9.850470149890587,0.0026502288327658156,1.0023468940965572,24138211674866.656,35497370110.09802,1.0,0.671403402959437,inf,-inf,KIC_10872983.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10872983.npz,681,,,,,
8.448784016172415e-18,-0.03608579087812581,-2.96272709676791,1.0,1.0000000000000002,6.02586679174515,0.9551723327760056,0.48273862393971767,0.2895930262857411,1.2443446117572288,-2.96272709676791,3.0631396949772407,-2.6980838251145114,-1.6374220483643416,-1.1087142983656002,-0.5265176705082528,0.42865466226775273,1.1951444570612697,1.8710459406737339,2.8539120585354127,-0.031903978690924914,-0.04242846034549352,3.1770833333333335,841,0.0037822420634920635,0.0026689569542962233,21,0.13195585784942743,0.22971574155708055,0.41826752815337165,0.23845094308501974,0.13315627735868543,0.0008565970503897751,1.3182047274361615,5.710448605060321,-0.00101060279417578,2.326656734462553,11.085174880733799,0.014880381520774246,0.00018936193403304734,0.6902683191852466,142329.81641031915,338.88051526266463,1433.474048233536,18452.8767596486,23.06232044250336,36.07341704575844,5.894297485672572,4,0.9431395099510731,2.200658856552504,0.0,0.003871206176046191,0.18013660847676127,0.43806196257931385,0.37793022276787874,0.2895930262857412,4.2443446117572305,2.3806709445465306,26.07006862437247,35.487265021785134,1.968059895869167e-08,-1.228302680117291,-4271122425316050.5,1.1836022770683086e+17,71,0.08442330558858502,3.012933395872575,1.0,0.36347344903911616,-0.022321900530305482,0.7181545622353176,1.73559824880212,0.08110566196534517,0.1747446918183514,5.722634488030735,0.9220962557944529,4,0.03220161620440026,0.07405875567026934,0.3970329003437438,1.0,0.7182801425849994,-0.7181942240352897,-1.0001196313571377,0.12604042806183116,0.1272294887039239,0.04518430439952437,0.03329369797859691,0.0011890606420927466,0.0,44,1.7046413502109705,5,1.8438818565400843,2.9266413058897838,0.003472222222222321,2,23,1.990967499763931e-06,5.804441653665579e-08,2.2102964093494513e-06,1.840166715273149e-06,361188.64603726094,240647.80482245673,1105.4446866702065,0.0014934602312360512,1.0029007546548907,213930954182077.38,254679707359.61594,1.0,0.7056547173588441,2.3809051492808732e+16,-2.0787223729553436e+16,KIC_10875245.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10875245.npz,841,3.5661148280099315e+17,1.1836022770683086e+17,,,
-2.1805344806316094e-17,-0.0033438932164945897,-3.1070731738709023,1.0,1.0,6.192495604554799,1.1286622093094707,0.5634021047432621,0.02991108165572356,0.8115891507144939,-3.1070731738709023,3.085422430683897,-2.654768123617318,-1.7046882422370018,-1.1637165978741504,-0.5739827649225224,0.5546794443869483,1.2259479057726936,1.7161051566683088,2.6593297871399515,-0.0026653348823839373,-0.006942964503668251,9.26736111111111,2281,0.004064632066276803,0.004329684404391806,9,0.013812273514367705,0.03808859109550198,0.026975070924725116,0.08509849305278568,-0.006870616273678729,-0.00016380570779139236,1.4046779664992946,5.659272744343658,8.309777118073184e-05,2.443506461079461,10.76740119108118,-0.01691819925719204,0.002038111385598087,0.03107932217295172,777263.1543325613,681.8097845022468,1240.6905043220931,23348.18178851928,37.47032434355694,35.33060469956827,9.090885034465831,28,0.32357482906095925,0.8628662108292247,0.0,0.061274220682430616,0.03362627232005137,0.1320719706033126,0.7730275363942053,0.02991108165572356,3.811589150714494,0.2110168493683281,22.150816011002362,34.37337927095283,3.434911319068375e-08,-1.0348008579205759,153351999071622.28,4.58603158483576e+16,113,0.049539675580885574,3.0962478022773996,1.0,0.11755139951981422,-0.002764483429029342,0.7479358392708267,1.9722551921938005,0.016821919694580096,1.206717408107781,0.8286944344062057,0.9833187787524853,29,0.01599960361332408,0.5120594458883538,0.9511163947881073,1.0,0.7482602154373948,-0.7482572821977312,-1.0000039200950441,0.13502849627356422,0.12626041209995617,0.03682595352915388,0.033318719859710653,0.00263042525208242,0.0021920210434020165,12,2.0231316725978647,11,2.0319715808170513,3.1037292806544077,0.0,1,67,1.2148575828695733e-05,9.046571437669474e-07,1.5671632439950866e-05,7.883647967684138e-06,61395.376306314836,46990.90753007081,7.830949307846492,0.003785907284443363,0.9839150509153418,15279976928287.66,6701744266.792833,1.0,1.0652094294866374,-8525358974695086.0,8427561777555813.0,KIC_10526549.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10526549.npz,2281,1.419949021572246e+17,4.58603158483576e+16,,,
-1.5313421029312504e-17,0.013015812572590612,-3.054647353353167,1.0000000000000002,1.0000000000000004,6.089197802893624,1.0834862413917414,0.5507245496654306,0.0021985454486129438,0.8905194683053286,-3.054647353353167,3.034550449540457,-2.6998613757754732,-1.6881541186572762,-1.1563534620175961,-0.5622969425884627,0.5211892988032787,1.241482445914551,1.7401037693625145,2.681081264570256,-0.004002308176105618,-0.007320393930606306,4.993055555555555,1305,0.0038290303340149964,0.0027605329900067346,1,0.01629857280823869,-0.03498540492687091,-0.3625718951419844,0.15193926930294324,0.03022383758192607,0.0005393319410315873,1.4031047909270988,6.004312786984843,-0.0001959408864627314,2.4098591144229506,10.193510021752488,-0.00705029930707812,0.00010385558715259652,0.713020242685522,201636.86963966006,309.259002514816,1430.3307910849508,26760.42624241642,47.935468947085965,33.89256510029539,6.939836686904269,6,49.030550093520695,48.43017601074289,0.0,0.007835924429927447,0.016342827570453775,0.125565555210964,0.8502556927886549,0.002198545448612945,3.890519468305332,-0.22408961565628988,22.77711095369166,22.898211766006007,1.0659000738181305e-05,-1.078872770180763,-849961125451727.9,6.530219459687221e+16,75,0.05747126436781609,3.044598901446812,1.0000000000000002,0.12771480616501152,0.0002769428246369424,0.7390016150911113,1.9671947602626683,0.00965315058508037,0.12836162429387396,7.790490386056332,0.9903932915153646,22,0.006109025631580788,0.03796744176143812,0.6328530336015602,1.0,0.7394834561052966,-0.7395034190080154,-0.9999730049892865,0.135632183908046,0.12643678160919541,0.03371647509578544,0.03524904214559387,0.0022988505747126436,0.0022988505747126436,23,2.1193548387096772,8,2.0903225806451613,3.0676631659257576,0.0,1,40,1.8528890662018052e-05,1.0946749271233567e-06,2.2357821062393953e-05,1.576460703640648e-05,39841.09890990048,30028.418871108446,49.93248908246318,-0.003790913665430786,0.993177271686647,3788311905140.5894,2905147166.518857,1.0,0.720948320906126,-1.2219625697231294e+16,1.201033781586457e+16,KIC_10682541.npz,D:\umade_project\attached_assets\lightcurves_ultraclean_5000\KIC_10682541.npz,1305,1.98818989931703e+17,6.530219459687221e+16,,,
