\fixlen = T
|set|TIME        |PDCSAP_FLUX  |
|int|double      |double       |
 10  915.8580126  2.2671630e+05 
 10  915.8784469  2.2667323e+05 
 10  915.8988811  2.2671256e+05 
 10  915.9193154  2.2671894e+05 
 10  915.9397495  2.2670745e+05 
 10  915.9601837  2.2674906e+05 
 10  915.9806180  2.2665525e+05 
 10  916.0010521  2.2666444e+05 
 10  916.0214863  2.2664956e+05 
 10  916.0419206  2.2663719e+05 
 10  916.0623547  2.2666194e+05 
 10  916.0827889  2.2666036e+05 
 10  916.1032231  2.2665986e+05 
 10  916.1236573  2.2667436e+05 
 10  916.1440915  2.2665517e+05 
 10  916.1645258  2.2664003e+05 
 10  916.1849599  2.2658778e+05 
 10  916.2053942  2.2661483e+05 
 10  916.2258284  2.2662905e+05 
 10  916.2462625  2.2655956e+05 
 10  916.2666968  2.2662167e+05 
 10  916.2871310  2.2663428e+05 
 10  916.3075651  2.2662102e+05 
 10  916.3279994  2.2661545e+05 
 10  916.3484336  2.2664830e+05 
 10  916.3688677  2.2667428e+05 
 10  916.3893020  2.2668909e+05 
 10  916.4097362  2.2667795e+05 
 10  916.4301705  2.2672398e+05 
 10  916.4506046  2.2665453e+05 
 10  916.4710388  2.2665289e+05 
 10  916.4914730  2.2659803e+05 
 10  916.5119071  2.2658647e+05 
 10  916.5323413  2.2661195e+05 
 10  916.5527756  2.2658352e+05 
 10  916.5732097  2.2659016e+05 
 10  916.5936439  2.2659494e+05 
 10  916.6140782  2.2658636e+05 
 10  916.6345124  2.2660895e+05 
 10  916.6549466  2.2661756e+05 
 10  916.6753808  2.2659275e+05 
 10  916.6958150  2.2662783e+05 
 10  916.7162492  2.2654403e+05 
 10  916.7366834  2.2665475e+05 
 10  916.7571175  2.2663662e+05 
 10  916.7775517  2.2665547e+05 
 10  916.7979859  2.2669738e+05 
 10  916.8184200  2.2660597e+05 
 10  916.8388543  2.2665050e+05 
 10  916.8592885  2.2667752e+05 
 10  916.8797226  2.2663019e+05 
 10  916.9001569  2.2666289e+05 
 10  916.9205911  2.2666769e+05 
 10  916.9410254  2.2662150e+05 
 10  916.9614594  2.2665797e+05 
 10  916.9818936  2.2664181e+05 
 10  917.0023279  2.2665733e+05 
 10  917.0227620  2.2659652e+05 
 10  917.0431962  2.2658098e+05 
 10  917.0636305  2.2664253e+05 
 10  917.0840647  2.2662314e+05 
 10  917.1044987  2.2663333e+05 
 10  917.1249330  2.2663544e+05 
 10  917.1453672  2.2662566e+05 
 10  917.1658014  2.2661142e+05 
 10  917.1862356  2.2660081e+05 
 10  917.2066698  2.2659886e+05 
 10  917.2271041  2.2661697e+05 
 10  917.2475381  2.2663484e+05 
 10  917.2679723  2.2665047e+05 
 10  917.2884066  2.2659805e+05 
 10  917.3088407  2.2665358e+05 
 10  917.3292749  2.2666670e+05 
 10  917.3497091  2.2663603e+05 
 10  917.3701432  2.2666389e+05 
 10  917.3905775  2.2667306e+05 
 10  917.4110117  2.2662988e+05 
 10  917.4314458  2.2663106e+05 
 10  917.4518801  2.2660733e+05 
 10  917.4723141  2.2664752e+05 
 10  917.4927483  2.2659469e+05 
 10  917.5131826  2.2659595e+05 
 10  917.5336167  2.2662239e+05 
 10  917.5540509  2.2654433e+05 
 10  917.5744851  2.2657522e+05 
 10  917.5949192  2.2656789e+05 
 10  917.6153534  2.2655208e+05 
 10  917.6357877  2.2657078e+05 
 10  917.6562219  2.2660744e+05 
 10  917.6766560  2.2659028e+05 
 10  917.6970902  2.2661136e+05 
 10  917.7175244  2.2664169e+05 
 10  917.7379586  2.2662470e+05 
 10  917.7583927  2.2662772e+05 
 10  917.7788269  2.2661727e+05 
 10  917.7992612  2.2664484e+05 
 10  917.8196953  2.2661130e+05 
 10  917.8605637  2.2660066e+05 
 10  917.8809978  2.2661944e+05 
 10  917.9218663  2.2657472e+05 
 10  917.9423003  2.2657525e+05 
 10  917.9627346  2.2657448e+05 
 10  917.9831688  2.2655614e+05 
 10  918.0036028  2.2654094e+05 
 10  918.0240371  2.2656789e+05 
 10  918.0444713  2.2653642e+05 
 10  918.0649054  2.2656227e+05 
 10  918.0853396  2.2653105e+05 
 10  918.1057737  2.2656378e+05 
 10  918.1262080  2.2655669e+05 
 10  918.1466422  2.2658614e+05 
 10  918.1670763  2.2658778e+05 
 10  918.1875105  2.2657791e+05 
 10  918.2079447  2.2659453e+05 
 10  918.2283788  2.2657862e+05 
 10  918.2488130  2.2661073e+05 
 10  918.2692472  2.2663723e+05 
 10  918.2896813  2.2658706e+05 
 10  918.3101156  2.2660300e+05 
 10  918.3305497  2.2660719e+05 
 10  918.3509839  2.2660348e+05 
 10  918.3714181  2.2663148e+05 
 10  918.3918522  2.2659236e+05 
 10  918.4122865  2.2658573e+05 
 10  918.4327206  2.2657819e+05 
 10  918.4531547  2.2656186e+05 
 10  918.4735890  2.2658862e+05 
 10  918.4940231  2.2655298e+05 
 10  918.5144572  2.2657433e+05 
 10  918.5348915  2.2656606e+05 
 10  918.5553256  2.2652973e+05 
 10  918.5757597  2.2655862e+05 
 10  918.5961940  2.2652097e+05 
 10  918.6166281  2.2651514e+05 
 10  918.6370624  2.2653600e+05 
 10  918.6574964  2.2652852e+05 
 10  918.6779306  2.2658945e+05 
 10  918.6983649  2.2655817e+05 
 10  918.7187989  2.2657498e+05 
 10  918.7392331  2.2659500e+05 
 10  918.7596673  2.2657108e+05 
 10  918.7801014  2.2655834e+05 
 10  918.8005356  2.2660012e+05 
 10  918.8209697  2.2653130e+05 
 10  918.8414039  2.2656022e+05 
 10  918.8618381  2.2652042e+05 
 10  918.8822723  2.2648069e+05 
 10  918.9027064  2.2649648e+05 
 10  918.9231407  2.2650044e+05 
 10  918.9435748  2.2657870e+05 
 10  918.9640089  2.2650594e+05 
 10  918.9844431  2.2651189e+05 
 10  919.0048773  2.2653914e+05 
 10  919.0253114  2.2647148e+05 
 10  919.0457456  2.2650266e+05 
 10  919.0661798  2.2649003e+05 
 10  919.0866138  2.2649544e+05 
 10  919.1070481  2.2655017e+05 
 10  919.1274822  2.2655558e+05 
 10  919.1479165  2.2653972e+05 
 10  919.1683506  2.2660517e+05 
 10  919.1887847  2.2656805e+05 
 10  919.2092190  2.2663916e+05 
 10  919.2296530  2.2657545e+05 
 10  919.2500872  2.2664816e+05 
 10  919.2705214  2.2657700e+05 
 10  919.2909556  2.2651381e+05 
 10  919.3113896  2.2658011e+05 
 10  919.3318239  2.2655172e+05 
 10  919.3522581  2.2658653e+05 
 10  919.3726921  2.2654206e+05 
 10  919.3931264  2.2648664e+05 
 10  919.4135604  2.2657638e+05 
 10  919.4339947  2.2656964e+05 
 10  919.4544288  2.2651194e+05 
 10  919.4748629  2.2656834e+05 
 10  919.4952971  2.2649983e+05 
 10  919.5157313  2.2649712e+05 
 10  919.5361653  2.2651597e+05 
 10  919.5565996  2.2647028e+05 
 10  919.5770337  2.2654789e+05 
 10  919.5974678  2.2648356e+05 
 10  919.6179020  2.2652883e+05 
 10  919.6383362  2.2650420e+05 
 10  919.6587704  2.2652377e+05 
 10  919.6792045  2.2657827e+05 
 10  919.6996386  2.2657756e+05 
 10  919.7200729  2.2657231e+05 
 10  919.7405069  2.2661148e+05 
 10  919.7609411  2.2654188e+05 
 10  919.7813753  2.2656953e+05 
 10  919.8018095  2.2654456e+05 
 10  919.8222435  2.2652391e+05 
 10  919.8426778  2.2658366e+05 
 10  919.8631119  2.2656083e+05 
 10  919.8835460  2.2658578e+05 
 10  919.9039802  2.2657995e+05 
 10  919.9244144  2.2650869e+05 
 10  919.9448486  2.2651953e+05 
 10  919.9652827  2.2650652e+05 
 10  919.9857168  2.2650231e+05 
 10  920.0061509  2.2652566e+05 
 10  920.0265851  2.2651525e+05 
 10  920.0470192  2.2657045e+05 
 10  920.0674534  2.2652677e+05 
 10  920.0878875  2.2655820e+05 
 10  920.1083217  2.2657577e+05 
 10  920.1287558  2.2656523e+05 
 10  920.1491900  2.2658033e+05 
 10  920.1696242  2.2662453e+05 
 10  920.1900582  2.2660764e+05 
 10  920.2104924  2.2662178e+05 
 10  920.2309266  2.2657130e+05 
 10  920.2513607  2.2656728e+05 
 10  920.2717948  2.2656628e+05 
 10  920.2922290  2.2656517e+05 
 10  920.3126632  2.2656517e+05 
 10  920.3330972  2.2651852e+05 
 10  920.3535315  2.2656242e+05 
 10  920.3739656  2.2656828e+05 
 10  920.3943996  2.2658114e+05 
 10  920.4148339  2.2654898e+05 
 10  920.4352680  2.2654859e+05 
 10  920.4557022  2.2656091e+05 
 10  920.4761363  2.2654533e+05 
 10  920.4965704  2.2654652e+05 
 10  920.5170047  2.2655198e+05 
 10  920.5374387  2.2660716e+05 
 10  920.5578729  2.2656178e+05 
 10  920.5783071  2.2664416e+05 
 10  920.5987411  2.2662106e+05 
 10  920.6191753  2.2665366e+05 
 10  920.6396095  2.2663981e+05 
 10  920.6600435  2.2659714e+05 
 10  920.6804777  2.2662862e+05 
 10  920.7009119  2.2661205e+05 
 10  920.7213459  2.2667944e+05 
 10  920.7417802  2.2666672e+05 
 10  920.7622143  2.2661292e+05 
 10  920.7826483  2.2664336e+05 
 10  920.8030826  2.2661159e+05 
 10  920.8235166  2.2660400e+05 
 10  920.8439507  2.2665089e+05 
 10  920.8643850  2.2659998e+05 
 10  920.9052531  2.2666012e+05 
 10  920.9256874  2.2664214e+05 
 10  920.9461215  2.2661553e+05 
 10  920.9665556  2.2662409e+05 
 10  920.9869898  2.2660688e+05 
 10  921.0074239  2.2656620e+05 
 10  921.0278581  2.2658439e+05 
 10  921.0482922  2.2663434e+05 
 10  921.0687263  2.2663392e+05 
 10  921.0891605  2.2667098e+05 
 10  921.1095945  2.2671325e+05 
 10  921.1300287  2.2664378e+05 
 10  921.1504629  2.2673161e+05 
 10  921.1708969  2.2670644e+05 
 10  921.1913311  2.2666392e+05 
 10  921.2117653  2.2667770e+05 
 10  921.2321993  2.2664933e+05 
 10  921.2526335  2.2668777e+05 
 10  921.2730677  2.2665639e+05 
 10  921.2935017  2.2665741e+05 
 10  921.3139359  2.2664519e+05 
 10  921.3343700  2.2663405e+05 
 10  921.3548042  2.2664600e+05 
 10  921.3752383  2.2656039e+05 
 10  921.3956724  2.2658748e+05 
 10  921.4161064  2.2665162e+05 
 10  921.4365407  2.2657506e+05 
 10  921.4569748  2.2664398e+05 
 10  921.4774089  2.2661605e+05 
 10  921.4978430  2.2661527e+05 
 10  921.5182772  2.2666027e+05 
 10  921.5387114  2.2665103e+05 
 10  921.5591454  2.2674073e+05 
 10  921.5795795  2.2673584e+05 
 10  921.6000138  2.2672136e+05 
 10  921.6204478  2.2672302e+05 
 10  921.6408819  2.2674786e+05 
 10  921.6613161  2.2671388e+05 
 10  921.6817501  2.2671225e+05 
 10  921.7021843  2.2667144e+05 
 10  921.7226185  2.2672641e+05 
 10  921.7430525  2.2670556e+05 
 10  921.7634867  2.2669216e+05 
 10  921.7839208  2.2667914e+05 
 10  921.8043549  2.2660931e+05 
 10  921.8247891  2.2667377e+05 
 10  921.8452232  2.2663988e+05 
 10  921.8656573  2.2663159e+05 
 10  921.8860914  2.2666302e+05 
 10  921.9065256  2.2663845e+05 
 10  921.9269597  2.2661522e+05 
 10  921.9473938  2.2667008e+05 
 10  921.9678279  2.2665989e+05 
 10  921.9882620  2.2670289e+05 
 10  922.0086962  2.2667716e+05 
 10  922.0291303  2.2670256e+05 
 10  922.0495645  2.2671380e+05 
 10  922.0699985  2.2671773e+05 
 10  922.0904326  2.2674481e+05 
 10  922.1108668  2.2672719e+05 
 10  922.1313008  2.2674609e+05 
 10  922.1517349  2.2669492e+05 
 10  922.1721692  2.2669211e+05 
 10  922.1926032  2.2671819e+05 
 10  922.2130373  2.2668473e+05 
 10  922.2334715  2.2669489e+05 
 10  922.2539055  2.2670802e+05 
 10  922.2743397  2.2668903e+05 
 10  922.2947738  2.2668061e+05 
 10  922.3152078  2.2666836e+05 
 10  922.3356421  2.2662481e+05 
 10  922.3560762  2.2664336e+05 
 10  922.3765103  2.2661527e+05 
 10  922.3969444  2.2664467e+05 
 10  922.4173785  2.2662408e+05 
 10  922.4378126  2.2661420e+05 
 10  922.4582467  2.2670188e+05 
 10  922.4786808  2.2668964e+05 
 10  922.4991149  2.2667541e+05 
 10  922.5195491  2.2674064e+05 
 10  922.5399832  2.2670131e+05 
 10  922.5604174  2.2678733e+05 
 10  922.5808515  2.2674705e+05 
 10  922.6012855  2.2671961e+05 
 10  922.6217197  2.2672244e+05 
 10  922.6421538  2.2668912e+05 
 10  922.6625878  2.2669781e+05 
 10  922.6830220  2.2668431e+05 
 10  922.7034561  2.2668138e+05 
 10  922.7238901  2.2670942e+05 
 10  922.7443243  2.2668533e+05 
 10  922.7647584  2.2670692e+05 
 10  922.7851924  2.2668409e+05 
 10  922.8056266  2.2664530e+05 
 10  922.8260606  2.2668114e+05 
 10  922.8464948  2.2665186e+05 
 10  922.8669289  2.2665978e+05 
 10  922.8873631  2.2666491e+05 
 10  922.9077972  2.2663245e+05 
 10  922.9282313  2.2667602e+05 
 10  922.9486654  2.2670275e+05 
 10  922.9690995  2.2666767e+05 
 10  922.9895336  2.2673384e+05 
 10  923.0099677  2.2671767e+05 
 10  923.0304019  2.2671516e+05 
 10  923.0508359  2.2673505e+05 
 10  923.0712701  2.2669614e+05 
 10  923.0917042  2.2673223e+05 
 10  923.1121382  2.2669658e+05 
 10  923.1325724  2.2670381e+05 
 10  923.1530065  2.2666162e+05 
 10  923.1734405  2.2664144e+05 
 10  923.1938747  2.2676822e+05 
 10  923.2143088  2.2670478e+05 
 10  923.2347428  2.2672130e+05 
 10  923.2551770  2.2668450e+05 
 10  923.2756111  2.2668814e+05 
 10  923.2960451  2.2669806e+05 
 10  923.3164793  2.2670669e+05 
 10  923.3369134  2.2663098e+05 
 10  923.3573475  2.2667372e+05 
 10  923.3777815  2.2667734e+05 
 10  923.3982156  2.2666950e+05 
 10  923.4186497  2.2667977e+05 
 10  923.4390838  2.2663862e+05 
 10  923.4595179  2.2669769e+05 
 10  923.4799520  2.2672794e+05 
 10  923.5003861  2.2673834e+05 
 10  923.5208202  2.2668631e+05 
 10  923.5412543  2.2666739e+05 
 10  923.5616884  2.2670048e+05 
 10  923.5821225  2.2668205e+05 
 10  923.6025567  2.2663975e+05 
 10  923.6229907  2.2671252e+05 
 10  923.6434249  2.2663922e+05 
 10  923.6638590  2.2668386e+05 
 10  923.6842930  2.2666369e+05 
 10  923.7047271  2.2665552e+05 
 10  923.7251612  2.2667406e+05 
 10  923.7455952  2.2661864e+05 
 10  923.7660294  2.2667727e+05 
 10  923.7864635  2.2660789e+05 
 10  923.8068975  2.2659228e+05 
 10  923.8273317  2.2665559e+05 
 10  923.8477658  2.2660755e+05 
 10  923.8886340  2.2667811e+05 
 10  923.9090680  2.2664267e+05 
 10  923.9295022  2.2670559e+05 
 10  923.9499362  2.2664467e+05 
 10  923.9703703  2.2673917e+05 
 10  923.9908045  2.2672811e+05 
 10  924.0112386  2.2668352e+05 
 10  924.0316726  2.2671370e+05 
 10  924.0521067  2.2665531e+05 
 10  924.0725408  2.2665838e+05 
 10  924.0929748  2.2670734e+05 
 10  924.1134090  2.2667694e+05 
 10  924.1338430  2.2671078e+05 
 10  924.1542772  2.2670794e+05 
 10  924.1747113  2.2666733e+05 
 10  924.1951452  2.2666389e+05 
 10  924.2360135  2.2665641e+05 
 10  924.2564475  2.2664234e+05 
 10  924.2768817  2.2660430e+05 
 10  924.2973158  2.2662731e+05 
 10  924.3177497  2.2661244e+05 
 10  924.3381839  2.2662273e+05 
 10  924.3586180  2.2665381e+05 
 10  924.3790520  2.2668333e+05 
 10  924.3994862  2.2670706e+05 
 10  924.4199202  2.2670745e+05 
 10  924.4403544  2.2670409e+05 
 10  924.4607884  2.2670991e+05 
 10  924.4812225  2.2670597e+05 
 10  924.5016567  2.2673494e+05 
 10  924.5220906  2.2669400e+05 
 10  924.5425247  2.2668091e+05 
 10  924.5629589  2.2671409e+05 
 10  924.5833930  2.2664052e+05 
 10  924.6038270  2.2670609e+05 
 10  924.6242611  2.2666861e+05 
 10  924.6446952  2.2665502e+05 
 10  924.6651292  2.2665972e+05 
 10  924.6855634  2.2661986e+05 
 10  924.7059974  2.2659858e+05 
 10  924.7264316  2.2663825e+05 
 10  924.7468656  2.2659838e+05 
 10  924.7672997  2.2663162e+05 
 10  924.7877337  2.2663450e+05 
 10  924.8081678  2.2663144e+05 
 10  924.8286019  2.2665633e+05 
 10  924.8490360  2.2664044e+05 
 10  924.8694700  2.2668970e+05 
 10  924.8899040  2.2669027e+05 
 10  924.9103382  2.2667547e+05 
 10  924.9307723  2.2672777e+05 
 10  924.9512063  2.2669753e+05 
 10  924.9716404  2.2671484e+05 
 10  924.9920745  2.2671766e+05 
 10  925.0125087  2.2664711e+05 
 10  925.0329426  2.2664233e+05 
 10  925.0533767  2.2663747e+05 
 10  925.0738109  2.2666820e+05 
 10  925.0942449  2.2668178e+05 
 10  925.1146789  2.2665767e+05 
 10  925.1351131  2.2665244e+05 
 10  925.1555472  2.2661175e+05 
 10  925.1759811  2.2662803e+05 
 10  925.1964153  2.2665531e+05 
 10  925.2168494  2.2662458e+05 
 10  925.2372835  2.2663969e+05 
 10  925.2577175  2.2666573e+05 
 10  925.2781516  2.2664716e+05 
 10  925.2985857  2.2668002e+05 
 10  925.3190197  2.2665483e+05 
 10  925.3394538  2.2668645e+05 
 10  925.3598879  2.2665572e+05 
 10  925.3803219  2.2666725e+05 
 10  925.4007560  2.2670441e+05 
 10  925.4211900  2.2670097e+05 
 10  925.4416241  2.2673308e+05 
 10  925.4620582  2.2673816e+05 
 10  925.4824923  2.2666338e+05 
 10  925.5029263  2.2671020e+05 
 10  925.5233605  2.2668008e+05 
 10  925.5437944  2.2667948e+05 
 10  925.5642285  2.2667775e+05 
 10  925.5846626  2.2666839e+05 
 10  925.6050967  2.2670623e+05 
 10  925.6255307  2.2667631e+05 
 10  925.6459648  2.2667164e+05 
 10  925.6663989  2.2666958e+05 
 10  925.6868329  2.2660867e+05 
 10  925.7072670  2.2665217e+05 
 10  925.7277011  2.2662164e+05 
 10  925.7481350  2.2660070e+05 
 10  925.7685692  2.2668148e+05 
 10  925.7890033  2.2678344e+05 
 10  925.8094374  2.2675225e+05 
 10  925.8298714  2.2675098e+05 
 10  925.8503054  2.2672173e+05 
 10  925.8707396  2.2673391e+05 
 10  925.8911736  2.2670600e+05 
 10  925.9116076  2.2670945e+05 
 10  925.9320418  2.2671828e+05 
 10  925.9524757  2.2669814e+05 
 10  925.9729098  2.2672467e+05 
 10  925.9933439  2.2666216e+05 
 10  926.0137779  2.2668159e+05 
 10  926.0342120  2.2666880e+05 
 10  926.0546461  2.2666428e+05 
 10  926.0750802  2.2667527e+05 
 10  926.0955142  2.2668091e+05 
 10  926.1159483  2.2662302e+05 
 10  926.1363823  2.2669783e+05 
 10  926.1568164  2.2665755e+05 
 10  926.1772504  2.2663656e+05 
 10  926.1976844  2.2662322e+05 
 10  926.2181186  2.2667350e+05 
 10  926.2385526  2.2669798e+05 
 10  926.2589866  2.2664091e+05 
 10  926.2794207  2.2674355e+05 
 10  926.2998548  2.2670059e+05 
 10  926.3202887  2.2672653e+05 
 10  926.3407229  2.2674114e+05 
 10  926.3611569  2.2673633e+05 
 10  926.3815911  2.2673292e+05 
 10  926.4020250  2.2673212e+05 
 10  926.4224591  2.2671173e+05 
 10  926.4428932  2.2669083e+05 
 10  926.4633272  2.2671233e+05 
 10  926.4837612  2.2666558e+05 
 10  926.5041954  2.2672539e+05 
 10  926.5246293  2.2669464e+05 
 10  926.5450634  2.2671577e+05 
 10  926.5654975  2.2667352e+05 
 10  926.5859316  2.2665444e+05 
 10  926.6063655  2.2667553e+05 
 10  926.6267997  2.2660317e+05 
 10  926.6472337  2.2670006e+05 
 10  926.6676678  2.2667906e+05 
 10  926.6881018  2.2663634e+05 
 10  926.7085359  2.2672808e+05 
 10  926.7289700  2.2665658e+05 
 10  926.7494039  2.2669220e+05 
 10  926.7698380  2.2669962e+05 
 10  926.7902720  2.2663930e+05 
 10  926.8107061  2.2674414e+05 
 10  926.8311401  2.2670984e+05 
 10  926.8720082  2.2674655e+05 
 10  926.8924424  2.2674864e+05 
 10  926.9128763  2.2667114e+05 
 10  926.9333103  2.2673731e+05 
 10  926.9537445  2.2669078e+05 
 10  926.9741784  2.2675030e+05 
 10  926.9946125  2.2672305e+05 
 10  927.0150466  2.2673273e+05 
 10  927.0354806  2.2674795e+05 
 10  927.0559146  2.2666647e+05 
 10  927.0763487  2.2670464e+05 
 10  927.0967828  2.2667139e+05 
 10  927.1172167  2.2671270e+05 
 10  927.1376509  2.2665670e+05 
 10  927.1580849  2.2662878e+05 
 10  927.1785189  2.2665489e+05 
 10  927.1989530  2.2670562e+05 
 10  927.2193870  2.2670153e+05 
 10  927.2398211  2.2671914e+05 
 10  927.2602551  2.2666944e+05 
 10  927.2806891  2.2667608e+05 
 10  927.3011233  2.2669794e+05 
 10  927.3215572  2.2671659e+05 
 10  927.3419912  2.2674000e+05 
 10  927.3624254  2.2670147e+05 
 10  927.3828593  2.2668798e+05 
 10  927.4032933  2.2670767e+05 
 10  927.4237275  2.2669633e+05 
 10  927.4441614  2.2672883e+05 
 10  927.4645956  2.2668342e+05 
 10  927.4850295  2.2671850e+05 
 10  927.5054635  2.2668973e+05 
 10  927.5258977  2.2665794e+05 
 10  927.5463316  2.2666245e+05 
 10  927.5667656  2.2666527e+05 
 10  927.5871998  2.2662453e+05 
 10  927.6076337  2.2662027e+05 
 10  927.6280677  2.2662067e+05 
 10  927.6485019  2.2664102e+05 
 10  927.6689359  2.2665092e+05 
 10  927.6893698  2.2664642e+05 
 10  927.7098039  2.2665903e+05 
 10  927.7302380  2.2664948e+05 
 10  927.7506721  2.2665022e+05 
 10  927.7711060  2.2671336e+05 
 10  927.7915401  2.2668002e+05 
 10  927.8119742  2.2673516e+05 
 10  927.8324081  2.2669364e+05 
 10  927.8528422  2.2665812e+05 
 10  927.8732763  2.2671775e+05 
 10  927.8937102  2.2667152e+05 
 10  927.9141442  2.2670638e+05 
 10  927.9345784  2.2665533e+05 
 10  927.9550123  2.2664780e+05 
 10  927.9754463  2.2663125e+05 
 10  927.9958804  2.2660752e+05 
 10  928.0163144  2.2660577e+05 
 10  928.0367485  2.2658942e+05 
 10  928.0571825  2.2658605e+05 
 10  928.0776165  2.2658386e+05 
 10  928.0980506  2.2658502e+05 
 10  928.1184846  2.2664862e+05 
 10  928.1389186  2.2666094e+05 
 10  928.1593527  2.2657827e+05 
 10  928.1797867  2.2663894e+05 
 10  928.2002206  2.2661233e+05 
 10  928.2206547  2.2662886e+05 
 10  928.2410887  2.2659448e+05 
 10  928.2615228  2.2661083e+05 
 10  928.2819568  2.2662650e+05 
 10  928.3023908  2.2663314e+05 
 10  928.3228249  2.2665323e+05 
 10  928.3432589  2.2661408e+05 
 10  928.3636929  2.2660817e+05 
 10  928.3841270  2.2663394e+05 
 10  928.4045609  2.2656444e+05 
 10  928.4249949  2.2655470e+05 
 10  928.4454291  2.2661817e+05 
 10  928.4658630  2.2655503e+05 
 10  928.4862970  2.2662336e+05 
 10  928.5067311  2.2656981e+05 
 10  928.5271650  2.2660894e+05 
 10  928.5475992  2.2658144e+05 
 10  928.5680332  2.2659077e+05 
 10  928.5884672  2.2659930e+05 
 10  928.6089012  2.2658520e+05 
 10  928.6293352  2.2660014e+05 
 10  928.6497692  2.2659047e+05 
 10  928.6702033  2.2659212e+05 
 10  928.6906373  2.2657378e+05 
 10  928.7110713  2.2662383e+05 
 10  928.7315054  2.2658597e+05 
 10  928.7519393  2.2666214e+05 
 10  928.7723733  2.2660025e+05 
 10  928.7928074  2.2658931e+05 
 10  928.8132414  2.2662569e+05 
 10  928.8336755  2.2656341e+05 
 10  928.8541094  2.2655269e+05 
 10  928.8745434  2.2656797e+05 
 10  928.8949775  2.2656327e+05 
 10  928.9154114  2.2655206e+05 
 10  928.9358454  2.2655367e+05 
 10  928.9562796  2.2653917e+05 
 10  928.9767135  2.2654230e+05 
 10  928.9971475  2.2652272e+05 
 10  929.0175816  2.2647989e+05 
 10  929.0380155  2.2652789e+05 
 10  929.0584495  2.2655906e+05 
 10  929.0788836  2.2656553e+05 
 10  929.0993175  2.2653722e+05 
 10  929.1197516  2.2653975e+05 
 10  929.1401856  2.2657455e+05 
 10  929.1606197  2.2657336e+05 
 10  929.1810537  2.2663361e+05 
 10  929.2014877  2.2658197e+05 
 10  929.2219217  2.2662953e+05 
 10  929.2423557  2.2657333e+05 
 10  929.2627897  2.2656292e+05 
 10  929.2832237  2.2654919e+05 
 10  929.3036578  2.2649794e+05 
 10  929.3240917  2.2648709e+05 
 10  929.3445257  2.2648455e+05 
 10  929.3649598  2.2652444e+05 
 10  929.3853937  2.2656145e+05 
 10  929.4058278  2.2654133e+05 
 10  929.4262618  2.2651142e+05 
 10  929.4466957  2.2654556e+05 
 10  929.4671299  2.2651748e+05 
 10  929.4875639  2.2653372e+05 
 10  929.5079978  2.2650767e+05 
 10  929.5284319  2.2649700e+05 
 10  929.5488658  2.2654888e+05 
 10  929.5692998  2.2652847e+05 
 10  929.5897339  2.2655197e+05 
 10  929.6101678  2.2656836e+05 
 10  929.6306018  2.2659355e+05 
 10  929.6510359  2.2659908e+05 
 10  929.6714699  2.2656102e+05 
 10  929.6919039  2.2656745e+05 
 10  929.7123379  2.2655192e+05 
 10  929.7327719  2.2655038e+05 
 10  929.7532059  2.2656864e+05 
 10  929.7736399  2.2652938e+05 
 10  929.7940739  2.2651747e+05 
 10  929.8145080  2.2652097e+05 
 10  929.8962439  2.2650958e+05 
 10  929.9166779  2.2653692e+05 
 10  929.9371120  2.2646372e+05 
 10  929.9575459  2.2656045e+05 
 10  929.9779800  2.2653934e+05 
 10  929.9984139  2.2645956e+05 
 10  930.0188478  2.2653178e+05 
 10  930.0392819  2.2651377e+05 
 10  930.0597159  2.2653089e+05 
 10  930.0801498  2.2654744e+05 
 10  930.1005839  2.2661408e+05 
 10  930.1210179  2.2661997e+05 
 10  930.1414519  2.2660583e+05 
 10  930.1618859  2.2662786e+05 
 10  930.1823199  2.2659623e+05 
 10  930.2027539  2.2654909e+05 
 10  930.2231879  2.2663059e+05 
 10  930.2436219  2.2653558e+05 
 10  930.2640559  2.2651456e+05 
 10  930.2844899  2.2659550e+05 
 10  930.3049238  2.2656283e+05 
 10  930.3253578  2.2656773e+05 
 10  930.3457918  2.2656450e+05 
 10  930.3866599  2.2655145e+05 
 10  930.4070938  2.2651867e+05 
 10  930.4275278  2.2655186e+05 
 10  930.4479619  2.2649042e+05 
 10  930.4683958  2.2652823e+05 
 10  930.4888298  2.2655258e+05 
 10  930.5092638  2.2654992e+05 
 10  930.5296977  2.2660970e+05 
 10  930.5501318  2.2655266e+05 
 10  930.5705658  2.2656373e+05 
 10  930.5909997  2.2658073e+05 
 10  930.6114338  2.2659447e+05 
 10  930.6318678  2.2661384e+05 
 10  930.6523017  2.2665562e+05 
 10  930.6727357  2.2657453e+05 
 10  930.6931697  2.2663397e+05 
 10  930.7136037  2.2661894e+05 
 10  930.7340377  2.2663866e+05 
 10  930.7544717  2.2660075e+05 
 10  930.7749057  2.2662536e+05 
 10  930.7953397  2.2662377e+05 
 10  930.8157736  2.2658823e+05 
 10  930.8362077  2.2654850e+05 
 10  930.8566417  2.2658681e+05 
 10  930.8770756  2.2652941e+05 
 10  930.8975097  2.2657214e+05 
 10  930.9179435  2.2659203e+05 
 10  930.9383775  2.2657416e+05 
 10  930.9588116  2.2659486e+05 
 10  930.9792455  2.2657330e+05 
 10  930.9996795  2.2659058e+05 
 10  931.0201135  2.2664233e+05 
 10  931.0405474  2.2660316e+05 
