\fixlen = T
|set|TIME        |PDCSAP_FLUX  |
|int|double      |double       |
 2   231.7823834  2.3154664e+05 
 2   231.8028166  2.3157419e+05 
 2   231.8232498  2.3156677e+05 
 2   231.8436830  2.3157444e+05 
 2   231.8641163  2.3161622e+05 
 2   231.8845495  2.3155784e+05 
 2   231.9049828  2.3157503e+05 
 2   231.9254161  2.3158667e+05 
 2   231.9458493  2.3155503e+05 
 2   231.9662825  2.3159814e+05 
 2   231.9867157  2.3159306e+05 
 2   232.0071490  2.3162941e+05 
 2   232.0275823  2.3162456e+05 
 2   232.0480154  2.3159655e+05 
 2   232.0684488  2.3159316e+05 
 2   232.0888820  2.3148622e+05 
 2   232.1093152  2.3158670e+05 
 2   232.1297485  2.3159284e+05 
 2   232.1501817  2.3153302e+05 
 2   232.1706150  2.3160669e+05 
 2   232.1910481  2.3155622e+05 
 2   232.2114815  2.3159223e+05 
 2   232.2319147  2.3164673e+05 
 2   232.2523478  2.3161139e+05 
 2   232.2727812  2.3158844e+05 
 2   232.2932144  2.3157533e+05 
 2   232.3136476  2.3154712e+05 
 2   232.3340808  2.3166062e+05 
 2   232.3545141  2.3159864e+05 
 2   232.3749473  2.3162912e+05 
 2   232.3953805  2.3165059e+05 
 2   232.4158138  2.3161583e+05 
 2   232.4362471  2.3164234e+05 
 2   232.4566802  2.3160864e+05 
 2   232.4771135  2.3161320e+05 
 2   232.4975468  2.3158936e+05 
 2   232.5179799  2.3158488e+05 
 2   232.5384132  2.3158155e+05 
 2   232.5588465  2.3160842e+05 
 2   232.5792796  2.3162014e+05 
 2   232.5997129  2.3165673e+05 
 2   232.6201461  2.3161062e+05 
 2   232.6405793  2.3162759e+05 
 2   232.6610126  2.3166408e+05 
 2   232.6814458  2.3164020e+05 
 2   232.7018790  2.3166784e+05 
 2   232.7223123  2.3165308e+05 
 2   232.7427455  2.3168939e+05 
 2   232.7631786  2.3170389e+05 
 2   232.8040452  2.3162875e+05 
 2   232.8244783  2.3161478e+05 
 2   232.8449117  2.3161653e+05 
 2   232.8653449  2.3167839e+05 
 2   232.8857781  2.3161300e+05 
 2   232.9062114  2.3165650e+05 
 2   232.9266445  2.3165559e+05 
 2   232.9470777  2.3164780e+05 
 2   232.9675110  2.3165319e+05 
 2   232.9879443  2.3161345e+05 
 2   233.0083774  2.3166153e+05 
 2   233.0288106  2.3163302e+05 
 2   233.0492440  2.3158395e+05 
 2   233.0696771  2.3163067e+05 
 2   233.0901103  2.3160727e+05 
 2   233.1105435  2.3160364e+05 
 2   233.1309768  2.3164658e+05 
 2   233.1514100  2.3163245e+05 
 2   233.1718432  2.3169466e+05 
 2   233.1922764  2.3165644e+05 
 2   233.2127097  2.3167506e+05 
 2   233.2331429  2.3177684e+05 
 2   233.2535760  2.3168438e+05 
 2   233.2740093  2.3176472e+05 
 2   233.2944426  2.3171345e+05 
 2   233.3148757  2.3170181e+05 
 2   233.3353090  2.3173903e+05 
 2   233.3557422  2.3166511e+05 
 2   233.3761754  2.3168697e+05 
 2   233.3966086  2.3170261e+05 
 2   233.4170419  2.3165667e+05 
 2   233.4374750  2.3172594e+05 
 2   233.4579082  2.3170173e+05 
 2   233.4783416  2.3170219e+05 
 2   233.4987748  2.3168942e+05 
 2   233.5192079  2.3169189e+05 
 2   233.5396411  2.3173325e+05 
 2   233.5600744  2.3175108e+05 
 2   233.5805076  2.3171955e+05 
 2   233.6009408  2.3169761e+05 
 2   233.6213741  2.3168406e+05 
 2   233.6418072  2.3173336e+05 
 2   233.6622404  2.3170938e+05 
 2   233.6826738  2.3173803e+05 
 2   233.7031069  2.3175158e+05 
 2   233.7235401  2.3169419e+05 
 2   233.7439733  2.3171078e+05 
 2   233.7644066  2.3172958e+05 
 2   233.7848397  2.3169291e+05 
 2   233.8052730  2.3175356e+05 
 2   233.8257063  2.3169370e+05 
 2   233.8461394  2.3172314e+05 
 2   233.8665726  2.3171364e+05 
 2   233.8870057  2.3169714e+05 
 2   233.9074390  2.3172517e+05 
 2   233.9278722  2.3167670e+05 
 2   233.9483054  2.3168767e+05 
 2   233.9687387  2.3170138e+05 
 2   233.9891719  2.3171109e+05 
 2   234.0096051  2.3169184e+05 
 2   234.0300382  2.3168575e+05 
 2   234.0504715  2.3170073e+05 
 2   234.0709047  2.3169219e+05 
 2   234.0913378  2.3167508e+05 
 2   234.1117711  2.3176280e+05 
 2   234.1322043  2.3169536e+05 
 2   234.1526375  2.3171645e+05 
 2   234.1730707  2.3174364e+05 
 2   234.1935040  2.3172411e+05 
 2   234.2139372  2.3175372e+05 
 2   234.2343703  2.3168794e+05 
 2   234.2548036  2.3167917e+05 
 2   234.2752368  2.3171614e+05 
 2   234.2956699  2.3166158e+05 
 2   234.3161031  2.3171052e+05 
 2   234.3365363  2.3172364e+05 
 2   234.3569695  2.3166777e+05 
 2   234.3774027  2.3167489e+05 
 2   234.3978359  2.3171730e+05 
 2   234.4182692  2.3167864e+05 
 2   234.4387023  2.3172820e+05 
 2   234.4591356  2.3163703e+05 
 2   234.4795688  2.3164858e+05 
 2   234.5000020  2.3169612e+05 
 2   234.5204351  2.3167298e+05 
 2   234.5408684  2.3166088e+05 
 2   234.5613016  2.3172555e+05 
 2   234.5817347  2.3168748e+05 
 2   234.6021679  2.3170558e+05 
 2   234.6226012  2.3168234e+05 
 2   234.6430343  2.3174889e+05 
 2   234.6634675  2.3165781e+05 
 2   234.6839008  2.3172456e+05 
 2   234.7043339  2.3170067e+05 
 2   234.7247671  2.3168891e+05 
 2   234.7452004  2.3172903e+05 
 2   234.7656335  2.3168006e+05 
 2   234.7860667  2.3170048e+05 
 2   234.8064999  2.3169892e+05 
 2   234.8269332  2.3167105e+05 
 2   234.8473663  2.3167023e+05 
 2   234.8677995  2.3165998e+05 
 2   234.8882328  2.3161005e+05 
 2   234.9086659  2.3160344e+05 
 2   234.9290991  2.3162764e+05 
 2   234.9495323  2.3166227e+05 
 2   234.9699655  2.3165842e+05 
 2   234.9903987  2.3160489e+05 
 2   235.0108319  2.3164242e+05 
 2   235.0312650  2.3160564e+05 
 2   235.0516982  2.3166500e+05 
 2   235.0721314  2.3171005e+05 
 2   235.0925645  2.3170911e+05 
 2   235.1129978  2.3172131e+05 
 2   235.1334310  2.3169627e+05 
 2   235.1538641  2.3166052e+05 
 2   235.1742974  2.3170853e+05 
 2   235.1947306  2.3165566e+05 
 2   235.2151637  2.3169905e+05 
 2   235.2355969  2.3160119e+05 
 2   235.2560302  2.3168934e+05 
 2   235.2764634  2.3168550e+05 
 2   235.2968965  2.3163422e+05 
 2   235.3173297  2.3170102e+05 
 2   235.3377629  2.3166989e+05 
 2   235.3581960  2.3160625e+05 
 2   235.3786292  2.3167845e+05 
 2   235.3990625  2.3160269e+05 
 2   235.4194956  2.3160303e+05 
 2   235.4399288  2.3161123e+05 
 2   235.4603621  2.3158331e+05 
 2   235.4807952  2.3162723e+05 
 2   235.5012283  2.3156597e+05 
 2   235.5216615  2.3154916e+05 
 2   235.5420947  2.3161208e+05 
 2   235.5625279  2.3164291e+05 
 2   235.5829611  2.3163261e+05 
 2   235.6033944  2.3165502e+05 
 2   235.6238275  2.3165875e+05 
 2   235.6442606  2.3166923e+05 
 2   235.6646937  2.3163412e+05 
 2   235.6851270  2.3163983e+05 
 2   235.7055602  2.3163161e+05 
 2   235.7259934  2.3156911e+05 
 2   235.7464266  2.3158728e+05 
 2   235.7872929  2.3165491e+05 
 2   235.8077260  2.3164431e+05 
 2   235.8281593  2.3162661e+05 
 2   235.8485924  2.3164273e+05 
 2   235.8690256  2.3160822e+05 
 2   235.8894588  2.3161842e+05 
 2   235.9098919  2.3162152e+05 
 2   235.9303251  2.3155800e+05 
 2   235.9507584  2.3166303e+05 
 2   235.9711915  2.3157862e+05 
 2   235.9916246  2.3161255e+05 
 2   236.0120578  2.3165650e+05 
 2   236.0324910  2.3159470e+05 
 2   236.0529242  2.3166211e+05 
 2   236.0733573  2.3161736e+05 
 2   236.0937905  2.3163548e+05 
 2   236.1142237  2.3166922e+05 
 2   236.1346569  2.3163547e+05 
 2   236.1550900  2.3167627e+05 
 2   236.1755232  2.3164347e+05 
 2   236.1959564  2.3163916e+05 
 2   236.2163895  2.3159364e+05 
 2   236.2368228  2.3160480e+05 
 2   236.2572559  2.3161797e+05 
 2   236.2776890  2.3162303e+05 
 2   236.2981222  2.3161928e+05 
 2   236.3185555  2.3164772e+05 
 2   236.3389886  2.3157550e+05 
 2   236.3594217  2.3160872e+05 
 2   236.3798550  2.3159822e+05 
 2   236.4002881  2.3156345e+05 
 2   236.4207212  2.3163644e+05 
 2   236.4411544  2.3158141e+05 
 2   236.4615877  2.3161559e+05 
 2   236.4820207  2.3163652e+05 
 2   236.5024539  2.3162766e+05 
 2   236.5228872  2.3164033e+05 
 2   236.5433202  2.3163548e+05 
 2   236.5637534  2.3162820e+05 
 2   236.5841866  2.3162547e+05 
 2   236.6046199  2.3157936e+05 
 2   236.6250529  2.3162098e+05 
 2   236.6454861  2.3164200e+05 
 2   236.6659194  2.3161116e+05 
 2   236.6863524  2.3162508e+05 
 2   236.7067856  2.3161578e+05 
 2   236.7272187  2.3163753e+05 
 2   236.7476519  2.3165938e+05 
 2   236.7680851  2.3164791e+05 
 2   236.7885183  2.3162102e+05 
 2   236.8089514  2.3160706e+05 
 2   236.8293846  2.3159520e+05 
 2   236.8498178  2.3159428e+05 
 2   236.8702508  2.3155098e+05 
 2   236.8906841  2.3157353e+05 
 2   236.9111173  2.3157414e+05 
 2   236.9315503  2.3160797e+05 
 2   236.9519836  2.3164200e+05 
 2   236.9724167  2.3162703e+05 
 2   236.9928498  2.3163248e+05 
 2   237.0132830  2.3160978e+05 
 2   237.0337162  2.3161372e+05 
 2   237.0541493  2.3162828e+05 
 2   237.0745825  2.3158489e+05 
 2   237.0950157  2.3162392e+05 
 2   237.1154489  2.3165695e+05 
 2   237.1358819  2.3159578e+05 
 2   237.1563152  2.3167286e+05 
 2   237.1767484  2.3161166e+05 
 2   237.1971814  2.3159992e+05 
 2   237.2176146  2.3162697e+05 
 2   237.2380478  2.3158653e+05 
 2   237.2584809  2.3162781e+05 
 2   237.2789141  2.3163211e+05 
 2   237.2993472  2.3161373e+05 
 2   237.3197804  2.3162344e+05 
 2   237.3402135  2.3159656e+05 
 2   237.3606466  2.3160356e+05 
 2   237.3810798  2.3157892e+05 
 2   237.4015130  2.3156112e+05 
 2   237.4219460  2.3161819e+05 
 2   237.4423793  2.3159683e+05 
 2   237.4628125  2.3166595e+05 
 2   237.4832455  2.3164695e+05 
 2   237.5036787  2.3163038e+05 
 2   237.5241119  2.3162731e+05 
 2   237.5445450  2.3161708e+05 
 2   237.5649781  2.3154392e+05 
 2   237.5854114  2.3162841e+05 
 2   237.6058444  2.3164062e+05 
 2   237.6262776  2.3164848e+05 
 2   237.6467107  2.3165691e+05 
 2   237.6671440  2.3162131e+05 
 2   237.6875770  2.3166167e+05 
 2   237.7080102  2.3166530e+05 
 2   237.7284434  2.3165177e+05 
 2   237.7488765  2.3162336e+05 
 2   237.7693096  2.3165038e+05 
 2   237.7897428  2.3165023e+05 
 2   237.8101759  2.3156522e+05 
 2   237.8306091  2.3159361e+05 
 2   237.8510422  2.3159419e+05 
 2   237.8714754  2.3156808e+05 
 2   237.8919085  2.3159167e+05 
 2   237.9123417  2.3163127e+05 
 2   237.9327747  2.3164320e+05 
 2   237.9532080  2.3167166e+05 
 2   237.9736411  2.3161091e+05 
 2   237.9940742  2.3163395e+05 
 2   238.0145074  2.3159830e+05 
 2   238.0349406  2.3160056e+05 
 2   238.0553736  2.3163286e+05 
 2   238.0758068  2.3164933e+05 
 2   238.0962400  2.3164197e+05 
 2   238.1166731  2.3158327e+05 
 2   238.1371062  2.3159216e+05 
 2   238.1575394  2.3158203e+05 
 2   238.1779726  2.3153827e+05 
 2   238.1984056  2.3158586e+05 
 2   238.2188388  2.3158702e+05 
 2   238.2392720  2.3150041e+05 
 2   238.2597051  2.3158261e+05 
 2   238.2801382  2.3155556e+05 
 2   238.3005714  2.3154034e+05 
 2   238.3210045  2.3161592e+05 
 2   238.3414376  2.3156934e+05 
 2   238.3618708  2.3158264e+05 
 2   238.3823039  2.3158047e+05 
 2   238.4027370  2.3159041e+05 
 2   238.4231702  2.3156609e+05 
 2   238.4436034  2.3155923e+05 
 2   238.4640365  2.3159648e+05 
 2   238.4844696  2.3160728e+05 
 2   238.5049026  2.3156598e+05 
 2   238.5253359  2.3165667e+05 
 2   238.5457690  2.3157316e+05 
 2   238.5662021  2.3159048e+05 
 2   238.5866353  2.3155794e+05 
 2   238.6070684  2.3152847e+05 
 2   238.6275016  2.3155881e+05 
 2   238.6479347  2.3152984e+05 
 2   238.6683678  2.3152355e+05 
 2   238.6888010  2.3154334e+05 
 2   238.7092340  2.3150100e+05 
 2   238.7296672  2.3153219e+05 
 2   238.7705334  2.3149423e+05 
 2   238.7909666  2.3154125e+05 
 2   238.8113997  2.3149777e+05 
 2   238.8318328  2.3159206e+05 
 2   238.8522659  2.3153022e+05 
 2   238.8726991  2.3154284e+05 
 2   238.8931322  2.3155733e+05 
 2   238.9135653  2.3152278e+05 
 2   238.9339985  2.3157155e+05 
 2   238.9544316  2.3155277e+05 
 2   238.9748647  2.3153583e+05 
 2   238.9952978  2.3155777e+05 
 2   239.0157310  2.3158044e+05 
 2   239.0361641  2.3151509e+05 
 2   239.0565972  2.3155372e+05 
 2   239.0770304  2.3153378e+05 
 2   239.0974635  2.3156103e+05 
 2   239.1178965  2.3151816e+05 
 2   239.1383297  2.3153764e+05 
 2   239.1587629  2.3151283e+05 
 2   239.1791960  2.3146153e+05 
 2   239.1996291  2.3148486e+05 
 2   239.2200623  2.3146367e+05 
 2   239.2404954  2.3145095e+05 
 2   239.2609284  2.3149525e+05 
 2   239.2813616  2.3147155e+05 
 2   239.3017948  2.3150461e+05 
 2   239.3222278  2.3151558e+05 
 2   239.3426609  2.3149848e+05 
 2   239.3630942  2.3156375e+05 
 2   239.3835272  2.3155564e+05 
 2   239.4039603  2.3152045e+05 
 2   239.4243934  2.3152384e+05 
 2   239.4448266  2.3152480e+05 
 2   239.4652597  2.3151839e+05 
 2   239.4856928  2.3149878e+05 
 2   239.5061260  2.3152372e+05 
 2   239.5265590  2.3148867e+05 
 2   239.5469922  2.3148033e+05 
 2   239.5674252  2.3152219e+05 
 2   239.5878584  2.3150848e+05 
 2   239.6082915  2.3146503e+05 
 2   239.6287246  2.3151514e+05 
 2   239.6491578  2.3144650e+05 
 2   239.6695909  2.3145927e+05 
 2   239.6900240  2.3144200e+05 
 2   239.7104570  2.3142573e+05 
 2   239.7308902  2.3143620e+05 
 2   239.7513234  2.3142066e+05 
 2   239.7717564  2.3144158e+05 
 2   239.7921896  2.3139894e+05 
 2   239.8126227  2.3143384e+05 
 2   239.8330557  2.3149056e+05 
 2   239.8534889  2.3151827e+05 
 2   239.8739221  2.3155159e+05 
 2   239.8943551  2.3151820e+05 
 2   239.9147882  2.3146614e+05 
 2   239.9352214  2.3156012e+05 
 2   239.9556545  2.3149194e+05 
 2   239.9760875  2.3150909e+05 
 2   239.9965207  2.3149928e+05 
 2   240.0169539  2.3145908e+05 
 2   240.0373869  2.3150114e+05 
 2   240.0578200  2.3150367e+05 
 2   240.0782532  2.3145294e+05 
 2   240.0986862  2.3145608e+05 
 2   240.1191193  2.3144041e+05 
 2   240.1395525  2.3142333e+05 
 2   240.1599856  2.3141673e+05 
 2   240.1804187  2.3141478e+05 
 2   240.2008518  2.3146069e+05 
 2   240.2212849  2.3143808e+05 
 2   240.2417180  2.3144739e+05 
 2   240.2621510  2.3144739e+05 
 2   240.2825841  2.3141191e+05 
 2   240.3030173  2.3149298e+05 
 2   240.3234504  2.3149131e+05 
 2   240.3438835  2.3147159e+05 
 2   240.3847497  2.3150105e+05 
 2   240.4051828  2.3149644e+05 
 2   240.4256160  2.3148984e+05 
 2   240.4460490  2.3146625e+05 
 2   240.4664821  2.3150311e+05 
 2   240.4869152  2.3144988e+05 
 2   240.5073484  2.3147464e+05 
 2   240.5277814  2.3148245e+05 
 2   240.5482145  2.3145839e+05 
 2   240.5686477  2.3150378e+05 
 2   240.5890807  2.3139559e+05 
 2   240.6095138  2.3140250e+05 
 2   240.6299468  2.3142717e+05 
 2   240.6503801  2.3140523e+05 
 2   240.6708132  2.3144544e+05 
 2   240.6912463  2.3143270e+05 
 2   240.7116794  2.3145505e+05 
 2   240.7321125  2.3148380e+05 
 2   240.7525456  2.3147545e+05 
 2   240.7729786  2.3145450e+05 
 2   240.7934118  2.3142959e+05 
 2   240.8138449  2.3148530e+05 
 2   240.8342779  2.3149942e+05 
 2   240.8547111  2.3146320e+05 
 2   240.8751442  2.3146403e+05 
 2   240.8955772  2.3141100e+05 
 2   240.9160103  2.3142788e+05 
 2   240.9364435  2.3142209e+05 
 2   240.9568765  2.3142934e+05 
 2   240.9773096  2.3144938e+05 
 2   240.9977428  2.3144467e+05 
 2   241.0181759  2.3140698e+05 
 2   241.0386089  2.3144828e+05 
 2   241.0590420  2.3138533e+05 
 2   241.0794752  2.3142027e+05 
 2   241.0999082  2.3147017e+05 
 2   241.1203413  2.3141938e+05 
 2   241.1407745  2.3146581e+05 
 2   241.1612074  2.3145752e+05 
 2   241.1816405  2.3148178e+05 
 2   241.2020736  2.3148753e+05 
 2   241.2225067  2.3146069e+05 
 2   241.2429398  2.3145320e+05 
 2   241.2633729  2.3150930e+05 
 2   241.2838061  2.3147755e+05 
 2   241.3042391  2.3146281e+05 
 2   241.3246722  2.3145253e+05 
 2   241.3451052  2.3146819e+05 
 2   241.3655384  2.3149381e+05 
 2   241.3859715  2.3144416e+05 
 2   241.4064045  2.3147584e+05 
 2   241.4268377  2.3143227e+05 
 2   241.4472708  2.3147539e+05 
 2   241.4677038  2.3151000e+05 
 2   241.4881368  2.3148034e+05 
 2   241.5085700  2.3149592e+05 
 2   241.5290031  2.3144464e+05 
 2   241.5494361  2.3137216e+05 
 2   241.5698693  2.3141945e+05 
 2   241.5903024  2.3140516e+05 
 2   241.6107354  2.3146411e+05 
 2   241.6311685  2.3145589e+05 
 2   241.6516017  2.3144456e+05 
 2   241.6720346  2.3150545e+05 
 2   241.6924677  2.3148497e+05 
 2   241.7129008  2.3153981e+05 
 2   241.7537670  2.3146436e+05 
 2   241.7742000  2.3151892e+05 
 2   241.7946332  2.3150295e+05 
 2   241.8150662  2.3150070e+05 
 2   241.8354992  2.3150389e+05 
 2   241.8559324  2.3150591e+05 
 2   241.8763655  2.3151333e+05 
 2   241.8967985  2.3148344e+05 
 2   241.9172316  2.3153416e+05 
 2   241.9376648  2.3153756e+05 
 2   241.9580977  2.3147592e+05 
 2   241.9785308  2.3152480e+05 
 2   241.9989640  2.3147405e+05 
 2   242.0193971  2.3147278e+05 
 2   242.0398301  2.3148814e+05 
 2   242.0602632  2.3144550e+05 
 2   242.0806963  2.3147428e+05 
 2   242.1011293  2.3150356e+05 
 2   242.1215624  2.3147298e+05 
 2   242.1419956  2.3150123e+05 
 2   242.1624286  2.3147092e+05 
 2   242.1828616  2.3150173e+05 
 2   242.2032947  2.3153612e+05 
 2   242.2237278  2.3148923e+05 
 2   242.2441609  2.3157700e+05 
 2   242.2645940  2.3153809e+05 
 2   242.2850270  2.3159728e+05 
 2   242.3054601  2.3158814e+05 
 2   242.3258932  2.3155575e+05 
 2   242.3463262  2.3159873e+05 
 2   242.3667593  2.3155327e+05 
 2   242.3871924  2.3152547e+05 
 2   242.4076254  2.3154609e+05 
 2   242.4280586  2.3150147e+05 
 2   242.4484916  2.3149964e+05 
 2   242.4689247  2.3151298e+05 
 2   242.5097909  2.3158855e+05 
 2   242.5302239  2.3150631e+05 
 2   242.5506569  2.3151483e+05 
 2   242.5710901  2.3155398e+05 
 2   242.5915232  2.3154839e+05 
 2   242.6119561  2.3152619e+05 
 2   242.6323892  2.3152328e+05 
 2   242.6528224  2.3157227e+05 
 2   242.6732554  2.3157959e+05 
 2   242.6936884  2.3151264e+05 
 2   242.7141216  2.3162144e+05 
 2   242.7345546  2.3159488e+05 
 2   242.7549876  2.3160389e+05 
 2   242.7754207  2.3166342e+05 
 2   242.7958538  2.3161534e+05 
 2   242.8162869  2.3163233e+05 
 2   242.8367199  2.3159520e+05 
 2   242.8571531  2.3153169e+05 
 2   242.8775861  2.3157608e+05 
 2   242.8980191  2.3151541e+05 
 2   242.9184523  2.3156270e+05 
 2   242.9388853  2.3160611e+05 
 2   242.9593183  2.3156375e+05 
 2   242.9797514  2.3159392e+05 
 2   243.0001845  2.3152650e+05 
 2   243.0206175  2.3153475e+05 
 2   243.0410506  2.3152400e+05 
 2   243.0614837  2.3148747e+05 
 2   243.0819167  2.3155038e+05 
 2   243.1023498  2.3156286e+05 
 2   243.1227828  2.3158198e+05 
 2   243.1432159  2.3161298e+05 
 2   243.1636490  2.3162839e+05 
 2   243.1840820  2.3162736e+05 
 2   243.2045151  2.3164161e+05 
 2   243.2249481  2.3160992e+05 
 2   243.2453811  2.3165445e+05 
 2   243.2658142  2.3161130e+05 
 2   243.2862473  2.3162128e+05 
 2   243.3066803  2.3163650e+05 
 2   243.3271134  2.3163083e+05 
 2   243.3475466  2.3166847e+05 
 2   243.3679795  2.3162772e+05 
 2   243.3884126  2.3163939e+05 
 2   243.4088455  2.3165075e+05 
 2   243.4292787  2.3159958e+05 
 2   243.4497118  2.3162662e+05 
 2   243.4701447  2.3159767e+05 
 2   243.4905779  2.3159789e+05 
 2   243.5110109  2.3167189e+05 
 2   243.5314440  2.3159956e+05 
 2   243.5518770  2.3163075e+05 
 2   243.5723101  2.3162856e+05 
 2   243.5927432  2.3165250e+05 
 2   243.6131761  2.3167245e+05 
 2   243.6336093  2.3164230e+05 
 2   243.6540423  2.3164758e+05 
 2   243.6744753  2.3169408e+05 
 2   243.6949084  2.3169033e+05 
 2   243.7153415  2.3170702e+05 
 2   243.7357745  2.3171516e+05 
 2   243.7562075  2.3171080e+05 
 2   243.7766407  2.3169672e+05 
 2   243.7970736  2.3172406e+05 
 2   243.8175067  2.3170223e+05 
 2   243.8379397  2.3165122e+05 
 2   243.8583729  2.3165500e+05 
 2   243.8788059  2.3169869e+05 
 2   243.8992389  2.3163805e+05 
 2   243.9196721  2.3164730e+05 
 2   243.9401050  2.3163653e+05 
 2   243.9605381  2.3160344e+05 
 2   243.9809711  2.3158973e+05 
 2   244.0014042  2.3157933e+05 
 2   244.0218372  2.3162955e+05 
 2   244.0422703  2.3163522e+05 
 2   244.0627033  2.3164128e+05 
 2   244.0831364  2.3167200e+05 
 2   244.1035694  2.3162417e+05 
 2   244.1240024  2.3165311e+05 
 2   244.1444355  2.3171153e+05 
 2   244.1648686  2.3164409e+05 
 2   244.1853015  2.3169567e+05 
 2   244.2057347  2.3163466e+05 
 2   244.2261677  2.3164233e+05 
 2   244.2466007  2.3168391e+05 
 2   244.2670337  2.3167398e+05 
 2   244.2874669  2.3167084e+05 
 2   244.3078999  2.3164272e+05 
 2   244.3283328  2.3162498e+05 
 2   244.3487660  2.3166148e+05 
 2   244.3691990  2.3167689e+05 
 2   244.3896320  2.3166811e+05 
 2   244.4100650  2.3167817e+05 
 2   244.4304982  2.3166211e+05 
 2   244.4509311  2.3167370e+05 
 2   244.4713642  2.3158897e+05 
 2   244.4917973  2.3165284e+05 
 2   244.5122303  2.3167772e+05 
 2   244.5326633  2.3160573e+05 
 2   244.5530963  2.3164697e+05 
 2   244.5735294  2.3166666e+05 
 2   244.5939624  2.3166383e+05 
 2   244.6143955  2.3168367e+05 
 2   244.6348285  2.3166703e+05 
 2   244.6552615  2.3166438e+05 
 2   244.6756945  2.3171920e+05 
 2   244.6961275  2.3166280e+05 
 2   244.7369937  2.3164755e+05 
 2   244.7574267  2.3167253e+05 
 2   244.7778598  2.3163680e+05 
 2   244.7982927  2.3168188e+05 
 2   244.8187258  2.3168359e+05 
 2   244.8391588  2.3167900e+05 
 2   244.8595919  2.3165408e+05 
 2   244.8800249  2.3163919e+05 
 2   244.9004579  2.3159753e+05 
 2   244.9208911  2.3161198e+05 
 2   244.9413240  2.3160341e+05 
 2   244.9617570  2.3162491e+05 
 2   244.9821900  2.3160298e+05 
 2   245.0026231  2.3159702e+05 
 2   245.0230561  2.3160023e+05 
 2   245.0434892  2.3163048e+05 
 2   245.0639222  2.3164909e+05 
 2   245.0843552  2.3165119e+05 
 2   245.1047883  2.3159814e+05 
 2   245.1252212  2.3161120e+05 
 2   245.1456543  2.3161362e+05 
 2   245.1660874  2.3161166e+05 
 2   245.1865203  2.3163938e+05 
 2   245.2069534  2.3162805e+05 
 2   245.2273865  2.3169977e+05 
 2   245.2478194  2.3167319e+05 
 2   245.2682524  2.3161641e+05 
 2   245.2886856  2.3168030e+05 
 2   245.3091185  2.3160377e+05 
 2   245.3295515  2.3162527e+05 
 2   245.3499847  2.3156972e+05 
 2   245.3704177  2.3153383e+05 
 2   245.3908506  2.3154814e+05 
 2   245.4112837  2.3157066e+05 
 2   245.4317168  2.3158708e+05 
 2   245.4521497  2.3159562e+05 
 2   245.4725827  2.3159464e+05 
 2   245.4930159  2.3162727e+05 
 2   245.5134488  2.3163311e+05 
 2   245.5338818  2.3156611e+05 
 2   245.5543149  2.3159455e+05 
 2   245.5747479  2.3158478e+05 
 2   245.5951809  2.3162116e+05 
 2   245.6156139  2.3160956e+05 
 2   245.6360470  2.3158991e+05 
 2   245.6564800  2.3162439e+05 
 2   245.6769130  2.3162425e+05 
 2   245.6973461  2.3158880e+05 
 2   245.7177791  2.3162259e+05 
 2   245.7382121  2.3161644e+05 
 2   245.7586450  2.3165858e+05 
 2   245.7790781  2.3161412e+05 
 2   245.7995112  2.3161191e+05 
 2   245.8199442  2.3159148e+05 
 2   245.8403772  2.3154920e+05 
 2   245.8608102  2.3158861e+05 
 2   245.8812433  2.3156288e+05 
 2   245.9016762  2.3158527e+05 
 2   245.9221093  2.3163945e+05 
 2   245.9629752  2.3158392e+05 
 2   245.9834084  2.3163494e+05 
 2   246.0038414  2.3163855e+05 
 2   246.0242743  2.3164833e+05 
 2   246.0447073  2.3161084e+05 
 2   246.0651405  2.3164477e+05 
 2   246.0855734  2.3163911e+05 
 2   246.1060064  2.3167164e+05 
 2   246.1264394  2.3165678e+05 
 2   246.1468725  2.3164539e+05 
 2   246.1673054  2.3163244e+05 
 2   246.2081715  2.3166266e+05 
 2   246.2286045  2.3168906e+05 
 2   246.2490374  2.3163067e+05 
 2   246.2694705  2.3166948e+05 
 2   246.2899035  2.3167877e+05 
 2   246.3103365  2.3159252e+05 
 2   246.3307695  2.3163362e+05 
 2   246.3512026  2.3159806e+05 
 2   246.3716355  2.3164308e+05 
 2   246.3920685  2.3160434e+05 
 2   246.4125016  2.3163992e+05 
 2   246.4329347  2.3163956e+05 
 2   246.4533676  2.3162462e+05 
 2   246.4738006  2.3166138e+05 
 2   246.4942337  2.3169339e+05 
 2   246.5146666  2.3163258e+05 
 2   246.5350996  2.3173025e+05 
 2   246.5555327  2.3169050e+05 
 2   246.5759656  2.3171025e+05 
 2   246.5963987  2.3169867e+05 
 2   246.6168317  2.3163834e+05 
 2   246.6372647  2.3167922e+05 
 2   246.6576977  2.3168839e+05 
 2   246.6781307  2.3169264e+05 
 2   246.6985638  2.3167400e+05 
 2   246.7189967  2.3161689e+05 
 2   246.7394297  2.3158881e+05 
 2   246.7598626  2.3163530e+05 
 2   246.7802958  2.3161327e+05 
 2   246.8007288  2.3161402e+05 
 2   246.8211617  2.3160555e+05 
 2   246.8415948  2.3158219e+05 
 2   246.8620278  2.3159084e+05 
 2   246.8824608  2.3157862e+05 
 2   246.9028937  2.3159523e+05 
 2   246.9233268  2.3161966e+05 
 2   246.9437598  2.3156992e+05 
