kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk
10190777,"K01937.01","CONFIRMED",1.411230023,132.641925
9651234,"K01938.01","CONFIRMED",96.9151707,187.08955
7045496,"K01939.01","CONFIRMED",13.47472742,133.48999
8750043,"K02017.01","CONFIRMED",2.29503515,132.69329
9973109,"K02018.01","CONFIRMED",27.495634,133.28538
6226290,"K02019.01","CONFIRMED",14.08826442,137.34334
9595827,"K00217.01","CONFIRMED",3.905081685,133.4150433
9349482,"K02020.01","CONFIRMED",110.9643706,187.04621
4349442,"K01803.01","CANDIDATE",4.539297295,133.9595824
4644952,"K01805.01","CONFIRMED",6.94135824,137.5437
2987027,"K00197.01","CONFIRMED",17.276296682,133.839172
4644952,"K01805.02","CONFIRMED",31.7821117,134.8645
4644952,"K01805.03","CONFIRMED",4.36273233,135.23342
8978528,"K01874.01","CONFIRMED",18.6848377,136.14587
8978528,"K01874.02","CONFIRMED",7.41634701,135.85372
9967771,"K01875.01","CONFIRMED",9.91724268,135.1389
11622600,"K01876.01","CONFIRMED",82.5341188,209.12763
10454632,"K01877.01","CONFIRMED",20.16037858,144.34281
10005788,"K01940.01","CONFIRMED",10.99470891,137.35769
10005788,"K01940.02","CANDIDATE",6.73679732,136.4043415
10656508,"K00211.01","CANDIDATE",124.03589939,136.015098
5213902,"K01941.01","FALSE POSITIVE",1.194812329,132.18329
2832589,"K01942.01","CONFIRMED",10.84969477,136.74432
2438513,"K01944.01","CONFIRMED",12.18420006,139.05644
6356207,"K02021.01","CONFIRMED",3.76417012,132.35462
8564674,"K02022.01","CONFIRMED",5.92972237,135.49811
8564674,"K02022.02","CONFIRMED",12.2476121,138.2196
8578780,"K02023.01","CONFIRMED",13.59051547,133.07217
4544907,"K02024.01","CONFIRMED",46.8776724,137.66791
7761918,"K01808.01","CONFIRMED",89.1935737,217.82184
8240797,"K01809.01","CONFIRMED",13.09390911,144.525
8240797,"K01809.02","CONFIRMED",4.915385452,132.69448
8164262,"K01810.01","FALSE POSITIVE",87.455958,136.23042
6279974,"K01812.01","FALSE POSITIVE",0.805259257,132.100916
9455325,"K01813.01","CONFIRMED",9.76785911,139.43968
3098810,"K01878.01","CONFIRMED",40.80957343,142.69218
8367644,"K01879.01","CONFIRMED",22.08551599,135.23432
10332883,"K01880.01","CONFIRMED",1.151166776,133.231766
9071386,"K00023.01","FALSE POSITIVE",4.693305543,136.8627229
9305831,"K00204.01","CONFIRMED",3.246732048,133.379165
2438513,"K01944.02","FALSE POSITIVE",8.3606759,138.81934
11656918,"K01945.01","CONFIRMED",62.1385979,161.14834
11656918,"K01945.02","CANDIDATE",17.1181036,136.19429
10844890,"K01946.01","CANDIDATE",8.29482811,133.50201
9536692,"K01948.01","FALSE POSITIVE",26.635216,155.5577
4636578,"K02025.01","CONFIRMED",17.84850835,148.39117
4636578,"K02025.02","CONFIRMED",26.1363443,131.61796
4636578,"K02025.03","CONFIRMED",11.1895709,140.63504
11923284,"K02026.01","CONFIRMED",2.757977384,131.87907
9838975,"K00218.01","FALSE POSITIVE",18.692860599,143.8331829
5621125,"K01814.01","CONFIRMED",14.80075082,132.82179
9872283,"K01815.01","CONFIRMED",3.126861192,133.724959
10666242,"K00198.01","FALSE POSITIVE",87.24250316,153.344695
8624520,"K01816.01","CANDIDATE",10.240611361,131.667897
7870032,"K01818.01","CONFIRMED",16.87725775,138.64907
9597058,"K01819.01","CONFIRMED",12.05705659,135.41595
4035640,"K01881.01","CONFIRMED",28.26727385,140.92561
6205228,"K01882.01","CONFIRMED",3.770590654,133.39088
11758544,"K01883.01","CONFIRMED",2.7073064,132.43068
4851530,"K01884.01","CANDIDATE",23.11707222,149.56221
4851530,"K01884.02","CANDIDATE",4.77502117,355.45644
3118797,"K01950.01","CONFIRMED",66.4159789,188.13988
7747425,"K01952.01","CONFIRMED",8.0103929,135.31823
6300348,"K00212.01","CANDIDATE",5.69590202,139.231637
7747425,"K01952.02","CONFIRMED",27.6666375,143.86343
7747425,"K01952.03","CONFIRMED",5.19559398,132.72178
7102316,"K02028.01","CONFIRMED",57.2488518,184.6864
7102316,"K02028.02","CONFIRMED",37.0551726,200.20176
9489524,"K02029.01","CONFIRMED",16.33269981,136.90909
9489524,"K02029.02","CONFIRMED",10.05550267,173.2234
5940165,"K02031.01","CONFIRMED",9.30413878,140.33868
8277797,"K01820.01","CONFIRMED",4.33722007,132.85152
8277797,"K01820.02","CONFIRMED",1.653889476,132.18845
5124667,"K01822.01","CONFIRMED",150.8783198,206.69223
2989404,"K01824.01","CONFIRMED",3.553831111,134.64066
2989404,"K01824.02","CONFIRMED",1.6783263,136.05259
11413812,"K01885.01","CONFIRMED",5.65378163,131.71154
9549648,"K01886.01","CONFIRMED",5.99185827,136.88244
10063802,"K01888.01","CONFIRMED",120.0183551,134.18742
11074178,"K01889.01","CONFIRMED",14.30517579,135.06301
11074178,"K01889.02","CONFIRMED",9.18189122,132.40505
11030475,"K02248.04","CANDIDATE",2.64622742,132.66343
5942808,"K02250.01","CONFIRMED",2.935362067,136.18415
6206214,"K02252.01","CONFIRMED",13.53953595,143.15629
8959839,"K02253.01","CONFIRMED",22.7082375,133.72114
7672097,"K02255.01","CONFIRMED",7.97033985,136.55775
6142862,"K02336.01","FALSE POSITIVE",5.33459393,133.43443
5599774,"K02337.01","CONFIRMED",8.49640437,138.73595
8099138,"K02338.01","CONFIRMED",66.1843646,141.62259
7033233,"K02339.01","CONFIRMED",2.032318856,132.64394
7033233,"K02339.02","CANDIDATE",65.18703725,177.6208875
6383785,"K00239.02","CONFIRMED",3.62275506,132.99267
9411412,"K02101.01","CONFIRMED",2.892216772,132.87726
7008211,"K02102.01","CONFIRMED",187.746606,157.35064
7620413,"K02103.01","CONFIRMED",2.543063763,132.68159
4545187,"K00223.01","CONFIRMED",3.177414601,134.478892
10854546,"K02104.01","CONFIRMED",2.168451063,132.14107
11774991,"K02173.01","CONFIRMED",37.8154157,141.10346
11774991,"K02173.02","CONFIRMED",53.5783052,171.1857
8261920,"K02174.01","CANDIDATE",6.69332825,137.70324
8261920,"K02174.02","CONFIRMED",33.1362861,169.50676
8261920,"K02174.03","CONFIRMED",7.72513619,176.80202
9112931,"K02256.01","CONFIRMED",10.71253475,137.16499
9071593,"K02257.01","CONFIRMED",32.5635249,163.46038
8126558,"K02259.01","CONFIRMED",12.19140405,136.33677
11811193,"K02260.01","CONFIRMED",6.11784972,133.61873
3734418,"K02261.01","CONFIRMED",3.97599629,133.62238
8681734,"K02340.01","CONFIRMED",7.68478504,137.64035
10232693,"K02341.01","FALSE POSITIVE",0.990516282,131.84152
10212441,"K02342.01","CONFIRMED",15.0447098,133.20895
6119141,"K02343.01","CANDIDATE",29.0726293,136.97364
8247771,"K02344.01","CONFIRMED",1.118547814,132.84826
8165946,"K02105.01","CONFIRMED",6.42199919,134.58037
12017109,"K02106.01","CONFIRMED",9.75374033,134.06014
9225395,"K02107.01","CONFIRMED",81.3153052,175.9957
10709622,"K02108.01","CONFIRMED",51.3283527,177.67418
11499228,"K02109.01","CONFIRMED",19.7919389,149.30719
9022166,"K02175.01","CONFIRMED",26.8475962,142.17023
10965588,"K02177.01","CONFIRMED",62.8917493,139.12778
10670119,"K02179.01","CONFIRMED",14.87149773,137.69573
10670119,"K02179.02","CONFIRMED",2.732767897,354.09581
4043443,"K00231.01","FALSE POSITIVE",119.8401019,161.863461
8491277,"K00234.01","CONFIRMED",9.61375316,132.185679
3734418,"K02261.02","CANDIDATE",6.6254781,136.1733
8613535,"K02263.01","CONFIRMED",29.9685917,147.8598
12256520,"K02264.01","CONFIRMED",33.2407985,143.46683
3337432,"K02265.01","FALSE POSITIVE",2.97600846,132.98121
5629538,"K02345.01","CONFIRMED",15.18727049,134.05495
8561231,"K02346.01","CONFIRMED",28.6853212,159.87094
8235924,"K02347.01","CONFIRMED",0.588001053,132.058754
6941084,"K02348.01","CONFIRMED",85.7357202,170.98121
6200235,"K02350.01","CONFIRMED",1.078389713,133.25041
11460462,"K02110.01","CONFIRMED",5.03728033,134.1094
8612275,"K02111.01","CONFIRMED",3.289726319,131.75522
8612275,"K02111.02","CONFIRMED",7.18644594,136.62345
7207061,"K02113.01","CONFIRMED",15.94248453,146.33157
4545187,"K00223.02","CONFIRMED",41.0081117,147.03382
7286911,"K02180.01","CONFIRMED",11.55562042,138.19752
8591173,"K02181.01","CONFIRMED",12.2885046,141.61869
6962109,"K02182.01","CONFIRMED",17.13263125,147.1546
5706595,"K02183.01","CONFIRMED",19.0231361,139.65988
5706595,"K02183.02","CONFIRMED",4.57948235,135.09685
10489345,"K02266.01","CONFIRMED",1.003931703,132.09988
11774303,"K02269.01","FALSE POSITIVE",0.614083885,132.46969
10329469,"K02271.01","CONFIRMED",55.8224775,169.03741
9654875,"K02272.01","CANDIDATE",1.34145255,132.69106
9717943,"K02273.01","CONFIRMED",6.11010439,136.91214
8026752,"K00240.01","CONFIRMED",4.286866229,138.614882
1872821,"K02351.01","CONFIRMED",10.27380957,134.65748
8013439,"K02352.01","CONFIRMED",13.39155154,133.05499
8013439,"K02352.02","CONFIRMED",5.62904396,134.74679
8013439,"K02352.03","CONFIRMED",8.2562857,137.9267
7207061,"K02113.02","CONFIRMED",12.33087921,361.9744
6921944,"K02114.01","CONFIRMED",4.421566535,132.18465
9532052,"K02115.01","CONFIRMED",15.72585941,133.98774
8164012,"K02116.01","CONFIRMED",1.252753881,133.17054
4140813,"K02117.01","CONFIRMED",13.36019864,131.81481
8611781,"K02185.01","CONFIRMED",76.957056,192.33682
3097926,"K02186.01","CANDIDATE",14.97974335,143.46174
10518424,"K02188.02","CANDIDATE",6.7445683,135.5092
5730445,"K02189.01","CANDIDATE",33.35859852,137.57061
5601258,"K02191.01","CONFIRMED",8.84784273,140.15085
7960980,"K02274.01","CONFIRMED",9.98970266,133.76102
8107225,"K00235.01","CONFIRMED",5.63252508,133.81818
3458028,"K02276.01","CONFIRMED",1.442592305,134.07188
3342794,"K02278.01","CONFIRMED",14.17222858,142.60134
3342794,"K02278.02","CONFIRMED",4.92031063,135.40577
5716932,"K02358.01","CONFIRMED",56.4931698,143.99262
11288051,"K00241.01","CONFIRMED",13.82142084,131.79237
7515670,"K02360.01","FALSE POSITIVE",2.30367952,133.76909
11566256,"K02361.01","CONFIRMED",5.78387049,135.5798
8495415,"K02362.02","CONFIRMED",11.08507658,355.03627
4055304,"K02119.01","CONFIRMED",0.571038347,131.653752
4857213,"K02120.01","CONFIRMED",8.77425786,132.33386
9415108,"K02121.01","CONFIRMED",4.51005082,134.56954
4262581,"K02122.01","CONFIRMED",37.6468519,161.46355
8591693,"K02123.01","CONFIRMED",29.4557841,154.17062
4833421,"K00232.01","CONFIRMED",12.466004437,134.003258
8282651,"K02193.01","CONFIRMED",2.361724472,133.23932
3548044,"K02194.01","CONFIRMED",34.7630543,161.74217
11401767,"K02195.01","CONFIRMED",20.0545282,136.56587
10909127,"K02200.01","CONFIRMED",3.17059731,132.67813
3661886,"K02279.01","CONFIRMED",27.0142622,132.52245
3661886,"K02279.02","CONFIRMED",12.50945798,136.99217
2439243,"K02280.01","CONFIRMED",26.0203329,154.5286
9221517,"K02281.01","CONFIRMED",0.769854899,132.51944
6751874,"K02282.01","CONFIRMED",6.89226333,132.4644
10863608,"K02368.01","CONFIRMED",8.07127043,137.76604
5602588,"K02369.01","CONFIRMED",11.01819178,139.87858
11288051,"K00241.02","CONFIRMED",30.9505927,153.84507
5602588,"K02369.02","CANDIDATE",6.3143447,173.3097
5385304,"K02370.01","CANDIDATE",78.7327023,168.72926
5547480,"K00224.01","FALSE POSITIVE",3.979867514,132.071233
11462341,"K02124.01","CANDIDATE",42.3375799,158.25187
9405595,"K02125.01","CONFIRMED",23.3593589,144.01826
3546060,"K02126.01","CONFIRMED",9.69310837,134.53003
7019489,"K02128.01","FALSE POSITIVE",24.2598301,132.47982
2141783,"K02201.01","FALSE POSITIVE",116.5214317,144.13378
4144576,"K02202.01","CONFIRMED",0.813166357,131.82536
8494542,"K02204.01","CONFIRMED",10.86062378,136.65957
9992325,"K02205.01","CONFIRMED",24.08632177,148.20086
11073656,"K02206.01","CANDIDATE",1.834277283,132.85895
10206675,"K02283.01","FALSE POSITIVE",17.40208965,141.93057
9945370,"K02285.01","CONFIRMED",37.9456138,134.78331
3832716,"K00027.01","FALSE POSITIVE",1.141877248,170.3386848
8453211,"K00236.01","FALSE POSITIVE",5.77675928,143.09616
8973129,"K02286.01","CONFIRMED",24.1738244,135.62471
12505654,"K02353.01","CONFIRMED",5.186737262,134.99509
7215678,"K02354.01","CANDIDATE",1.151244686,132.64551
11670125,"K02355.01","CONFIRMED",1.217000383,132.03128
11461844,"K02356.01","CONFIRMED",13.6823798,139.18611
7449554,"K02357.01","CANDIDATE",2.42088277,133.57809
9351920,"K02129.01","CONFIRMED",8.79618433,135.67645
2161536,"K02130.01","CONFIRMED",16.85592593,138.26808
10549023,"K02131.01","CONFIRMED",14.36270451,141.435
9661979,"K02132.01","CONFIRMED",69.8956789,160.66805
8219268,"K02133.01","CONFIRMED",6.24667547,136.38688
10531955,"K02208.01","CONFIRMED",2.344512589,132.87316
4833421,"K00232.02","CONFIRMED",5.766165573,134.01725
8168187,"K02209.01","CONFIRMED",18.3027235,142.89166
4142847,"K02210.01","CONFIRMED",2.888904439,132.15271
10203349,"K02212.01","CONFIRMED",17.14648756,140.66122
9718066,"K02287.01","CONFIRMED",16.09227518,142.51659
3440978,"K02288.01","CANDIDATE",38.103908,161.08647
3867615,"K02289.01","CONFIRMED",62.7843981,157.30698
12121570,"K02290.01","CONFIRMED",91.500873,165.67309
8410415,"K02291.01","CONFIRMED",44.2993483,141.28194
7987866,"K02363.01","CONFIRMED",3.13877646,133.65614
9532710,"K02364.01","CANDIDATE",5.24242029,133.23047
11560897,"K02365.01","CONFIRMED",35.9682692,138.66885
11342416,"K02366.01","CONFIRMED",25.3690868,143.68699
9086251,"K02367.01","CONFIRMED",6.89213244,131.63179
4254466,"K02134.01","CONFIRMED",42.3006282,168.77783
5801571,"K00225.01","FALSE POSITIVE",0.838597429,141.537817
9904006,"K02135.01","CONFIRMED",55.1866213,180.75953
5288570,"K02136.01","FALSE POSITIVE",1.728528176,131.80851
9364609,"K02137.01","CONFIRMED",14.97436238,141.50057
7457296,"K02213.01","CONFIRMED",3.97076603,134.63962
10328458,"K02214.01","CONFIRMED",2.352273912,131.80267
7050060,"K02215.01","FALSE POSITIVE",22.0425953,134.1281
4248120,"K02216.01","CONFIRMED",23.34036251,136.20727
9580992,"K02217.01","CANDIDATE",37.8034121,155.37719
8321314,"K02293.01","CONFIRMED",15.03366411,144.98055
6934986,"K02294.01","CANDIDATE",131.485184,177.48749
4049901,"K02295.01","CANDIDATE",16.2908527,132.11774
11498128,"K02296.01","CONFIRMED",106.247882,135.7435
8041216,"K00237.01","CONFIRMED",8.508333104,134.785645
11824786,"K02371.01","CONFIRMED",12.94123564,139.89901
12254909,"K02372.01","CONFIRMED",5.349791,133.8836
10798331,"K02373.01","CANDIDATE",147.281212,148.80124
9364290,"K02374.01","CONFIRMED",5.26211833,136.37566
9364290,"K02374.02","CONFIRMED",12.1628195,137.52402
5022828,"K02138.01","CONFIRMED",23.5541012,144.21486
8233702,"K02140.01","CONFIRMED",41.6977582,134.24608
11403339,"K02143.01","CONFIRMED",4.79029482,134.95277
8260902,"K02144.01","CONFIRMED",38.6715843,157.61988
8381204,"K02145.01","CONFIRMED",8.32651854,135.58655
12058204,"K02218.01","CONFIRMED",5.53533152,132.76087
12058204,"K02218.02","CONFIRMED",16.7261969,143.74673
4833421,"K00232.03","CONFIRMED",21.58752788,142.96728
5357545,"K02219.01","CONFIRMED",3.757294695,133.95965
6871071,"K02220.01","CONFIRMED",3.2828024,131.89965
5342473,"K02297.01","CONFIRMED",4.64495172,136.02095
9334893,"K02298.01","CANDIDATE",16.6671415,141.76551
9963265,"K02299.01","CONFIRMED",16.48686712,139.20338
10583761,"K02300.01","CONFIRMED",2.685054445,132.60443
7542813,"K02302.01","CONFIRMED",16.8600805,139.84916
12058147,"K02072.01","CONFIRMED",1.54320541,131.5554
8164257,"K02073.01","CONFIRMED",49.5004725,139.04294
8164257,"K02073.02","CONFIRMED",6.47539108,137.5825
8164257,"K02073.03","CONFIRMED",16.85825609,142.34289
10593759,"K00025.01","FALSE POSITIVE",3.132604547,136.010454
6774537,"K02146.01","CONFIRMED",2.949029106,133.13832
10404582,"K02147.01","CONFIRMED",37.8658964,134.36237
5959753,"K00226.01","CONFIRMED",8.30865307,138.10788
6021193,"K02148.01","CONFIRMED",11.93205399,142.10648
6021193,"K02148.02","CONFIRMED",7.54235832,132.96117
6871071,"K02220.02","CONFIRMED",5.02818253,134.10891
6871071,"K02220.03","CONFIRMED",1.897828815,132.6785
6287313,"K02221.01","CONFIRMED",10.62788695,137.81843
9289704,"K02222.01","CANDIDATE",34.135676,157.7959
9278725,"K02223.01","CONFIRMED",1.104462494,132.32134
4458082,"K02303.01","CONFIRMED",4.89336495,133.6449
8042453,"K02304.01","CONFIRMED",11.17392077,134.70626
10874215,"K02305.01","CONFIRMED",31.0325991,152.27157
6666233,"K02306.01","FALSE POSITIVE",0.512407185,132.240449
7661065,"K02307.01","FALSE POSITIVE",4.150297119,134.9355
3937519,"K00221.02","CONFIRMED",5.89661966,134.03046
8866137,"K02074.01","CONFIRMED",33.4178173,155.58781
10857519,"K02075.01","CONFIRMED",2.053341891,134.51606
9517393,"K02076.01","CONFIRMED",56.7769831,181.09789
9351316,"K02078.01","CONFIRMED",18.78429232,137.88207
6021193,"K02148.03","CONFIRMED",3.61460279,134.69521
10617017,"K02149.01","CONFIRMED",13.15140223,144.16237
3229150,"K02150.01","CONFIRMED",18.5084526,131.54555
7989422,"K02151.01","FALSE POSITIVE",7.47763833,133.40976
9641481,"K02152.01","CONFIRMED",42.1918331,155.31211
8892157,"K02224.01","CONFIRMED",3.73090026,132.89428
8892157,"K02224.02","CANDIDATE",86.130534,200.9117
11569782,"K02225.01","CONFIRMED",2.787874175,133.90417
4833421,"K00232.04","CONFIRMED",37.9962369,162.97984
11520459,"K02226.01","CANDIDATE",8.46354384,134.35341
7219825,"K00238.01","CONFIRMED",17.23232894,135.0922
3749978,"K02308.01","CONFIRMED",28.5057217,132.92075
10010440,"K02309.01","CONFIRMED",53.5991459,147.43015
11718144,"K02310.01","CONFIRMED",16.4581861,134.01969
4247991,"K02311.01","CANDIDATE",191.86419296,294.47036
4247991,"K02311.02","CANDIDATE",13.72549689,145.03352
10026544,"K02312.01","CANDIDATE",176.331289,170.8589
9473078,"K02079.01","CONFIRMED",0.693842661,132.18157
10864531,"K02080.01","CONFIRMED",83.4887405,188.53792
10864531,"K02080.02","CONFIRMED",34.0607677,141.35928
2853780,"K02081.01","CANDIDATE",6.2141496,132.25182
9472000,"K02082.01","CONFIRMED",31.5888979,155.61538
10253547,"K02153.01","CONFIRMED",59.9809868,176.14903
10253547,"K02153.02","CONFIRMED",25.7457957,135.94806
12505076,"K02154.01","CONFIRMED",11.92979348,136.66919
6185476,"K00227.01","CANDIDATE",17.65737838,136.585509
12116380,"K02155.01","CONFIRMED",4.3394569,132.80309
2556650,"K02156.01","CONFIRMED",2.852348262,132.044534
10600955,"K02227.01","CONFIRMED",65.6480892,173.30166
10801100,"K02228.01","FALSE POSITIVE",102.653705,222.9895
4473226,"K02229.01","CONFIRMED",14.83340944,135.44213
8914779,"K02230.01","FALSE POSITIVE",0.987338654,131.88155
2854181,"K02232.01","CONFIRMED",101.1323475,210.18316
8963721,"K02233.01","FALSE POSITIVE",1.811460943,132.93207
10132832,"K02313.01","CONFIRMED",16.07673148,143.39091
3219995,"K02314.01","CONFIRMED",18.87058705,143.95639
6062929,"K02315.01","CONFIRMED",22.1334224,152.18405
7504778,"K02316.01","CONFIRMED",17.1369408,141.01497
7219825,"K00238.02","CONFIRMED",26.6951944,143.9999
7097965,"K02083.01","CONFIRMED",7.72085047,136.563
4249725,"K00222.01","CONFIRMED",6.312508525,132.654418
3967326,"K02084.01","CONFIRMED",4.19577385,135.17605
6768394,"K02086.01","CONFIRMED",7.1329472,135.99259
6768394,"K02086.02","CONFIRMED",8.91901228,140.0777
5211199,"K02158.01","CONFIRMED",4.5620407,132.64295
8804455,"K02159.01","CANDIDATE",7.5966998,131.95296
8804455,"K02159.02","FALSE POSITIVE",2.392630668,133.7861
5546761,"K02160.01","CONFIRMED",17.6700291,131.60103
5546761,"K02160.02","CANDIDATE",15.40877383,139.4831786
9205938,"K02162.01","CONFIRMED",108.593113,173.75198
10723367,"K02236.01","CONFIRMED",19.9865916,135.52265
10723367,"K02236.02","CONFIRMED",12.12580644,142.10763
5005121,"K02237.01","CONFIRMED",76.421501,164.4879
4833421,"K00232.05","CONFIRMED",56.2590881,164.21993
8229458,"K02238.01","CONFIRMED",1.646801683,132.0615
10684670,"K02317.01","CONFIRMED",3.78861833,134.61419
11495458,"K02318.01","CONFIRMED",10.45839865,137.65416
9003401,"K02319.01","CONFIRMED",21.1033014,144.66035
5978559,"K02321.01","CONFIRMED",95.6114617,138.35664
8872048,"K02323.01","CANDIDATE",58.35512552,179.39795
7746958,"K02324.01","CANDIDATE",1.204686597,131.90556
6768394,"K02086.03","CONFIRMED",11.8984948,133.34685
6922710,"K02087.01","CONFIRMED",23.1274171,145.66194
11348997,"K02090.01","CONFIRMED",5.132486123,132.15985
5705819,"K02091.01","CONFIRMED",8.77997349,138.48383
6696580,"K02092.01","CONFIRMED",57.6896212,139.92753
11358389,"K02163.01","CONFIRMED",10.66489514,132.00872
7204981,"K02164.01","CONFIRMED",5.1233204,132.08472
3847907,"K00229.01","CONFIRMED",3.573202801,134.934397
4370527,"K02166.01","CONFIRMED",61.6174528,179.08282
6041734,"K02167.01","CONFIRMED",24.3398202,136.05813
5125347,"K02241.01","CONFIRMED",7.16520428,132.96921
9336200,"K02242.01","CONFIRMED",1.755843555,133.15509
4770617,"K02243.01","CONFIRMED",5.18560081,132.32455
4454934,"K02245.01","CONFIRMED",33.4698571,140.14977
9458343,"K02246.01","CONFIRMED",11.89520436,132.8908
7120108,"K02325.01","CONFIRMED",1.025857984,131.655621
10730703,"K02327.01","CONFIRMED",5.60013327,135.96495
8007644,"K02328.01","CONFIRMED",25.2034128,137.56393
11192235,"K02329.01","CONFIRMED",1.615357809,132.7846
6383785,"K00239.01","CONFIRMED",5.640676975,138.556259
6696580,"K02092.02","CONFIRMED",25.5638626,375.27811
6525946,"K02093.01","CANDIDATE",6.78341325,136.10468
4249725,"K00222.02","CONFIRMED",12.7945474,130.7668
8505920,"K02094.01","CONFIRMED",42.4269647,156.17194
7918992,"K02095.01","CONFIRMED",1.434745129,132.62802
6041734,"K02167.02","CANDIDATE",6.95787,359.007
11308499,"K02168.01","CONFIRMED",3.28192056,132.42485
11308499,"K02168.02","CONFIRMED",12.51610549,135.03333
9006186,"K02169.01","CONFIRMED",5.45298742,134.15183
9006186,"K02169.02","CONFIRMED",3.26662733,136.08452
7802719,"K02247.01","CONFIRMED",4.45743267,132.16006
11030475,"K02248.01","CONFIRMED",2.81814715,132.25336
11030475,"K02248.02","CANDIDATE",9.4907638,131.50396
11030475,"K02248.03","CANDIDATE",0.76196247,132.78371
5023956,"K00233.01","FALSE POSITIVE",1.824649,147.482662
12401863,"K02331.01","CONFIRMED",2.832647249,131.82642
5534941,"K02332.01","CONFIRMED",3.70063251,133.16065
11121752,"K02333.01","CONFIRMED",3.93083997,135.19393
11121752,"K02333.02","CONFIRMED",7.63008196,137.07948
2990873,"K02335.01","CONFIRMED",16.22378479,136.02454
9307509,"K02096.01","CONFIRMED",9.76293284,139.15802
10158729,"K02097.01","CONFIRMED",58.601926,137.66825
6105462,"K02098.01","CONFIRMED",25.0823402,134.13568
3120355,"K02099.01","CONFIRMED",78.0998908,139.49646
6047072,"K02100.01","CONFIRMED",4.27103727,133.14028
9006186,"K02169.03","CONFIRMED",4.27226421,133.21863
9006186,"K02169.04","CANDIDATE",2.19251903,132.2332
11410904,"K02171.01","CONFIRMED",3.53232429,134.74727
5021737,"K00026.01","FALSE POSITIVE",15.03946326,144.137461
3862246,"K00230.01","FALSE POSITIVE",4.702495974,136.308468
4173026,"K02172.01","CONFIRMED",10.44087398,137.97113
10471621,"K02554.01","CANDIDATE",39.7557642,150.60745
10471621,"K02554.02","CANDIDATE",10.27127527,135.17631
5350244,"K02555.01","CONFIRMED",12.5722897,143.0663
5374403,"K02556.01","CONFIRMED",40.8366307,152.87346
10925113,"K02557.01","FALSE POSITIVE",11.7761073,142.70558
11769801,"K02633.01","FALSE POSITIVE",29.7123181,151.5603
11752906,"K00253.02","CONFIRMED",20.6180348,145.51232
1995519,"K02634.01","CONFIRMED",19.9401211,142.34849
4914566,"K02635.01","CONFIRMED",22.2420032,144.72364
6198182,"K02636.01","CONFIRMED",3.88148385,135.12314
10024051,"K02409.01","CONFIRMED",0.577369336,132.425795
8676038,"K02410.01","FALSE POSITIVE",186.65435483,187.3800339
4349452,"K00244.01","CONFIRMED",12.720370263,178.528297
8676038,"K02410.02","FALSE POSITIVE",86.59322294,201.0035479
8073806,"K02411.01","CONFIRMED",11.96407399,133.15804
10419312,"K02412.01","FALSE POSITIVE",2.493237866,132.63633
3234598,"K02413.01","CONFIRMED",12.90467523,144.32009
10453588,"K02484.01","CONFIRMED",68.8861017,160.29958
11125613,"K02485.01","CONFIRMED",9.99115241,134.39335
8074328,"K02486.01","CANDIDATE",4.267961416,134.07063
7212184,"K02487.01","CONFIRMED",36.292017,132.17691
6956014,"K00031.01","FALSE POSITIVE",0.925589891,169.69275
9757613,"K00250.02","CONFIRMED",17.25121397,149.886479
5307858,"K02558.01","FALSE POSITIVE",1.867281146,132.07744
6605493,"K02559.01","CONFIRMED",9.30991834,136.39785
4670217,"K02560.01","CANDIDATE",18.1209388,134.17616
7259298,"K02561.01","CONFIRMED",3.23941775,133.98383
9574179,"K02637.01","CANDIDATE",3.98864999,134.8296
6211812,"K02638.01","CONFIRMED",2.524017517,133.85946
11391755,"K02639.01","CANDIDATE",25.1123362,146.3464
11391755,"K02639.02","CANDIDATE",2.121023807,170.85004
9088780,"K02640.01","CANDIDATE",33.18089453,136.482018
8894646,"K02641.01","CANDIDATE",3.55557922,132.75203
3234598,"K02413.02","CONFIRMED",31.2012202,140.07042
8611832,"K02414.01","CONFIRMED",22.5968256,140.42654
8611832,"K02414.02","CONFIRMED",45.3486381,142.25049
5621586,"K02415.01","CONFIRMED",5.25419589,133.72952
9210387,"K02416.01","CONFIRMED",5.90608902,131.56096
11852982,"K00247.01","CONFIRMED",13.81504449,181.12621
8559152,"K02488.01","CONFIRMED",12.4128518,140.35679
2718778,"K02489.01","CONFIRMED",3.92453009,132.40179
3122913,"K02490.01","CONFIRMED",11.60653061,134.41637
9229657,"K02491.01","CONFIRMED",2.66831274,131.68823
10415227,"K02562.01","FALSE POSITIVE",2.9322509,133.7648
5175024,"K02563.01","CONFIRMED",23.4772553,145.3641
9026749,"K02564.01","CONFIRMED",66.5576728,181.3241
12216278,"K02565.01","FALSE POSITIVE",2.01948607,132.9238
9159242,"K02566.01","FALSE POSITIVE",3.04468229,132.464
12061096,"K02642.01","FALSE POSITIVE",15.05028313,141.53522
5794240,"K00254.01","CONFIRMED",2.455240626,170.821762
6933567,"K02643.01","CONFIRMED",9.08233411,139.65489
9993529,"K02644.01","FALSE POSITIVE",0.790539912,131.87702
11303815,"K02645.01","FALSE POSITIVE",1.705782214,133.15607
6044553,"K02646.01","FALSE POSITIVE",0.532086296,131.9134
9654468,"K02417.01","CONFIRMED",47.7052566,146.3164
4349452,"K00244.02","CONFIRMED",6.238535444,171.706325
10027247,"K02418.01","CONFIRMED",86.829519,189.26162
