period,epoch,quarters_used,original_points,final_points,is_folded,data_reduction_ratio,mean,std,variance,median,min,max,range,skewness,kurtosis,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,percentile_99,iqr,cv,mad,trimmed_mean_10,trimmed_std_10,acf_lag_1,acf_lag_2,acf_lag_3,acf_lag_4,acf_lag_5,acf_lag_6,acf_lag_7,acf_lag_8,acf_lag_9,acf_lag_10,acf_lag_11,acf_lag_12,acf_lag_13,acf_lag_14,acf_lag_15,acf_lag_16,acf_lag_17,acf_lag_18,acf_lag_19,acf_lag_20,fft_power_1,fft_freq_1,fft_power_2,fft_freq_2,fft_power_3,fft_freq_3,fft_power_4,fft_freq_4,fft_power_5,fft_freq_5,fft_power_6,fft_freq_6,fft_power_7,fft_freq_7,fft_power_8,fft_freq_8,fft_power_9,fft_freq_9,fft_power_10,fft_freq_10,fft_mean_power,fft_std_power,fft_max_power,ls_power_1,ls_freq_1,ls_period_1,ls_power_2,ls_freq_2,ls_period_2,ls_power_3,ls_freq_3,ls_period_3,ls_power_4,ls_freq_4,ls_period_4,ls_power_5,ls_freq_5,ls_period_5,ls_power_6,ls_freq_6,ls_period_6,ls_power_7,ls_freq_7,ls_period_7,ls_power_8,ls_freq_8,ls_period_8,ls_power_9,ls_freq_9,ls_period_9,ls_power_10,ls_freq_10,ls_period_10,ls_power_11,ls_freq_11,ls_period_11,ls_power_12,ls_freq_12,ls_period_12,ls_power_13,ls_freq_13,ls_period_13,ls_power_14,ls_freq_14,ls_period_14,ls_power_15,ls_freq_15,ls_period_15,ls_power_16,ls_freq_16,ls_period_16,ls_power_17,ls_freq_17,ls_period_17,ls_power_18,ls_freq_18,ls_period_18,ls_power_19,ls_freq_19,ls_period_19,ls_power_20,ls_freq_20,ls_period_20,ls_dominant_freq,ls_dominant_power,n_dips,max_dip_depth,mean_dip_depth,std_dip_depth,max_dip_duration,mean_dip_duration,max_dip_width,mean_dip_width,dip_snr,dip_symmetry,mean_derivative,max_derivative,std_derivative,mean_second_derivative,max_second_derivative,linear_slope,linear_r2,linear_stderr,area_below_median,baseline_std,baseline_range,rms,white_noise_estimate,flux_stability,max_consecutive_diff,n_outliers_3sigma,n_outliers_5sigma,mean_flux_err,median_flux_err,std_flux_err,min_flux_err,max_flux_err,weighted_mean_flux,snr_mean,snr_max
17.276296682,133.839172,17,58975,4934,1,11.952776651803813,-0.034401715,2.0103104,4.0413475,0.0,-51.80778,6.9385543,58.746334,-8.394437,182.40198,-2.5253313,-1.9509367,-0.99404156,1.0056162,1.9139677,2.4856057,3.8986785,1.9996578,-58.436344,1.0,0.0029662652,0.9919803,0.37744823,0.2866247,0.21318594,0.11400987,0.06845645,0.10760374,0.0069278954,-0.018353112,-0.010845334,-0.02771857,-0.005746043,0.046514418,-0.029876344,-0.019222254,-0.014330823,-0.0020938986,0.00019177682,0.03679028,-0.010034834,-0.013834866,203307.2,0.8690859004855156,179330.95,48.37911512702704,177319.02,7.358260624110699,170570.53,97.68525521457197,161705.3,10.892543286085129,154209.12,6.257418483495712,150717.47,2.201684281229973,145169.06,49.19026196748018,144312.81,1.969928041100502,142915.03,1.8540499210357664,19947.371,24132.291,203307.2,0.0040706870603645,0.8541541541541542,1.170748857377241,0.0040425571834852,0.8591491491491492,1.163942257279008,0.0040415223669434,0.8491591591591592,1.177635534179722,0.0039610202451984,0.8441641641641642,1.1846037091495518,0.0039537585088988,0.8641441441441442,1.1572143452877397,0.0038362308877995,0.8391691691691692,1.1916548375937877,0.0038031326071096,0.8691391391391392,1.1505637647275615,0.0036725044318459,0.8341741741741743,1.1987904096767223,0.0035910710245567,0.8741341341341342,1.143989189931979,0.0034716656845805,0.8291791791791793,1.2060119514697891,0.0033205449338011,0.8791291291291292,1.1374893253629377,0.0032330724881573,0.8241841841841843,1.2133210260396423,0.0031635870593206,0.3596496496496497,2.780483731804392,0.0031385717425377,0.3646446446446447,2.7423959591523,0.0030328589492103,0.3546546546546547,2.819644369178662,0.003000162118762,0.8841241241241242,1.131062904759748,0.0029591503896987,0.5944144144144144,1.6823279781752043,0.0029588798835655,0.3696396396396396,2.7053375578844747,0.0029573363951748,0.8191891891891893,1.2207192345760474,0.0029503645128608,0.9490590590590592,1.053675206463385,0.8541541541541542,0.0040706870603645,8,51.80778121948242,51.80778121948242,0.0,0.1703609824180603,0.1703609824180603,8,8.0,25.77103614807129,1.0,255.7728,4629.8193,343.30063,63225.3,960632.6,-0.0061630355083394,0.0002357861044857,0.0057144288004307,28.028143,0.1418352649977039,0.7592899650335312,2.0106046,1.586425416801214,1.443681,19.565481,12,6,6.0436312e-05,5.8564285e-05,2.2758106e-05,0.0,0.00020768237,0.0,1000000.0,1000000.0
