kic_id,filename,period,epoch,quarters_used,original_points,final_points,is_folded,data_reduction_ratio,mean,std,variance,median,min,max,range,skewness,kurtosis,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,percentile_99,iqr,cv,mad,trimmed_mean_10,trimmed_std_10,acf_lag_1,acf_lag_2,acf_lag_3,acf_lag_4,acf_lag_5,acf_lag_6,acf_lag_7,acf_lag_8,acf_lag_9,acf_lag_10,acf_lag_11,acf_lag_12,acf_lag_13,acf_lag_14,acf_lag_15,acf_lag_16,acf_lag_17,acf_lag_18,acf_lag_19,acf_lag_20,fft_power_1,fft_freq_1,fft_power_2,fft_freq_2,fft_power_3,fft_freq_3,fft_power_4,fft_freq_4,fft_power_5,fft_freq_5,fft_power_6,fft_freq_6,fft_power_7,fft_freq_7,fft_power_8,fft_freq_8,fft_power_9,fft_freq_9,fft_power_10,fft_freq_10,fft_mean_power,fft_std_power,fft_max_power,ls_power_1,ls_freq_1,ls_period_1,ls_power_2,ls_freq_2,ls_period_2,ls_power_3,ls_freq_3,ls_period_3,ls_power_4,ls_freq_4,ls_period_4,ls_power_5,ls_freq_5,ls_period_5,ls_power_6,ls_freq_6,ls_period_6,ls_power_7,ls_freq_7,ls_period_7,ls_power_8,ls_freq_8,ls_period_8,ls_power_9,ls_freq_9,ls_period_9,ls_power_10,ls_freq_10,ls_period_10,ls_power_11,ls_freq_11,ls_period_11,ls_power_12,ls_freq_12,ls_period_12,ls_power_13,ls_freq_13,ls_period_13,ls_power_14,ls_freq_14,ls_period_14,ls_power_15,ls_freq_15,ls_period_15,ls_power_16,ls_freq_16,ls_period_16,ls_power_17,ls_freq_17,ls_period_17,ls_power_18,ls_freq_18,ls_period_18,ls_power_19,ls_freq_19,ls_period_19,ls_power_20,ls_freq_20,ls_period_20,ls_dominant_freq,ls_dominant_power,n_dips,max_dip_depth,mean_dip_depth,std_dip_depth,max_dip_duration,mean_dip_duration,max_dip_width,mean_dip_width,dip_snr,dip_symmetry,mean_derivative,max_derivative,std_derivative,mean_second_derivative,max_second_derivative,linear_slope,linear_r2,linear_stderr,area_below_median,baseline_std,baseline_range,rms,white_noise_estimate,flux_stability,max_consecutive_diff,n_outliers_3sigma,n_outliers_5sigma,mean_flux_err,median_flux_err,std_flux_err,min_flux_err,max_flux_err,weighted_mean_flux,snr_mean,snr_max,label
10004519,KIC_10004519.npz,9.80321143,363.98686,14,51301,2824,1,18.166076487252123,-0.12291715,1.7830193,3.179158,0.0,-12.018922,5.2210693,17.23999,-1.4495492,6.1416416,-2.6275148,-1.9963151,-1.0274457,0.95221895,1.8483375,2.4274611,3.4849782,1.9796646,-14.505862,1.0,-0.030373875,0.9788742,0.34519458,0.3506803,0.32839105,0.3470632,0.35093424,0.3257228,0.34371808,0.30825412,0.32489812,0.29643887,0.3071179,0.2661863,0.2880074,0.28234917,0.2448602,0.25465873,0.24617961,0.23066269,0.22797093,0.22784974,268026.0,0.7149883583188057,247505.52,0.612847164273262,236158.45,1.4299767166376114,217615.95,1.3278355225920677,212804.1,0.4085647761821747,202430.47,0.5107059702277184,189985.55,0.919270746409893,172629.6,1.7364002987742424,151390.72,1.1235531345009804,146221.28,0.8171295523643494,8978.345,21384.145,268026.0,0.023451417110878923,0.6793293293293293,1.4720400795697342,0.023429754543158925,0.6843243243243243,1.4612954186413902,0.0233598554523898,0.6743343343343344,1.4829439182970636,0.023289259524332456,0.6893193193193193,1.4507064751753482,0.023167786358669798,0.6693393393393394,1.4940104984521512,0.023032147816256735,0.6943143143143143,1.4402698884115221,0.022893385470069482,0.6643443443443444,1.5052434908389585,0.02266806097240086,0.6993093093093093,1.4299823936101688,0.022558082836800167,0.6593493493493494,1.5166466774962424,0.0222126460031524,0.7043043043043044,1.4198408186469584,0.022184246969313186,0.6543543543543544,1.528223955943093,0.022027319694301172,1.3836236236236237,0.7227399004514411,0.02200848187140236,1.3886186186186187,0.7201401353776951,0.021946764156271933,1.3786286286286287,0.7253585042657469,0.02188601276277291,1.3936136136136137,0.7175590064788611,0.02179312892069486,0.6493593593593594,1.5399793436204159,0.021773949208680483,1.3736336336336337,0.7279961523326484,0.021685442099606784,0.7092992992992994,1.4098420807519156,0.02165931480020565,1.3986086086086087,0.7149963140830655,0.021517931872795455,1.3686386386386387,0.7306530531643347,0.6793293293293293,0.023451417110878923,4,12.018921852111816,10.242790222167969,1.7761311531066895,0.15603283047676086,0.0796487033367157,46,24.0,6.740769386291504,1.0,233.75014,1159.6399,293.13232,58392.55,256540.66,-0.0013086159218878171,4.314869273764577e-06,0.011859023702541934,12.637917,0.2933259408436413,1.9590230584144592,1.787251,1.4430522905855832,1.3605928,6.906725,44,12,8.719538e-05,8.629948e-05,1.6442607e-05,3.6090743e-05,0.00016138885,-0.1356322,15323.732,267730.66,1
10004738,KIC_10004738.npz,92.8747294,145.93535,17,60300,26012,1,2.3181608488389975,-0.014573472,1.644974,2.7059393,0.0,-10.093996,9.609514,19.70351,-0.11371755,1.5949326,-2.6170778,-1.9854989,-1.0115278,0.98664653,1.9652388,2.6025026,3.9830081,1.9981743,-112.87454,1.0,-0.006316872,0.9980383,0.032396406,0.042712092,0.04189609,0.035357308,0.04856739,0.10711232,0.040749885,0.04347864,0.04130135,0.057469774,0.050660487,0.074328415,0.031551227,0.03615703,0.024538102,0.041530535,0.053696267,0.052622452,0.033427607,0.025504492,1280829.6,0.7800815142691135,969286.6,0.36895747296512127,888622.9,0.8117064405232668,875140.8,0.5270821042358875,870538.44,93.44111543893814,857939.6,0.674665093421936,833848.1,0.5797903146594763,809818.6,3.088701130822301,728256.94,48.523178515955806,706538.1,0.548165388405323,70389.96,76839.51,1280829.6,0.0014590667494235056,1.8431631631631633,0.5425455651380531,0.0013782274464179053,0.5494594594594595,1.8199704869650761,0.0012490405439744248,1.2937137137137138,0.7729685396388171,0.0012053970634723818,0.8091991991991992,1.2357896559828794,0.001130051169878146,1.2887187187187188,0.775964518459256,0.0011282786625065938,0.5544544544544545,1.8035746524643435,0.0010209517014106093,0.8141941941941943,1.2282082175612874,0.0010189337172514447,0.3396696696696697,2.9440367783573507,0.000975297537614097,1.8381681681681683,0.5440198657104115,0.0009592804852756678,0.7992092092092092,1.2512368332059969,0.0008564863924450294,0.5994094094094095,1.6683088124780814,0.0008530142897088716,0.37463463463463464,2.6692673542457115,0.0008465848951515886,1.8481581581581583,0.5410792337148149,0.0008260960901416619,0.31469469469469474,3.1776830587187477,0.0008078723744234722,0.36963963963963964,2.7053375578844747,0.0008066044768447972,1.4685385385385386,0.6809491026331396,0.000804135379193765,0.5244844844844845,1.9066340942056645,0.0007928326517174456,0.8042042042042042,1.243465272591486,0.0007870573219042724,0.9440640640640641,1.0592501484434642,0.0007802539377544445,0.7942142142142142,1.259106148067858,1.8431631631631633,0.0014590667494235056,262,10.093996047973633,7.7038116455078125,1.2460637092590332,0.06615135818719864,0.01595311611890793,19,5.444444444444445,6.136264801025391,1.0,243.75938,1784.4553,312.07153,57968.855,434947.8,0.00044449290999245845,5.250877765593833e-05,0.0003803358866176563,116.68588,0.06141284136812601,0.30906055867671967,1.6450386,1.6181409203056616,1.4766053,12.756559,241,12,5.950608e-05,0.0,7.1549846e-05,0.0,0.0006091193,,,,0
10005788,KIC_10005788.npz,10.99470891,137.35769,17,60436,3167,1,19.08304389011683,-0.091538414,1.6031482,2.570084,0.0,-11.585033,4.657654,16.242687,-1.1695184,6.5483646,-2.485289,-1.9642358,-1.075501,0.9356373,1.7727461,2.2479095,3.2400794,2.0111382,-17.513393,1.0,-0.044733062,0.9770226,0.19749165,0.17505567,0.21184532,0.14890642,0.1792314,0.29914325,0.13640484,0.1036098,0.11497434,0.03745839,0.11027783,0.1844494,0.038843155,0.043605845,0.018301971,-0.011935005,0.030977597,0.08846168,0.02266325,-0.02023815,195391.3,97.66126237809658,90853.16,5.0874704122543335,88614.16,49.148598089814186,84806.586,3.633907437324524,84141.99,1.5444106608629227,83024.53,48.60351197421551,82463.97,2.3620398342609406,82220.414,0.8176291733980179,76680.62,2.5437352061271667,73358.82,1.7261060327291489,8142.026,11824.553,195391.3,0.008391721169547504,1.5134934934934936,0.6607230254368444,0.008361674379918365,1.5084984984984986,0.6629108355065395,0.008334977982232135,1.5184884884884886,0.6585496087595667,0.008252573188841265,1.5035035035035036,0.6651131824234354,0.008187709610264274,1.5234834834834836,0.6563904439012851,0.008075050052231678,1.4985085085085086,0.667330211555033,0.007950849296377453,1.5284784784784786,0.654245391139199,0.007841312215321392,1.4935135135135136,0.669562070213536,0.007630103768210004,1.5334734734734736,0.6521143125709884,0.007563844788259307,1.4885185185185186,0.6718089076884797,0.007533184107120828,2.5124924924924925,0.39801113953099226,0.007501399511187171,2.5074974974974973,0.39880398724146604,0.007499375771423113,2.5174874874874873,0.3972214380290819,0.007411563300876337,2.5025025025025025,0.3996,0.0073948372211844965,2.5224824824824825,0.396434864045461,0.00727287516225534,2.4975075075075073,0.40039919679680647,0.0072543469449720096,1.4835235235235236,0.6740708752800194,0.007235493511374358,1.5384684684684686,0.6499970720852608,0.0072214582350937076,0.8341741741741743,1.1987904096767223,0.007217426475817775,2.5274774774774773,0.3956513990376047,1.5134934934934936,0.008391721169547504,11,11.585033416748047,11.585033416748047,0.0,0.05926727503538132,0.05926727503538132,18,18.0,7.22642707824707,1.0,235.89957,1214.3088,296.14114,58541.57,285469.44,-0.03552878902602612,0.004948968092189559,0.00895486201610442,13.663976,0.25776136959348367,1.3037742376327515,1.6057594,1.435558075158164,1.4043944,6.8340206,20,13,0.00010469451,0.00010263763,2.3852317e-05,2.5409188e-05,0.00025506836,-0.08356882,11956.84,123432.164,0
10006581,KIC_10006581.npz,40.1097817,142.08227,17,60030,11539,1,5.202357223329578,-0.010512654,1.6778896,2.8153133,0.0,-8.933647,9.292163,18.225811,-0.07652968,1.7332296,-2.7029335,-1.9791394,-1.0062429,0.9899306,2.0194128,2.6738646,4.166858,1.9961735,-159.60666,1.0,-0.0057123434,0.99938095,0.065902546,0.043726355,0.0615172,0.050473843,0.056452848,0.076090455,0.054335732,0.065317035,0.049228035,0.049700495,0.062319543,0.034902554,0.03992548,0.053102113,0.035408527,0.050064113,0.04979088,0.046028584,0.032616757,0.028742762,417130.78,0.806857705116272,389080.5,0.453857459127903,369752.1,2.6475018449127674,354126.34,0.403428852558136,298812.44,1.462429590523243,285120.34,1.412000983953476,274380.12,30.660592794418335,260809.17,71.38169259950519,259773.11,139.61159728839993,254060.36,1.361572377383709,32488.715,34820.113,417130.78,0.0022780233741140597,2.612392392392392,0.38279088658814153,0.002234252655784586,1.4535535535535535,0.6879691481302941,0.002210701630125609,1.4585485485485485,0.6856131055734375,0.002206344087931203,0.7942142142142142,1.259106148067858,0.002182699030050517,0.38961961961961966,2.566605862857436,0.0021823319462171663,0.39461461461461467,2.534118005174775,0.00217041542921428,0.7992092092092092,1.2512368332059969,0.002081801070646622,2.6173873873873874,0.3820603724228135,0.002067323916199117,0.4495595595595596,2.2243993676382177,0.0019639398492804026,2.6073973973973974,0.38352419964757234,0.0019027379533498995,0.45455455455455457,2.1999559568377007,0.0018975152782643666,0.4445645645645646,2.2493920562010263,0.0018751898155073504,0.7892192192192192,1.2670750732468323,0.0018701885111249302,1.4635435435435435,0.6832731451083388,0.0018605066619796237,1.4485585585585585,0.6903414391442254,0.001844338484225753,0.8042042042042042,1.243465272591486,0.0018417623882523145,0.38462462462462466,2.599937539038101,0.0018374739600275818,0.3996096096096096,2.5024423235890882,0.0017676327671943186,0.7392692692692693,1.3526870946339349,0.0017584731034599348,0.7342742742742743,1.361888922212831,2.612392392392392,0.0022780233741140597,99,8.206207275390625,7.371748447418213,0.7411150932312012,0.05381477251648903,0.02273709513247013,17,7.5,4.890790939331055,1.0,263.5738,1821.1504,337.5868,66367.7,484787.16,-0.0015115380037817624,0.00010878709786195542,0.0013491502087416864,50.006935,0.06071736190658596,0.3363499939441681,1.6779225,1.6217019918300442,1.465671,12.10805,127,5,9.3039336e-05,9.118203e-05,5.5298806e-05,0.0,0.00042267045,,inf,inf,0
10010440,KIC_10010440.npz,53.5991459,147.43015,17,49101,15232,1,3.2235425420168067,0.010926126,1.5859647,2.5152838,0.0,-7.595354,7.6513076,15.246662,0.02990883,0.7399161,-2.5337582,-1.932932,-0.9932575,1.0071603,1.9782416,2.6100514,3.974145,2.0004177,145.15344,1.0,0.004924244,0.99042714,0.027727697,0.029558325,0.0011154066,0.017152973,0.034979634,0.07984169,0.012673924,0.017765656,0.012960709,0.02119064,0.03168079,0.0775111,0.022748416,0.018573213,0.012866583,0.016085371,0.053209882,0.054790802,0.017449815,0.012270015,955892.9,0.33480845019221306,631485.94,0.5580140836536884,538020.25,0.725418308749795,484130.56,0.6324159614741802,437481.66,49.440047811716795,407456.62,49.32844499498606,377003.78,0.5952150225639343,364066.2,0.29760751128196716,360478.44,0.6138154920190573,342067.78,101.44696040824056,38294.465,42532.992,955892.9,0.003514721705306117,0.3346746746746747,2.9879763115391516,0.003482756545394209,0.3296796796796797,3.0332473052983144,0.0028830669257764994,0.5644444444444445,1.7716535433070864,0.002739881549925615,0.5694394394394395,1.756112995939318,0.002375252313895411,0.3396696696696697,2.9440367783573507,0.002339411910716014,0.3246846846846847,3.0799112097669257,0.0023032390106649315,0.5594494494494495,1.7874715954839053,0.001994754526165917,0.7292792792792793,1.3712168004941323,0.001946719405690236,0.7242842842842844,1.3806733373873623,0.0017191932985336144,0.5744344344344344,1.7408427142508627,0.0016599569290303537,0.5544544544544545,1.8035746524643435,0.0014785963927623868,0.6343743743743744,1.5763562344179,0.0014245875222396434,0.6393693693693694,1.5640411441454134,0.0014034156058460089,0.38462462462462466,2.599937539038101,0.001396145425636024,0.2997097097097097,3.3365619050799906,0.0013073405993303834,0.6293793793793794,1.5888667992047714,0.0012942595394162615,0.6143943943943945,1.6276190165857471,0.0012881379003222902,0.38961961961961966,2.566605862857436,0.0012350597206890511,0.30470470470470473,3.2818659658344282,0.0012257605940104018,1.073933933933934,0.9311559756165761,0.3346746746746747,0.003514721705306117,133,6.065886497497559,5.26486349105835,0.8323575854301453,0.00750451534986496,0.007104706019163132,3,3.0,3.8247299194335938,1.0,246.8666,1373.5787,313.00665,60493.59,320015.94,-0.0006590996608521244,4.133291288737823e-05,0.0008306998931741319,64.38532,0.06381867301919289,0.372262641787529,1.5860023,1.5638561165984182,1.4430876,11.586788,112,0,0.00011676863,0.000116339914,8.374137e-05,0.0,0.0005963912,,inf,inf,1
10015937,KIC_10015937.npz,59.6585348,168.08764,16,59257,17096,1,3.4661324286382778,0.011580482,1.6005479,2.5617537,-4.5474735e-13,-8.818542,8.534028,17.35257,0.04745731,0.8598683,-2.563494,-1.9363694,-0.99211687,1.0104315,1.9953253,2.6531453,4.030657,2.0025485,138.21082,1.0,0.004699002,0.99778587,0.011851988,0.02831184,0.023827367,0.019109678,0.011120183,0.026652034,0.006923549,0.02995339,0.014306786,0.013259926,0.015200116,0.021003233,0.016325846,0.012324679,0.024442371,0.020714097,0.00610074,0.013894101,0.019241376,0.0052933875,453022.75,1.4152037091553211,396469.75,0.47721985541284084,394536.94,134.55954336933792,355664.75,0.46076399832963943,355470.75,128.28986182063818,348677.56,136.12284979224205,336324.38,75.10453172773123,332347.7,4.475993126630783,331818.47,60.014510782435536,326954.94,1.7114091366529465,43798.36,44698.617,453022.75,0.0013624452801950385,0.47952952952952954,2.085377309257906,0.001308857672901912,0.4745345345345346,2.107328186305531,0.0013064621760221697,1.4435635635635637,0.6927301472831664,0.001146296732670245,1.4385685685685687,0.695135443557646,0.0010829839289540834,0.48452452452452455,2.0638790182629534,0.0010455987069973509,1.4485585585585585,0.6903414391442254,0.0010331982431282386,1.7432632632632634,0.5736368230051908,0.0009784973954556392,0.4695395395395396,2.129746093333617,0.0009335257105760686,1.7382682682682684,0.575285195188105,0.0009081090103739614,0.4295795795795796,2.3278573925200976,0.0008974655404604353,0.6343743743743744,1.5763562344179,0.0008457508876627912,0.5794294294294294,1.7258357087328324,0.000827028081048944,0.5744344344344344,1.7408427142508627,0.0008266289591262736,0.4345745745745746,2.3011010273183765,0.000801289947925002,0.4245845845845846,2.355243304413429,0.0007501635742508605,4.555445445445446,0.21951750097233727,0.0007453958127404831,1.4785285285285286,0.6763481263328932,0.0007430835137969401,0.8991091091091091,1.1122120662205943,0.0007391115470570472,4.6004004004004,0.21737238348056923,0.0007328116260977425,3.2217817817817815,0.31038725392722216,0.47952952952952954,0.0013624452801950385,136,7.030142307281494,6.045110702514648,0.6112779378890991,0.010828018188476562,0.009566061198711395,4,3.5,4.392334938049316,1.0,248.1817,1440.8302,313.85925,60275.4,373923.72,-0.0007936888287633341,7.30775437608692e-05,0.0007101017415954674,73.0276,0.05938383746586643,0.29673825204372406,1.6005898,1.5910555009912266,1.4640917,10.861385,126,4,0.00018505978,0.00017740697,0.000111987036,0.0,0.00088320667,,inf,inf,1
10018233,KIC_10018233.npz,16.2959916,133.90784,17,60631,4694,1,12.916702172986792,0.016425068,1.5269624,2.331614,0.0,-8.90577,5.8110414,14.716812,-0.08025573,0.638278,-2.4546347,-1.8751649,-0.9712178,1.0210912,1.9087285,2.4902818,3.6566985,1.9923091,92.96536,1.0,0.019099649,0.9776417,0.05974756,0.047890563,0.036815606,0.016796287,0.013021533,0.050360575,0.028915677,0.052894242,0.044035554,0.04641517,0.027661525,0.039845128,0.01142118,0.0034271998,-0.005604071,0.024600672,0.044423155,0.0065423218,0.03532165,-0.008235898,106243.71,0.7758546248078346,94037.68,30.138968117535114,80640.07,93.75904735177755,79513.945,1.6113903746008873,72207.88,86.41826897859573,68574.5,1.4920281246304512,67862.37,17.06880174577236,66856.35,0.9548979997634888,65729.91,70.06564073264599,64883.445,31.690677367150784,10949.086,11146.296,106243.71,0.004852692474339964,0.8141941941941943,1.2282082175612874,0.004833562728460009,0.8191891891891893,1.2207192345760474,0.004761140338927494,0.8091991991991992,1.2357896559828794,0.004706196153951029,0.8241841841841843,1.2133210260396423,0.004559059322861908,0.8042042042042042,1.243465272591486,0.004475600883249377,0.8291791791791793,1.2060119514697891,0.00425094851911042,0.7992092092092092,1.2512368332059969,0.004151134189082382,0.8341741741741743,1.1987904096767223,0.003847984270618795,0.7942142142142142,1.259106148067858,0.0037488648607304715,0.8391691691691692,1.1916548375937877,0.0035234751531150236,1.6683383383383383,0.5993988012023976,0.00350992829365977,1.6733333333333333,0.5976095617529881,0.003409851789627346,1.6633433433433433,0.6011987867700159,0.003369510192347098,0.7892192192192192,1.2670750732468323,0.0033649865008076436,1.6783283283283283,0.5958309724748755,0.0032924786208436167,0.8441641641641642,1.1846037091495518,0.003188401657787693,1.6583483483483485,0.6030096155587346,0.003101240308063987,1.6833233233233234,0.5940629385599772,0.0030399802035436744,0.4645445445445446,2.1526460955007756,0.0030280507133589075,0.4695395395395396,2.129746093333617,0.8141941941941943,0.004852692474339964,26,8.905770301818848,6.657625198364258,1.3430328369140625,0.010485815815627575,0.007028593216091394,4,3.0,5.832344055175781,1.0,234.20888,1362.2347,295.9134,56666.035,454629.75,-2.691800450207156e-05,6.87828074928785e-09,0.004738314782702472,18.746439,0.12363220383320979,0.632531002163887,1.5270506,1.4807052735208517,1.4103779,7.4643626,20,2,8.895757e-05,8.710686e-05,2.2651413e-05,0.0,0.00024318881,,inf,inf,0
10019065,KIC_10019065.npz,52.6298542,155.61064,17,59758,15070,1,3.9653616456536165,-0.0019760993,1.6057432,2.578411,0.0,-10.659685,12.057976,22.71766,-0.09926654,1.4762702,-2.5729752,-1.9281251,-0.9920153,1.0075126,1.9531643,2.5374355,3.9628766,1.9995279,-812.5822,1.0,0.006694224,0.98912716,0.020547498,0.043232776,0.027533822,0.028071545,0.034501877,0.08193768,0.0275493,0.04603357,0.04520411,0.032552503,0.03854211,0.07608029,0.013125934,0.03345155,0.035001017,0.025794169,0.041900262,0.06666538,0.024993978,0.026258716,457580.5,0.8124478496611118,424522.4,0.8511358425021172,420104.38,1.4701437279582024,418427.44,0.9671998210251331,397221.7,98.71241373382509,378065.88,98.15143783763051,370811.78,1.0058878138661385,332451.84,0.23212795704603195,324398.44,1.0252318102866411,323006.44,0.5996638890355825,38853.887,41549.312,457580.5,0.0023561129482991107,0.9940140140140141,1.0060220337958952,0.002242795294149564,0.999009009009009,1.0009919740283164,0.0017468303344515671,0.9890190190190191,1.011102901733753,0.001631117971960396,0.7992092092092092,1.2512368332059969,0.0015862632966228759,0.7542542542542543,1.3258128732581287,0.0015424957097034885,1.004004004004004,0.996011964107677,0.0014931866472341839,0.7942142142142142,1.259106148067858,0.0014598494558818581,1.4085985985985987,0.7099254542741207,0.0014327104030719651,0.6343743743743744,1.5763562344179,0.0014228806363140772,1.4135935935935937,0.7074169015281337,0.0013882849289771646,0.9490590590590591,1.053675206463385,0.0013471123236990252,0.9540540540540541,1.048158640226629,0.0013151742965072661,0.8391691691691692,1.1916548375937877,0.0013084725705121549,0.7492592592592593,1.3346515076618883,0.001307332811885631,1.9480580580580582,0.5133317232838842,0.0013049199620298207,0.6393693693693694,1.5640411441454134,0.0012861911870039853,1.4036036036036037,0.7124518613607188,0.001269746294186651,1.6034034034034035,0.6236733674616056,0.0012541307837351599,1.4185885885885887,0.7049260145218992,0.0012367303552612376,1.9430630630630632,0.5146513353115727,0.9940140140140141,0.0023561129482991107,138,7.849193096160889,6.2626237869262695,0.8840671181678772,0.03744828701019287,0.009183929301798344,12,3.6,4.888199806213379,1.0,254.49928,1873.5828,323.9421,64208.094,471424.97,-0.0001059046070247714,1.0064840111907568e-06,0.0008599701732036299,64.40386,0.06927629343447585,0.4225729703903198,1.6057445,1.589025877354336,1.4567714,12.378543,136,5,0.000120110126,0.00011732955,7.572684e-05,0.0,0.00058352924,,inf,inf,0
10019708,KIC_10019708.npz,3.268695042,137.4817205,17,59852,903,1,66.28128460686601,-0.21351343,3.0503602,9.304698,0.0,-46.858154,3.9651976,50.823353,-9.620586,124.25831,-2.5339592,-1.9876587,-1.0279086,0.9829152,1.7915509,2.309476,3.3481717,2.0108237,-14.286503,1.0,-0.009939001,0.9867685,0.69739425,0.520992,0.32009703,0.15702201,0.06323293,0.0552626,0.022067953,0.005333342,0.01179337,0.014800597,0.0020695487,0.023193946,-0.0063683544,-0.009618393,-0.008948945,-0.011353386,-0.008597271,0.0142148575,0.012847826,0.038603522,99378.734,0.6383582949638367,67980.695,1.2767165899276733,60838.62,10.213732719421387,52921.13,5.106866359710693,51805.688,3.5109706223011017,48899.344,14.363061636686325,48883.06,4.468508064746857,48378.7,9.894553571939468,45763.535,0.957537442445755,44883.67,18.193211406469345,8411.456,12747.948,99378.734,0.030125347975490883,0.5744344344344344,1.7408427142508627,0.030117246239248267,0.5794294294294294,1.7258357087328324,0.030100595947848693,0.5694394394394395,1.756112995939318,0.03007979407819841,0.5844244244244244,1.7110852288298164,0.030039451905453554,0.5644444444444445,1.7716535433070864,0.030016399107659016,0.5894194194194194,1.696584752814904,0.029938415734413314,0.5594494494494495,1.7874715954839053,0.0299303244446287,0.5944144144144144,1.6823279781752045,0.029824651246921432,0.5994094094094095,1.6683088124780814,0.029794110242812356,0.5544544544544545,1.8035746524643435,0.029702251485992603,0.6044044044044045,1.6545213646902945,0.02960337631659682,0.5494594594594595,1.8199704869650761,0.029565769665597534,0.6093993993993995,1.6409599369240624,0.029417612113010975,0.6143943943943945,1.6276190165857471,0.029363376086547825,0.5444644644644645,1.8366671569348432,0.029259942478718506,0.6193893893893895,1.6144932689044391,0.029094682157708184,0.6243843843843844,1.6015775298191612,0.02907170068626081,0.5394694694694695,1.8536730187593935,0.028923514467409234,0.6293793793793794,1.5888667992047714,0.028747891564741283,0.6343743743743744,1.5763562344179,0.5744344344344344,0.030125347975490883,1,46.858154296875,46.858154296875,0.0,0.15250447392463684,0.15250447392463684,6,6.0,15.361515045166016,1.3206526041030884,260.99014,4892.1724,431.80814,63982.54,921315.44,0.09430186790162125,0.0008885654391935076,0.10534651077360017,10.204971,0.3933744553856916,1.706887662410736,3.0578237,1.6808250851589441,1.4788258,19.608849,6,5,3.609799e-05,3.584717e-05,6.0069187e-06,2.568761e-05,0.00015131278,-0.11990086,35853.098,743794.5,0
10022908,KIC_10022908.npz,6.99130452,135.46291,14,48300,2014,1,23.982125124131084,-0.05430425,1.7550781,3.0802991,0.0,-13.124761,5.1221986,18.24696,-1.5984055,8.581572,-2.414798,-1.9146633,-0.997465,1.000684,1.9000785,2.4716442,3.494729,1.998149,-32.31935,1.0,0.01302828,0.98181736,0.33374006,0.31941944,0.3344757,0.27252215,0.29762164,0.32529938,0.23848876,0.21303725,0.19429399,0.21016869,0.19606243,0.19390553,0.13172242,0.11552285,0.09016546,0.06482788,0.07657341,0.09149413,0.04767733,0.024850987,120935.37,2.432161331176758,98115.52,0.5722732543945312,86297.63,0.7153415679931641,84090.586,3.862844467163086,82642.97,3.004434585571289,78131.92,1.573751449584961,74768.6,3.147502899169922,71950.65,1.4306831359863281,69342.54,2.7182979583740234,65823.69,3.4336395263671875,6207.324,10900.343,120935.37,0.02005477760573045,0.6443643643643644,1.551916982538992,0.020048142892765592,0.6393693693693694,1.5640411441454134,0.0199916839636696,0.6493593593593594,1.5399793436204159,0.019976827944229128,0.6343743743743744,1.5763562344179,0.019911380152799592,2.4125925925925924,0.41449186367823154,0.0198924429293985,2.4175875875875876,0.41363547907600706,0.019855054402986263,0.6543543543543544,1.528223955943093,0.019846625532810396,0.6293793793793794,1.5888667992047714,0.019832420727667353,2.4075975975975976,0.41535180172876157,0.019778235304286428,2.4225825825825824,0.4127826259420865,0.01966361943513886,0.6243843843843844,1.6015775298191612,0.019654848921086782,2.4026026026026024,0.41621531539038414,0.0196428121910343,0.6593493493493494,1.5166466774962424,0.019573098379445597,2.4275775775775776,0.41193328247737254,0.01943380316334683,0.6193893893893895,1.6144932689044391,0.019379980365685043,2.3976076076076076,0.4170824270105753,0.01935503523615904,0.6643443443443444,1.5052434908389585,0.019282839187374463,2.4325725725725724,0.4110874270618154,0.019162783575362507,0.6143943943943945,1.6276190165857471,0.019011191109959427,2.3926126126126124,0.417953159123428,0.6443643643643644,0.02005477760573045,3,13.124760627746582,13.124760627746582,0.0,0.07654739916324615,0.07654739916324615,23,23.0,7.478163242340088,1.0,237.19939,1170.8608,295.10242,58643.47,282735.7,0.0045094037323884254,2.690042506647711e-05,0.019382943019684965,8.409227,0.24667709065422244,1.189930483698845,1.755918,1.4331046228126478,1.3459508,7.139883,23,14,6.502962e-05,6.419759e-05,1.1747358e-05,3.1382497e-05,0.00012024333,-0.051216573,19704.742,215798.05,0
