time,flux
120.53932243996678,0.9998658
120.55975709608902,0.9999148
120.58019165209407,0.9996876
120.60062640809338,0.9999585
120.6210610640992,1.0001177
120.64149561998784,1.0002197
120.66193027575355,1.000154
120.6823650315273,1.0001452
120.70279958729952,0.9999323
120.72323424294882,0.9999552
120.74366899860615,0.99999344
120.76410355414555,1.0000079
120.78453820967843,1.0000063
120.80497286521859,0.9998848
120.82540752052591,1.0001061
120.84584217594238,1.0003294
120.8662768312497,0.9998681
120.8867115865578,1.0003403
120.90714614174067,1.0003339
120.92758079693158,1.0002059
120.94801555199956,1.0000014
120.9684501070733,1.0000849
120.98888476203138,1.0001185
121.0093193169887,1.0000151
121.02975407182385,1.0002906
121.05018872678193,1.0003558
121.07062338150718,1.0000027
121.09105803622515,1.0000212
121.1114926909504,1.000148
121.13192734555923,0.9998391
121.15236190004362,0.99996287
121.17279665465321,1.0001493
121.19323130902922,1.0001258
121.2136658635136,1.0000738
121.23410061789036,0.9999847
121.25453527214995,1.0001185
121.2749698264015,1.0000942
121.29540448054468,0.99992347
121.31583923468861,1.0001099
121.33627388882451,0.9999251
121.3567084428505,0.99981606
121.37714319676161,1.0000339
121.39757785066467,1.0000161
121.41801240457426,1.0000334
121.43844705836818,1.0001329
121.4588818121556,1.000363
121.47931636583235,0.9999108
121.49975101939344,0.99998814
121.52018567294726,0.99948496
121.54062042650912,0.9998553
121.5610550799538,0.9996308
121.58148963339045,0.9996326
121.60192438671947,0.9996518
121.62235904004774,0.99957335
121.64279359325155,0.9997743
121.6632282464634,0.9997228
121.6836629995596,0.9998708
121.704097552647,0.9998462
121.72453220562602,0.99982715
121.7449669586058,0.99985665
121.76540151146037,0.9999765
121.78583616432297,1.000059
121.80627081718558,0.99965566
121.82670546980808,0.9997392
121.84714012255426,0.999758
121.86757477518404,0.99989575
121.88800942769012,0.9996955
121.90844408020348,0.9999099
121.92887873260042,0.9998703
121.94931328498933,0.99980277
121.96974803727062,1.0001253
121.99018268955115,0.99986255
122.0106172417145,0.999774
122.0310519938721,1.0000231
122.0514866459198,1.0001309
122.07192129796022,0.9998872
122.09235584989074,1.0002476
122.11279060182278,1.0001547
122.13322525363037,0.99995863
122.15365980544448,0.9999393
122.17409455714369,0.99938565
122.19452920883487,0.99960613
122.21496376041614,0.99950063
122.23539841199818,0.99955535
122.25583316345728,0.9997791
122.27626771492214,1.0004001
122.29670236627135,1.0001285
122.31713711749762,0.99995655
122.33757166872965,0.9997177
122.35800631996244,0.99965435
122.37844097107154,0.9995535
122.39887572207226,0.99993247
122.41931027307146,0.9999902
122.43974492406414,1.0001246
122.46017967494845,0.9999853
122.48061422571482,1.000028
122.50104887647467,0.9996724
122.52148342712462,0.9995155
122.5419181777761,0.99951625
122.56235282830312,0.9993614
122.58278747883742,0.99944526
122.6032221292553,0.999742
122.62365677966591,0.99998415
122.64409142996738,0.99995446
122.66452598026808,0.9999702
122.68496073044662,1.0000429
122.70539538051526,0.9999008
122.72582993058313,0.9998007
122.74626468064525,0.99960464
122.76669933048106,0.99965477
122.78713388043252,0.9995573
122.80756853026105,0.99971735
122.8280032799812,0.9999847
122.84843792958418,1.0000428
122.8688725792963,0.9999994
122.88930722878285,1.0000087
122.90974187826941,0.99960387
122.9301765277487,0.99993426
122.95061107711808,0.99960524
122.97104582637257,0.9999494
122.99148047561903,0.9997604
123.01191502475558,1.0000315
123.03234977389366,0.99986327
123.05278442290728,0.9997875
123.07321907192818,0.99987864
123.0936536208319,0.99998635
123.11408836961346,1.0000257
123.13452301840152,0.9998354
123.15495756718883,0.99971473
123.17539231573755,0.99969107
123.1958269644092,0.9999396
123.21626151284727,0.9999211
123.23669616128609,0.9996215
123.2571309097184,0.9996994
123.27756545804004,0.9999049
123.31843485444551,0.99960643
123.33886940253433,0.99967426
123.3593040506239,0.9996797
123.37973869858979,0.99987674
123.40017344656371,0.99993265
123.42060799441242,0.99986494
123.44104264215275,0.9999266
123.46147738989384,1.0000576
123.481911937517,1.0000165
123.50234658513364,1.0000488
123.52278113264038,1.0001878
123.54321588002495,0.99995327
123.56365052741603,1.0
123.58408517480711,1.0000468
123.60451982196537,1.0000981
123.62495446923276,1.0001112
123.6453891162746,0.9997885
123.66582366331568,0.9998096
123.686258410351,0.9999623
