time,flux
260.21511833774275,1.0001291
260.215799521211,0.9994659
260.2164806046785,0.99988073
260.217161688146,1.0001011
260.21784267185285,0.9999703
260.2185238553211,0.9995193
260.2192049387886,0.9999461
260.2198860222561,1.0002257
260.2205672059572,1.0000777
260.2212482894247,0.9999406
260.22192937289947,1.0000473
260.2226105563677,0.9999172
260.2232915400673,1.0003338
260.2239726235348,0.9998922
260.22465380700305,0.99992675
260.2253348904778,1.0001639
260.22601597417815,0.9996278
260.2266971576464,0.9998722
260.2273782411139,1.0003638
260.2280593245814,0.9998816
260.228740408289,0.9998058
260.2294214917565,1.0000077
260.230102575224,1.0001483
260.2307836586915,0.9997638
260.23146484215977,0.9997442
260.23214592586737,1.0002629
260.23282700933487,1.00013
260.23350819280313,1.0004927
260.23418917626987,1.0001931
260.2348702599702,0.9997706
260.23555144343845,0.9999847
260.2362325269132,0.99991196
260.2369136103807,0.99960715
260.237594793849,0.99964917
260.2382758775493,0.99982506
260.2389569610168,0.9996151
260.2396379444908,1.0000285
260.2403191279591,0.99990994
260.2410002114266,0.9998216
260.24168139512767,1.0000979
260.24236247859517,0.999843
260.24304356206994,1.000241
260.2437247455382,0.9998773
260.24440582923853,0.99977046
260.24508681270527,0.99986637
260.2457679961735,1.0003725
260.2464490796483,0.99981874
260.2471301631158,1.0002414
260.2478113468169,1.0000887
260.2484924302844,1.0000706
260.2491735137519,0.99976367
260.24985469722014,1.000069
260.25053568069416,1.0000854
260.2512167643945,1.000158
260.25189794786274,0.9997951
260.25257903133024,1.0000477
260.25326011479774,1.0005494
260.2539412982733,1.0005116
260.2546223819736,1.0000329
260.2553034654411,0.9998719
260.2559845489086,0.9997242
260.2566656323761,1.0003467
260.2573467158509,1.000388
260.2580277995512,0.9996814
260.25870898301946,0.9999772
260.25939006648696,1.0004201
260.26007114995446,1.0000445
260.2607523334227,0.9997985
260.26143331712956,1.0002162
260.26211440059706,1.0005366
260.2627955840653,1.0003293
260.2634766675328,0.9998689
260.2641577510003,1.0002207
260.2648388344751,1.0002109
