time,flux
443.4808190836775,0.9998142123222351
443.4815003008189,0.9997888207435608
443.4821814179304,1.0002037286758423
443.4828625350783,0.9996320605278015
443.48354365218984,1.0000083446502686
443.48422476933047,1.0000548362731934
443.484905886442,0.9997760653495789
443.4855871035834,0.9994275569915771
443.4862682207313,0.9996904730796814
443.4869493378428,0.9998342394828796
443.4876305549842,0.9998727440834045
443.48831167212484,0.9997535347938538
443.4889926892356,1.0003573894500732
443.4896738063835,1.0001249313354492
443.4903550235249,0.9998296499252319
443.4910361406364,0.9997642636299133
443.4917173577778,0.9998503923416138
443.49239847491845,0.9999258518218994
443.49307959202997,1.0000029802322388
443.49376080917136,1.0004748106002808
443.4944418262894,0.9999186396598816
443.49512294343003,0.9998210072517395
443.4958041605714,0.9995207786560059
443.49648527771205,0.99953293800354
443.49716639483086,1.0000343322753906
443.49784761197225,0.9996839165687561
443.4985287291129,0.9998906254768372
443.4992098462244,1.0001343488693237
443.49989096336503,0.9996115565299988
443.50057208050566,0.9999085068702698
443.50125319765357,0.9998827576637268
443.50193441479496,0.9997524619102478
443.5026155319065,1.0002756118774414
443.5032966490471,1.0000059604644775
443.5039778661885,0.999940037727356
443.5046589833073,0.9996117949485779
443.5053400004472,1.0001716613769531
443.50602121758857,1.000055193901062
443.5067023347292,1.0000485181808472
443.5073834518698,0.9999707937240601
443.50806456898863,1.0001165866851807
443.50874578613,0.9998531341552734
443.50942690327065,0.9993974566459656
443.5101080204113,1.000045895576477
443.5107891375519,1.0001730918884277
443.5114702546707,0.9993724822998047
443.51215137181134,0.9997961521148682
443.51283258895273,0.9998645186424255
443.51351370609336,0.9996723532676697
443.514194823234,0.9998450875282288
443.5148760403463,1.0000364780426025
443.5155571575233,0.9994413256645203
443.5162382746348,0.9995630383491516
443.5169192917747,1.0001628398895264
443.5176005089161,1.00011146068573
443.5182816260567,0.9998736381530762
443.5189627432046,1.0000815391540527
443.5196439603169,1.000288724899292
443.52032507748663,0.9999056458473206
443.5210062945989,0.9996991753578186
443.52168741173955,0.9997387528419495
443.5223684288867,0.9999682903289795
443.5230495460273,1.0001925230026245
443.5237307631687,1.0001691579818726
443.52441188030934,0.9996052980422974
443.52509309745074,1.0004791021347046
443.52577421459137,0.9997836947441101
443.52645533173927,0.9999633431434631
443.52713654888066,1.0001622438430786
443.52781756602053,0.9998387098312378
443.52849868313206,1.000193476676941
443.5291798003018,1.000072956085205
443.52986101742135,1.000058889389038
443.5305421345911,0.999710202217102
443.5312233517034,1.0000598430633545
443.5319044688731,0.9995799660682678
443.53258558598463,1.000030279159546
443.5332666031318,1.0001248121261597
443.53394782027317,0.9999086260795593
443.5346289374429,0.9993413686752319
443.53531005455443,0.9999441504478455
443.5359912717249,1.0000075101852417
