time,flux
120.53930025400041,1.0009049
120.55973490802717,1.0001794
120.58016946205316,0.99994063
120.6006042160734,1.0002791
120.62103886998375,1.0001816
120.64147342389333,1.0001526
120.66190807767998,1.000295
120.68234283147467,1.0001717
120.70277738526784,1.0002137
120.72321203893807,1.0002362
120.74364679261635,1.0001987
120.76408134617668,1.0001779
120.7845159997305,1.0
120.8049506532916,1.0000304
120.82538530673628,1.0001627
120.84581996005727,0.9998613
120.86625461338554,0.99985874
120.88668936671456,0.99994665
120.90712392003479,1.0000869
120.92755857313023,0.9997565
120.94799332633556,0.9997466
120.96842787943024,0.9998637
120.98886253240926,1.0000293
121.00929708550393,0.99965334
121.02973183836002,0.99976146
121.05016649133904,0.9996578
121.07060114408523,0.99958205
121.09103579694056,0.9996874
121.11147044968675,0.9997809
121.13190510231652,0.9996052
121.15233965493826,0.99971384
121.1727744075688,0.9994722
121.19320906008215,0.9995296
121.21364361258748,0.9995756
121.23407836498518,0.99952465
121.25451301738212,0.99962217
121.27494756977103,0.9995906
121.29538222205156,0.9996277
121.31581697421643,0.9996798
121.33625162637327,0.9993774
121.35668617853662,0.9995803
121.37712093058508,0.99947655
121.3975555826255,0.9994513
121.41799013455602,0.9995639
121.4384247864873,0.9995073
121.45885953829566,0.9994937
121.47929409010976,0.99947083
121.49972874180821,0.9995864
121.52016339349939,0.99958456
121.5405981451986,0.9995916
121.56103279678064,0.9994331
121.58146734823822,0.9994295
121.60190209982102,0.99938583
121.62233675117022,0.99946105
121.64277130251139,0.9994202
121.6632059538606,0.99946254
121.68364070509415,0.9996182
121.7040752563189,0.9995143
121.72450990743528,0.99964803
121.74494465855241,0.9996756
121.76537920966075,0.9995777
121.78581386066071,0.99966943
121.80624851154425,0.99950546
121.82668316242052,0.99961185
121.84711781318765,0.9995812
121.86755246395478,0.9995589
121.88798711471463,0.99933845
121.90842176536535,0.999633
121.92885641589965,0.99960136
121.9492909664259,0.99958897
121.96972571696097,0.9997074
121.99016036737885,0.9996169
122.01059491779597,0.99959964
122.03102966809092,0.9995464
122.05146431827598,0.99956834
122.07189896857017,0.99994856
122.09233351863804,0.9996643
122.11276826870744,0.99961954
122.1332029187688,0.9998097
122.15363746872026,0.9995656
122.17407221867325,0.9997639
122.19450686850178,0.9997648
122.21494141833682,0.99976504
122.23537606805621,0.99972326
122.25581081776909,0.99973583
122.2762453673713,1.0001237
122.29668001697428,0.9999682
122.31711476645432,0.99983
122.33754931594012,0.9996652
122.35798396531027,0.9997095
122.37841861467314,0.9997947
122.39885336392763,0.9997754
122.4192879131806,0.99990857
122.43972256231064,1.0000215
122.46015731144871,0.9998539
122.48059186046885,0.9997803
122.50102650936606,0.9997386
122.5214610583862,0.99977034
122.54189580717502,0.9996322
122.56233045595582,0.999865
122.58276510474388,0.9996812
122.60319975341554,0.9997476
122.62363440207992,0.99993974
122.64406905063515,0.99976754
122.66450359907321,0.999818
122.68493834762194,0.99969095
122.70537299594434,1.0000359
122.72580754426599,0.99978846
122.74624229258188,0.99942034
122.76667694078787,0.99994123
122.78711148887669,0.99984807
122.80754613695899,0.99953675
122.82798088493291,0.9998582
122.84841553290607,0.9999354
122.86885018087196,0.9998691
122.88928482861229,0.9998408
