time,flux
443.48045698287024,0.9991976022720337
443.48113820778235,0.9996020197868347
443.4818193327519,0.9995560050010681
443.48250045767054,0.9992844462394714
443.4831815826401,0.999488115310669
443.48386270755145,1.0002992153167725
443.484543832521,0.9997005462646484
443.48522505749133,0.9997788071632385
443.48590618240996,0.9986037015914917
443.4865873073795,0.9997774958610535
443.48726853229164,0.9999287724494934
443.4879496572612,0.999161422252655
443.4886306821718,0.9999487996101379
443.4893118071486,1.0000754594802856
443.48999303211895,0.9999077916145325
443.4906741570303,1.0000686645507812
443.4913553820006,0.9998034238815308
443.492036506912,1.0000367164611816
443.49271763188153,1.0000876188278198
443.49339885679365,1.0004565715789795
443.4940798817697,0.9995307326316833
443.4947610067393,1.000103235244751
443.4954422316514,0.9999716877937317
443.49612335662096,0.9996052980422974
443.4968044815396,0.9999980330467224
443.4974857065099,1.0000923871994019
443.49816683147947,0.9998840093612671
443.4988479563908,0.9997702240943909
443.4995290813604,1.0003581047058105
443.50021020632994,1.000483512878418
443.50089133124857,1.000032663345337
443.5015725562189,1.0004113912582397
443.50225368113024,1.0005850791931152
443.5029348060998,1.0001670122146606
443.5036160310701,1.0003641843795776
443.50429715598875,1.0001258850097656
443.50497818095755,1.0007996559143066
443.5056594059279,1.0001627206802368
443.5063405308392,1.0004526376724243
443.5070216558088,0.9991388320922852
443.5077027807856,1.0000898838043213
443.50838400569774,0.999201238155365
443.5090651306673,0.9994795322418213
443.50974625563686,0.9996944069862366
443.5104273805482,1.000033974647522
443.51110850552504,1.0002752542495728
443.5117896304946,0.9998939633369446
443.5124708554067,1.0001311302185059
443.5131519803763,1.000293493270874
443.51383310534584,1.0000642538070679
443.51451433031616,1.000344157218933
443.5151954552348,1.0004620552062988
443.51587658020435,1.0002614259719849
443.51655760517315,1.000321865081787
443.51723883008526,0.9995536208152771
443.5179199550548,1.0003923177719116
443.51860108003166,0.9992603659629822
443.519282305002,0.9998622536659241
443.51996342991333,0.999284029006958
443.52064465488365,1.0001003742218018
443.5213257798532,0.9997895956039429
443.5220068047711,0.9993886351585388
443.52268792974064,0.9997389316558838
443.52336915471096,0.9994809031486511
443.5240502796805,1.0000052452087402
443.52473150465084,0.9999384880065918
443.5254126295622,0.9988296627998352
443.52609375453903,0.9995011687278748
443.52677497950936,0.9987232089042664
443.52745600441995,1.0004674196243286
443.5281371293895,1.0003384351730347
443.52881825435907,1.0003365278244019
443.52949947933666,0.999504029750824
443.5301806043062,0.9995071887969971
443.53086182921834,1.0007727146148682
443.5315429541879,1.0004174709320068
443.53222407915746,0.9992736577987671
443.53290510413353,0.9998035430908203
443.53358632910385,0.9995808005332947
443.5342674540152,0.9999143481254578
443.53494857898477,0.999407172203064
443.5356298039551,0.9993788599967957
443.53631092892465,1.0009585618972778
443.5369920539015,0.9997786283493042
443.5376732788718,1.0000113248825073
443.5383543037824,1.0004713535308838
443.53903542875196,0.9998732805252075
443.5397166537223,0.9990743398666382
443.5403977786991,0.9989864826202393
443.5410789036687,1.0001840591430664
443.54176002863824,0.9997116923332214
443.54244125355035,0.9995075464248657
443.5431223785199,0.9989859461784363
443.543803403496,0.9997255206108093
443.5444846284663,0.999424397945404
443.54516575343587,0.9999343752861023
443.5458468784054,0.9998071193695068
443.54652810337575,1.0001291036605835
443.5472092282871,1.000137209892273
443.54789035326394,0.9999274611473083
443.54857157823426,0.9996447563171387
443.5492527032038,0.9993649125099182
