phase,raw_flux
8.739412802327706e-07,244779.22
2.1629775947218377e-05,245184.67
3.9579685141788445e-05,238037.02
5.768337334721707e-05,247869.89
7.602855957600241e-05,240482.72
7.726637231897371e-05,223765.91
9.417448286352936e-05,250730.97
0.000114020638875445,226575.97
0.00011497688441508558,240363.02
0.00011636197846387475,245158.69
0.00013053238943339096,253696.08
0.00015039370675573593,221823.11
0.00015342488599223714,243658.47
0.0001873873054343278,231438.84
0.0001914592003707111,244325.98
0.00022216735271740617,244737.77
0.00024290477722033188,245205.3
0.0002608720136265674,238051.47
0.000278959457572725,247918.03
0.0002973230539637939,240584.73
0.00029854570539633585,223716.94
0.0003154494841357547,250752.89
0.0003352999719510308,226571.42
0.00033627137880287705,240373.88
0.00033765647285033396,245214.16
0.0003518095566072965,253670.12
0.0003716741227819398,221834.69
0.00037471938037914043,243658.2
0.00040866555555907347,231471.75
0.0004127536947572269,244287.73
0.00044345968120218515,244758.03
0.0004641797784934454,245199.58
0.00048216542506196447,237965.45
0.0005002366247452983,247914.58
0.0005186186313022034,240409.34
0.0005198261214225397,223705.92
0.0005367255683594863,250782.34
0.0005565793050266166,226542.81
0.0005575669561395102,240427.92
0.0005589498842866192,245205.64
0.000573085640830584,253645.34
0.0005929523729077957,221777.64
0.0005960138747651555,243690.89
0.0006299448886346593,231511.12
0.0006340481891437428,244323.17
0.0006647530926375822,244747.83
0.0006854558627154006,245220.47
0.0007034566705979017,238023.09
0.0007215116260166354,247852.25
0.0007399142086388366,240441.83
0.0007411076203993616,223721.22
0.0007580027355329477,250790.73
0.0007778597210528204,226636.27
0.0007788614505255254,240417.69
0.0007802422127722863,245178.53
0.0007943617250534274,253667.95
0.0008142317059833815,221803.48
0.0008173094521026769,243693.92
0.0008512231387594049,231472.08
0.0008553426835302586,244346.3
0.0008860443381699667,244739.25
0.0009067319469409085,245299.69
0.0009247500820332988,238020.12
0.0009427877102421434,247921.14
0.0009612087030266281,240457.34
0.0009623858705243293,223717.38
0.0009792777368060612,250835.7
0.0009991390541284062,226612.95
0.0010001559449115405,240392.77
0.0010015367071587455,245254.12
0.001015636726326541,253650.66
0.001035509956107461,221841.95
0.001038603946488692,243683.44
0.0010725024718349907,231533.12
0.0010766360949660578,244317.33
0.0011073366666547457,244786.95
0.0011280058652616276,245241.02
0.0011460434934704722,238042.28
0.0011640637944640986,247907.89
0.0011825042803632613,240410.45
0.0011836662865505332,223736.48
0.0012005538210289046,250849.95
0.001220418387203992,226630.75
0.00122145152224995,240389.77
0.0012228301185936985,245224.41
0.0012369149764515086,253693.83
0.001256789289183935,221793.33
0.0012598984408755953,243764.38
0.0012937818049105765,231551.48
0.0012979316723032903,244309.06
0.001328627912190683,244773.47
0.0013492830324359772,245292.38
0.0013673347390028567,238079.38
0.001385338795737212,247875.81
0.0014037998576998945,240450.02
0.0014049477855273551,223742.8
0.0014218309882032543,250800.62
0.0014416988032301958,226656.19
0.0014427460166359651,240369.41
0.0014441224470793657,245257.69
0.001458191060674352,253688.84
0.0014780686222595207,221846.25
0.0014811929352616104,243690.67
0.001515058972084704,231569.59
0.0015192250837390894,244326.41
0.0015499202406736856,244732.02
0.0015705580337090908,245257.22
0.0015886281504382538,238041.09
0.0016066159629097854,247856.92
0.0016250932691352915,240407.72
0.0016262271186029409,223744.2
0.0016431059894754796,250814.55
0.0016629770533551635,226639.69
0.0016640405110219803,240384.16
0.0016654169414658249,245233.59
0.0016794671448976395,253674.3
0.0016993479553342183,221835.81
0.0017024863466978957,243752.48
0.001736339388110908,231488.19
0.0017405184951748884,244265.78
