phase,raw_flux
8.712243669606323e-06,221847.92
1.0525651816806203e-05,247783.38
6.134050286732418e-05,221842.39
7.119598217286693e-05,247798.19
7.470453275004729e-05,250646.77
9.102520638748501e-05,221807.39
9.6504852876933e-05,244919.64
0.00012705683852232141,253636.44
0.00013766133420745064,243647.33
0.00014333809031086275,244922.88
0.0001496061750572153,240387.16
0.0001866627770255036,226542.3
0.0002074381272905157,238037.47
0.00021149858480384864,237696.92
0.0002360978609203812,226638.92
0.0002542713647066819,244283.41
0.0002587260413520198,240352.44
0.00027902832863446747,245358.89
0.0002945211420524174,223737.69
0.0002965710816624778,240462.98
0.000298187380252557,243491.31
0.0003045737308866592,244813.16
0.000311314878629787,245187.17
0.0003363477958941985,247882.83
0.0003491993408744065,245083.81
0.00034975124776792654,245315.83
0.0003507367956103735,226668.72
0.00037249769383151943,226605.31
0.000373089022559725,250661.86
0.00038996160304805016,245151.09
0.0004130628464054098,226655.5
0.0004195674627354151,253591.44
0.000507517759615439,245478.17
0.0005264797016479861,240502.25
0.0005359803836313404,240351.55
0.000536216915179466,223925.0
0.0005527346983740244,243747.44
0.0005653102899074725,231596.06
0.0005688582624543415,244610.73
0.0005807636813841555,245025.72
0.0005950344153689002,245484.2
0.0006310660475037366,247930.59
0.0006471107677157306,242254.55
0.0006556259017713728,243686.67
0.0006672553672899539,253805.28
0.0006681226494720249,250836.91
0.0006683986029543121,223787.12
0.000682669336924846,223719.59
0.0006827876026704871,240273.64
0.0006955603037113178,240340.8
0.0007266641962928588,223711.94
0.0007326957495337183,253696.75
0.0007344303138552277,242244.58
0.0007854816964041333,231596.7
0.0008403570048827191,231638.34
0.0008699234426501334,245248.67
0.0008854950999648281,245418.77
0.0009026042118875921,237691.75
0.0009072954199567107,231579.41
0.0009216844197226237,240293.28
0.0009247199072817125,231509.05
0.0009259814086419738,250873.67
0.0009424597699307924,221859.22
0.0009467961807558822,237856.98
0.0009494768711419965,242262.88
0.0009570853011382496,237877.03
0.0009588198655023916,240467.08
0.0009756136021317197,244204.39
0.0009819605307939128,243579.22
0.000994220746974861,250870.52
0.001016533551990051,253854.69
0.0010364021981672522,226528.89
0.0010477951321945511,237929.06
0.0010739712851091099,240336.83
0.0011155219856107124,221811.59
0.0011393328234703404,221765.53
0.0011912514881942116,245491.45
0.0011962974935499915,247931.73
0.0012212909889512957,221699.47
0.001231816640768102,243617.47
0.0012363895831413174,221788.5
0.0012499113007038432,240394.5
0.0012500295664494843,244844.67
0.001254681352577336,247761.62
0.0012802661767636891,244730.66
0.0013061269543186427,226690.83
0.001316928559617736,237989.25
0.001321067860899916,253740.38
0.0013345895785050743,244855.78
0.0013478747645194744,240314.8
0.0013554437725176172,244320.48
0.001387454369137231,240327.0
0.0013933282347409204,243635.14
0.001403696198963189,223890.66
0.0014116988480736836,226626.66
0.0014256147848072942,244595.05
0.001466258781306351,245242.83
0.0014841957535054462,226633.75
0.0015144717857396017,245104.16
0.001522474434878518,245148.66
0.0015275992841452535,247898.22
0.0015314626319877789,245326.22
0.0015351682921505017,226633.25
0.001561305023130899,226697.73
0.001566942357243306,250834.64
0.001609123808464119,253712.67
0.0016250502629873154,240208.44
0.0016286376573475536,240270.11
0.0016439333611799611,243595.42
0.0016580464075559576,223730.45
0.0016762593331804965,244897.16
0.0016772448810584706,231576.33
0.001681384182347756,253678.3
0.0016978231217308348,245091.42
0.0017592818903722218,243744.58
0.0017744593284305665,240473.64
0.001781318741961968,242281.0
0.0017852609337296599,245282.08
0.0017921597691383795,240213.28
0.001808677552332938,242239.34
0.001818690719346705,223730.97
0.001824998226027219,247807.27
0.0018334739382339649,223874.81
0.0018482177351231144,253579.19
0.0018586645431355464,250718.39
0.0018632769074145017,242238.58
0.0018774293756678162,223719.08
0.001910583207841654,231434.83
0.0019215425007672593,253610.16
0.001974170759979188,245265.61
0.0019997555841655412,237749.16
0.0020090985784477766,231672.0
0.002013434989351026,240357.53
0.002046983040695949,231583.45
0.002048165698226967,240313.36
0.0020575481144362584,221772.08
0.002063343136228468,242457.22
0.0020684679854647836,244321.59
0.002071897692218272,243660.25
0.002079269590808508,245424.72
0.0020793484345560387,231599.88
0.0020992565026176635,238099.27
0.0021087571846294395,250866.06
0.0021207020255360476,247939.88
