phase,raw_flux
1.3470289818240389e-05,247886.22
2.2413732482782525e-05,231512.98
3.395424179997164e-05,245480.5
4.400848862307072e-05,250857.14
6.478527299202952e-05,247927.53
8.526872268799224e-05,245486.98
9.532372293930003e-05,250793.66
0.00011610000502271234,247910.12
0.0001250462102566803,231588.55
0.0001365839570039995,245477.36
0.00014663895725552933,250812.75
0.00016741473705339516,247937.94
0.00017636219800090916,231506.31
0.0001878986890351264,245410.59
0.00019795444271419882,250837.08
0.00021872946908407798,247943.23
0.00022767818574513798,231514.83
0.00023921342106580923,245473.06
0.00024926967703042813,250841.28
0.0002700442011152049,247930.53
0.00027899467577473556,231553.98
0.0002905284042387102,245457.42
0.0003005846602039952,250851.47
0.00032135943543121215,247972.89
0.0003303109146617201,231548.39
0.0003418433874124993,245468.67
0.0003519001456626647,250868.8
0.00037267391631878866,247929.88
0.0003816266512631932,231526.19
0.000393157868300964,245474.19
0.000403215379978894,250877.5
0.00042398864834991556,247872.47
0.0004329428901501778,231523.28
0.00044447310261652717,245405.38
0.00045453061429490127,250852.89
0.0004753036315232606,247935.39
0.00048425938017977537,231572.27
0.00049578783464721,245489.78
0.0005058460997537928,250886.41
0.0005266186146966056,247934.88
0.0005355753679240042,231579.59
0.0005471028178209991,245466.36
0.0005571613340698001,250907.64
0.0005779330955850703,247975.83
0.0005868913556683045,231512.64
0.0005984175498516819,245460.86
0.0006084763172433671,250776.16
0.0006292480787579713,247975.38
0.000638207845697902,231621.44
0.0006497322818823648,245502.42
0.0006597918027020366,250827.38
0.0006805628107890982,247934.0
0.0006895238334421308,231594.88
0.0007010472650557098,245461.11
0.0007111070370182659,250856.0
0.000731877542819781,247927.97
0.0007408398211863597,231603.89
0.0007523619970863926,245518.5
0.000762422020191833,250869.33
0.000783192525992682,247872.02
0.0007921560600733442,231663.42
0.0008036769802601818,245529.19
0.0008137375056507246,250894.31
0.000834507258024253,247858.03
0.0008434722989602574,231615.34
0.0008549917122908646,245542.44
0.0008650527399667318,250899.31
0.0008858222411971539,247853.92
0.0008947885378471706,231632.33
0.0009063066954642096,245559.36
0.0009163682254256234,250844.08
0.0009371367220856186,247860.22
0.0009461045255913995,231595.2
0.0009576214274948924,245542.78
0.0009676834597418527,250871.38
0.0009884517052589636,247964.75
0.0009974210156210685,231531.69
0.0010089364106686816,245533.12
0.00101899869405786,250816.17
0.0010397666884318646,247908.66
0.0010487370033652973,231576.08
0.0010602511426993644,245530.98
0.0010703141795167515,250867.56
0.0010910811693203293,247943.17
0.001100052991109526,231515.41
0.0011115663770149276,245475.97
0.0011216291626900965,250818.14
0.001142395901351012,247952.75
0.001151369481139195,231562.7
0.0011628811090460545,245510.48
0.0011729443970061038,250793.52
0.0011937111356670194,247935.53
0.0012026854688834238,231606.11
0.0012141958410767373,245465.3
0.0012242598824649953,250835.67
0.00124502561655504,247961.81
0.0012540014566276528,231563.75
0.0012655108242500823,245456.17
0.0012755748656385624,250793.22
0.0012963403485857228,247958.33
0.001305317695514566,231593.92
0.0013168258074234274,245501.0
0.0013268900999547917,250822.14
0.001347655331759512,247929.03
0.001356633934401479,231526.5
0.001368140288311892,245428.64
0.0013989698126470884,247996.34
0.001407949922145708,231534.75
0.0014194555226278993,245448.55
0.0014295208197296905,250850.91
0.0014502850469635398,247934.84
0.0014592661610326925,231524.0
0.0014707702546585821,245432.27
0.0014808358029030355,250854.41
0.0015015997789942226,247929.0
0.0015105823999196058,231487.47
0.001522084986689265,245392.38
0.001532151288362149,250839.38
0.0015529142598822432,247935.19
0.0015618983876638346,231550.38
0.00157339996986261,245456.66
0.001583466271535272,250877.8
0.0016042292430555882,247921.66
0.0016132146265508192,231562.86
0.001624714953035955,245437.88
0.0016347817569941636,250891.19
0.0016555442262293774,247983.92
0.001664530614295048,231581.98
0.0016760299362097442,245441.03
0.001686096991310393,250871.11
0.0017068589582600602,247933.19
0.0017158468531819613,231612.98
0.001727344668240427,245403.59
0.0017374122256264002,250897.33
0.001758173690290743,248014.2
0.0017671630920688744,231628.39
0.0017786594002711098,245449.0
0.0017887277110852917,250846.23
0.0018094884223214258,247926.28
0.0018184790798131032,231627.36
0.001829974634587117,245486.0
0.001840042945401521,250814.31
0.0018608029032094464,247906.56
0.0018697953187000879,231641.61
0.0018812891154751377,245424.38
0.0018913579285750881,250874.28
0.0019121181375254537,247934.25
0.0019211113064443166,231609.92
0.0019326040986489268,245470.62
0.0019426734140337576,250814.06
0.0019634328695561365,247915.67
0.0019724272941885456,231654.45
0.001983919081822272,245455.88
0.001993988648349987,250850.22
0.0020147476015872634,247914.16
0.0020237435330754585,231611.3
0.0020352338138529547,245458.45
0.002045303631523332,250837.11
0.0020660623336179462,247939.34
0.0020750597719624434,231621.28
0.0020865487970258556,245496.41
0.0020966191169820014,250825.16
0.002117377316790847,247901.52
0.002126375759706672,231636.5
0.0021479343512982307,250871.53
0.002168692048822418,247920.31
0.0021776919985935853,231630.83
0.0021891785122303276,245483.06
0.002199249334471798,250827.58
0.002220006780853101,247907.47
0.002229008488623183,231668.47
0.0022404934954036726,245487.89
0.0022505648199304673,250859.02
0.002271321512883784,247921.7
0.0022803242252247276,231627.72
0.0022918084785774617,245448.44
