phase,binned_flux,standardized_flux
0.025,242262.88,0.9998804334524667
0.026903807615230462,242180.025,0.9995384698247176
0.028807615230460923,242285.1,0.9999721410356973
0.030711422845691384,242379.915,1.000363466620937
0.032615230460921844,242287.11,0.9999804368161785
0.03451903807615231,242298.23,1.0000263318803337
0.036422845691382766,242285.38,0.9999732966668091
0.03832665330661322,242395.16,1.0004263866077214
0.04023046092184369,242269.08,0.9999060224270854
0.04213426853707415,240544.91,0.9927899349482866
0.04403807615230461,242295.98,1.0000170455588995
0.045941883767535066,243603.03,1.0054115728614066
0.04784569138276553,242295.27,1.0000141152085802
0.049749498997995995,242205.89500000002,0.9996452418849419
0.05165330661322645,242316.14500000002,1.0001002716352203
0.05355711422845691,243650.0,1.0056054299804142
0.05546092184368737,242281.38,0.9999567876509261
0.05736472945891783,242220.73,0.9997064696975984
0.059268537074148295,242362.36,1.0002910126774798
0.06117234468937876,243576.33,1.0053013751803868
0.06307615230460922,242286.245,0.9999768667414939
0.06497995991983968,242243.67,0.999801148903688
0.06688376753507014,242274.21000000002,0.9999271952399557
0.0687875751503006,243633.7,1.0055381557406906
0.07069138276553105,242257.14,0.9998567430146744
0.07259519038076151,242236.33,0.9997708548595423
0.07449899799599198,242320.05,1.000116388561976
0.07640280561122245,243616.2,1.005465928796202
0.07830661322645291,242229.26,0.9997416751739691
0.08021042084168337,241356.265,0.9961386030937485
0.08211422845691382,242286.42,0.9999775890109388
0.08401803607214428,243643.94,1.0055804188213513
0.08592184368737474,240524.05,0.9927038404304561
0.0878256513026052,240487.62,0.9925534845683006
0.08972945891783565,242360.14,1.0002818501736648
0.09163326653306614,243651.23,1.0056105065027983
0.0935370741482966,240471.36,0.9924863754187357
0.09544088176352705,242241.28,0.9997912847666978
0.09734468937875751,242406.065,1.0004713943122727
0.09924849699398797,243601.27,1.005404308894418
0.10115230460921842,241357.755,0.9961447527021648
0.10305611222444888,242273.48,0.9999241823445569
0.10495991983967934,242339.96000000002,1.0001985621885343
0.10686372745490982,242309.16,1.0000714427662343
0.10876753507014028,242232.865,0.9997565539245337
0.11067134268537074,242229.05,0.9997408084506351
0.1125751503006012,242397.34,1.0004353840213775
0.11447895791583165,242325.8,1.000140120272308
0.11638276553106211,242222.575,0.9997140844811744
0.11828657314629257,242258.69,0.999863140258329
0.12019038076152302,242398.8,1.000441409812175
0.12209418837675351,242269.895,0.9999093861390715
0.12399799599198397,242260.52,0.9998706931330955
0.12590180360721442,242209.28,0.9996592126396329
0.12780561122244488,243538.455,1.0051450554362436
0.12970941883767534,242247.53,0.9998170801040152
0.1316132264529058,241428.245,0.9964356828345651
0.13351703406813625,242284.03,0.9999677248739486
0.1354208416833667,243496.38,1.0049714012254232
0.1373246492985972,242295.2,1.0000138263008023
0.13922845691382765,242226.215,0.999729107685628
0.1411322645290581,243586.69,1.005344133531524
0.14303607214428857,242940.61,1.0026775972860829
0.14493987975951902,242234.56,0.9997635496200141
0.14684368737474948,242259.21500000003,0.9998653070666638
0.14874749498997994,242466.78,1.0007219805371086
0.1506513026052104,242334.58500000002,1.0001763781984414
0.15255511022044085,242244.27,0.9998036252560704
0.1544589178356713,242248.0,0.9998190199133814
0.1563627254509018,242314.265,1.000092512397755
0.15826653306613225,242256.12,0.9998525332156242
0.1601703406813627,242277.2,0.9999395357293283
0.16207414829659317,242290.86,0.999995914018569
0.16397795591182363,242341.21000000002,1.0002037212559978
0.16588176352705408,242254.735,0.9998468169688746
0.16778557114228454,242337.47,1.000188285326147
0.16968937875751502,242326.61,1.0001434633480244
0.17159318637274548,242301.03499999997,1.0000379088277216
0.17349699398797594,242270.53,0.9999120069453431
0.1754008016032064,242288.77,0.99998728805777
0.17730460921843685,242927.805,1.0026247477989871
0.1792084168336673,242270.16,0.9999104798613739
0.18111222444889777,242249.61,0.9998256647922743
0.18301603206412823,242300.15500000003,1.0000342768442276
0.18491983967935868,242286.75,0.9999789510047491
0.18682364729458917,242284.235,0.9999685709610125
0.18872745490981963,242226.125,0.9997287362327706
0.19063126252505008,242368.505,1.0003163746531303
0.19253507014028054,243523.08,1.0050815989064428
0.194438877755511,242228.28,0.9997376304650777
0.19634268537074145,242223.32,0.9997171592853826
0.1982464929859719,243020.82,1.0030086443270791
0.2001503006012024,242289.25,0.9999892691396761
0.20205410821643285,242243.265,0.9997994773658299
0.2039579158316633,241375.095,0.9962163192860182
0.20586172344689377,243670.88,1.0056916070433242
0.20776553106212423,242266.12,0.9998938057553319
0.20966933867735468,240460.66499999998,0.9924422344375182
0.21157314629258514,240551.235,0.9928160398296517
0.2134769539078156,243667.73,1.0056786061933163
0.21538076152304605,242252.03,0.9998356527468837
0.21728456913827654,242235.45500000002,0.999767243512318
0.219188376753507,242232.83000000002,0.9997564094706448
0.22109218436873745,242977.83500000002,1.0028312343151453
0.2229959919839679,240558.755,0.9928470767795121
0.22489979959919837,242265.06,0.9998894308661229
0.22680360721442883,242210.87,0.9996657749734463
0.22870741482965928,243605.12,1.0054201988222056
0.23061122244488977,242268.95,0.9999054858840692
0.23251503006012023,242257.27,0.9998572795576905
0.23441883767535068,242222.975,0.9997157353827627
0.23632264529058114,243559.3,1.0052310880452644
0.2382264529058116,242218.73,0.9996982151896567
0.24013026052104205,242208.61,0.9996564473794723
0.2420340681362725,242172.25,0.9995063804250949
0.24393787575150297,243680.59,1.0057316826793803
0.24584168336673343,240500.23,0.9926055292408722
0.2477454909819639,242207.89,0.9996534757566136
0.24964929859719437,242194.95,0.9996000690902316
0.2515531062124248,243618.75,1.0054764532938274
0.2534569138276553,242202.77,0.999632344216283
0.25536072144288574,242250.06,0.9998275220565612
0.2572645290581162,242265.21000000002,0.9998900499542186
0.25916833667334666,243567.19,1.005263652079094
0.26107214428857717,240528.78,0.992723362341738
0.2629759519038076,242283.195,0.999964278616883
0.2648797595190381,242238.34,0.9997791506400237
0.26678356713426854,242931.64,1.002640575817965
0.268687374749499,241373.16,0.9962083330495848
0.27059118236472945,242306.12,1.0000588959141632
0.2724949899799599,242244.62,0.9998050697949602
0.27439879759519037,242380.0,1.0003638174375242
0.2763026052104208,242279.36,0.999948450597905
0.2782064128256513,242295.17,1.0000137024831832
0.28011022044088174,242226.56,0.9997305315882479
0.2820140280561122,242335.28999999998,1.0001792879124907
0.28391783567134266,242254.67,0.9998465486973666
0.28582164328657317,242399.38,1.000443803619478
0.2877254509018036,242273.56,0.9999245125248746
0.2896292585170341,242311.11,1.0000794909114772
0.29153306613226454,242230.72,0.9997477009647664
0.293436873747495,242245.08,0.9998069683317867
0.29534068136272545,242392.78,1.000416563743271
0.2972444889779559,242249.56,0.9998254584295758
0.29914829659318637,242243.01,0.9997984249160673
0.3010521042084168,242358.075,1.000273327394215
0.3029559118236473,242272.20500000002,0.9999189200957442
0.30485971943887774,242241.02,0.9997902116806653
0.3067635270541082,242259.79,0.9998676802376969
0.30866733466933866,242956.8,1.00274441752787
0.3105711422845691,242261.045,0.9998728599414303
0.31247494989979957,242173.47,0.9995114156749392
0.3143787575150301,242314.12,1.0000919139459294
0.31628256513026054,242959.63,1.0027560976566072
0.318186372745491,242182.18,0.9995473640570247
0.32009018036072145,242189.2,0.9995763373798996
0.3219939879759519,243587.02,1.0053454955253345
0.32389779559118237,242316.7,1.000102562261174
0.3258016032064128,242283.27,0.9999645881609308
0.3277054108216433,242230.95,0.9997486502331797
0.32960921843687374,243598.22,1.0053917207698073
0.3315130260521042,242948.255,1.0027091501426897
0.33341683366733466,242188.2,0.9995722101259289
0.3353206412825651,242282.91499999998,0.9999631229857711
0.33722444889779557,243614.47,1.0054587886468325
0.339128256513026,242242.59,0.9997966914693995
0.3410320641282565,242236.38,0.999771061222241
0.34293587174348694,242237.81,0.9997769631954192
0.3448396793587174,243608.86,1.0054356347520563
0.3467434869739479,242270.7,0.9999127085785181
0.34864729458917837,242294.69,1.0000117214012771
0.3505511022044088,242250.36,0.9998287602327524
0.3524549098196393,243587.975,1.0053494370528766
0.35435871743486974,242252.415,0.9998372417396625
0.3562625250501002,242261.82,0.9998760585632576
0.35816633266533066,242273.53,0.9999243887072554
0.3600701402805611,243642.74,1.0055754661165863
0.36197394789579157,241350.09999999998,0.9961131585730184
0.363877755511022,242225.925,0.9997279107819764
0.3657815631262525,242279.56,0.9999492760486992
0.36768537074148294,243664.515,1.0056653370718
0.3695891783567134,242204.69,0.999640268543907
0.37149298597194386,242266.94,0.999897190103588
0.3733967935871743,242290.45,0.9999942218444411
0.3753006012024048,243645.81,1.0055881367862767
0.3772044088176353,242214.46,0.9996805918152014
0.37910821643286574,242347.73,1.0002306309518874
0.3810120240480962,242302.48,1.0000438727097096
0.38291583166332666,243633.505,1.0055373509261663
0.3848196392785571,242225.53,0.999726280516658
0.38672344689378757,242326.25,1.000141977536595
0.388627254509018,242310.0,1.0000749096595698
0.3905310621242485,243646.75,1.0055920164050092
